"Date","Price","Open","High","Low","Vol.","Change %"
"09/29/2022","2.490","2.480","2.510","2.430","36.90K","-0.60%"
"09/28/2022","2.505","2.515","2.620","2.490","46.51K","-3.09%"
"09/27/2022","2.585","2.490","2.655","2.490","61.08K","3.40%"
"09/26/2022","2.500","2.630","2.640","2.500","23.68K","-4.76%"
"09/23/2022","2.625","2.580","2.625","2.500","23.42K","2.74%"
"09/22/2022","2.555","2.580","2.680","2.550","35.97K","-2.67%"
"09/21/2022","2.625","2.650","2.675","2.590","95.64K","-2.78%"
"09/20/2022","2.700","2.825","2.825","2.700","42.59K","-2.88%"
"09/19/2022","2.780","2.875","2.890","2.760","80.59K","-3.64%"
"09/16/2022","2.885","3.040","3.040","2.885","30.51K","-0.86%"
"09/15/2022","2.910","2.950","2.975","2.900","22.70K","0.52%"
"09/14/2022","2.895","2.905","2.930","2.860","25.31K","-2.53%"
"09/13/2022","2.970","2.990","3.065","2.970","30.59K","1.02%"
"09/12/2022","2.940","2.930","2.965","2.915","81.99K","0.68%"
"09/09/2022","2.920","2.915","2.920","2.880","23.47K","2.46%"
"09/08/2022","2.850","2.865","2.900","2.845","26.64K","-0.87%"
"09/07/2022","2.875","2.905","2.935","2.825","212.13K","-1.54%"
"09/06/2022","2.920","2.840","2.960","2.835","51.34K","1.74%"
"09/05/2022","2.870","2.925","2.925","2.860","25.00K","-0.35%"
"09/02/2022","2.880","2.950","2.990","2.880","23.25K","0.00%"
"09/01/2022","2.880","2.980","3.005","2.880","79.00K","-4.00%"
"08/31/2022","3.000","3.085","3.085","2.955","33.40K","-0.33%"
"08/30/2022","3.010","2.980","3.040","2.950","26.39K","1.35%"
"08/29/2022","2.970","3.015","3.025","2.970","82.88K","-3.73%"
"08/26/2022","3.085","3.150","3.150","3.060","17.06K","0.49%"
"08/25/2022","3.070","3.070","3.190","3.035","46.62K","0.82%"
"08/24/2022","3.045","3.030","3.105","3.030","78.82K","-1.46%"
"08/23/2022","3.090","3.180","3.205","3.080","39.84K","-3.29%"
"08/22/2022","3.195","3.340","3.340","3.060","53.87K","-1.99%"
"08/19/2022","3.260","3.350","3.380","3.260","60.78K","-1.81%"
"08/18/2022","3.320","3.400","3.400","3.310","23.15K","-1.19%"
"08/17/2022","3.360","3.470","3.500","3.350","48.24K","-3.31%"
"08/16/2022","3.475","3.465","3.490","3.410","56.73K","-1.84%"
"08/15/2022","3.540","3.445","3.575","3.420","12.87K","2.31%"
"08/12/2022","3.460","3.565","3.600","3.450","10.69K","-2.95%"
"08/11/2022","3.565","3.580","3.610","3.560","14.95K","-1.93%"
"08/10/2022","3.635","3.600","3.635","3.550","20.60K","3.27%"
"08/09/2022","3.520","3.450","3.565","3.450","32.78K","0.57%"
"08/08/2022","3.500","3.480","3.545","3.450","46.38K","2.94%"
"08/05/2022","3.400","3.520","3.520","3.400","15.71K","-2.44%"
"08/04/2022","3.485","3.475","3.540","3.440","14.64K","-0.29%"
"08/03/2022","3.495","3.420","3.510","3.400","13.48K","2.64%"
"08/02/2022","3.405","3.490","3.490","3.405","8.03K","-1.30%"
"08/01/2022","3.450","3.475","3.500","3.440","11.35K","0.58%"
"07/29/2022","3.430","3.475","3.555","3.415","34.87K","-2.00%"
"07/28/2022","3.500","3.580","3.630","3.455","47.60K","-2.51%"
"07/27/2022","3.590","3.680","3.730","3.520","71.30K","-0.42%"
"07/26/2022","3.605","3.620","3.620","3.475","38.32K","-0.41%"
"07/25/2022","3.620","3.425","3.625","3.425","21.78K","4.93%"
"07/22/2022","3.450","3.415","3.515","3.410","7.44K","0.00%"
"07/21/2022","3.450","3.535","3.545","3.440","21.11K","-0.86%"
"07/20/2022","3.480","3.520","3.570","3.455","21.38K","-1.97%"
"07/19/2022","3.550","3.535","3.600","3.535","11.05K","0.42%"
"07/18/2022","3.535","3.590","3.640","3.500","31.07K","-2.75%"
"07/15/2022","3.635","3.530","3.640","3.530","12.86K","0.97%"
"07/14/2022","3.600","3.730","3.730","3.530","7.91K","-1.91%"
"07/13/2022","3.670","3.685","3.685","3.575","31.47K","2.95%"
"07/12/2022","3.565","3.525","3.595","3.500","31.09K","-0.14%"
"07/11/2022","3.570","3.430","3.740","3.425","469.98K","2.00%"
"07/08/2022","3.500","3.490","3.500","3.435","6.50K","1.16%"
"07/07/2022","3.460","3.430","3.485","3.410","7.15K","2.67%"
"07/06/2022","3.370","3.490","3.490","3.370","30.95K","0.00%"
"07/05/2022","3.370","3.455","3.490","3.360","32.48K","-4.26%"
"07/04/2022","3.520","3.560","3.585","3.500","8.93K","-0.85%"
"07/01/2022","3.550","3.410","3.560","3.410","14.94K","2.16%"
"06/30/2022","3.475","3.585","3.585","3.445","41.12K","-3.07%"
"06/29/2022","3.585","3.635","3.685","3.585","19.56K","-2.45%"
"06/28/2022","3.675","3.685","3.745","3.675","21.65K","0.14%"
"06/27/2022","3.670","3.750","3.790","3.625","30.82K","-2.39%"
"06/24/2022","3.760","3.685","3.770","3.665","15.61K","2.17%"
"06/23/2022","3.680","3.850","3.850","3.670","25.83K","-1.87%"
"06/22/2022","3.750","3.740","3.765","3.670","17.61K","-1.57%"
"06/21/2022","3.810","3.850","3.850","3.765","23.46K","-0.26%"
"06/20/2022","3.820","3.540","3.820","3.540","23.40K","3.24%"
"06/17/2022","3.700","3.550","3.750","3.520","37.64K","1.65%"
"06/16/2022","3.640","3.745","3.745","3.610","28.33K","-3.83%"
"06/15/2022","3.785","3.615","3.815","3.615","19.60K","3.13%"
"06/14/2022","3.670","3.610","3.725","3.610","49.81K","0.41%"
"06/13/2022","3.655","3.780","3.790","3.655","58.96K","-3.94%"
"06/10/2022","3.805","4.000","4.000","3.780","54.62K","-3.67%"
"06/09/2022","3.950","4.000","4.030","3.935","62.39K","-1.00%"
"06/08/2022","3.990","3.970","4.000","3.910","69.06K","0.50%"
"06/07/2022","3.970","3.830","3.970","3.830","45.93K","2.32%"
"06/06/2022","3.880","3.780","3.885","3.780","36.03K","2.24%"
"06/03/2022","3.795","3.800","3.845","3.795","25.52K","2.02%"
"06/02/2022","3.720","3.905","3.905","3.720","45.41K","-2.87%"
"06/01/2022","3.830","3.885","3.940","3.820","319.90K","-2.17%"
"05/31/2022","3.915","3.940","3.980","3.880","58.79K","-0.63%"
"05/30/2022","3.940","3.830","3.940","3.830","179.98K","2.87%"
"05/27/2022","3.830","3.840","3.895","3.805","43.25K","-0.13%"
"05/26/2022","3.835","3.800","3.895","3.800","20.74K","-0.90%"
"05/25/2022","3.870","3.860","3.875","3.800","22.59K","1.04%"
"05/24/2022","3.830","3.780","3.875","3.780","47.54K","-0.13%"
"05/23/2022","3.835","3.895","3.895","3.810","26.82K","0.26%"
"05/20/2022","3.825","3.795","3.845","3.780","34.22K","1.06%"
"05/19/2022","3.785","3.800","3.800","3.740","39.35K","-1.43%"
"05/18/2022","3.840","3.900","3.900","3.810","27.88K","-1.03%"
"05/17/2022","3.880","3.825","3.880","3.825","27.63K","1.57%"
"05/16/2022","3.820","3.850","3.940","3.815","66.29K","0.00%"
"05/13/2022","3.820","3.730","3.860","3.730","33.57K","0.79%"
"05/12/2022","3.790","3.750","3.860","3.720","68.57K","-1.30%"
"05/11/2022","3.840","3.700","3.870","3.700","109.29K","3.23%"
"05/10/2022","3.720","3.675","3.745","3.655","47.56K","-1.85%"
"05/09/2022","3.790","3.835","3.835","3.685","50.43K","1.20%"
"05/06/2022","3.745","3.645","3.770","3.640","60.79K","-0.53%"
"05/05/2022","3.765","3.895","3.910","3.660","112.45K","-1.05%"
"05/04/2022","3.805","3.840","3.840","3.780","56.27K","-0.13%"
"05/03/2022","3.810","3.800","3.900","3.750","120.16K","0.66%"
"05/02/2022","3.785","3.685","3.790","3.635","124.15K","6.77%"
"04/29/2022","3.545","3.600","3.600","3.535","37.65K","0.00%"
"04/28/2022","3.545","3.595","3.600","3.505","19.62K","0.71%"
"04/27/2022","3.520","3.600","3.600","3.465","24.11K","-0.56%"
"04/26/2022","3.540","3.565","3.620","3.495","46.91K","-0.70%"
"04/25/2022","3.565","3.515","3.575","3.500","40.58K","0.42%"
"04/22/2022","3.550","3.570","3.600","3.500","43.92K","-1.39%"
"04/21/2022","3.600","3.485","3.635","3.460","173.65K","4.05%"
"04/20/2022","3.460","3.495","3.495","3.415","15.45K","0.87%"
"04/19/2022","3.430","3.520","3.520","3.410","57.01K","-1.58%"
"04/14/2022","3.485","3.385","3.495","3.385","25.57K","2.20%"
"04/13/2022","3.410","3.420","3.445","3.300","48.72K","1.19%"
"04/12/2022","3.370","3.385","3.425","3.360","23.49K","-0.44%"
"04/11/2022","3.385","3.385","3.425","3.345","26.99K","1.80%"
"04/08/2022","3.325","3.370","3.400","3.320","14.21K","-0.45%"
"04/07/2022","3.340","3.300","3.395","3.300","42.29K","1.21%"
"04/06/2022","3.300","3.440","3.505","3.300","47.04K","-3.93%"
"04/05/2022","3.435","3.400","3.440","3.370","18.43K","2.84%"
"04/04/2022","3.340","3.380","3.380","3.325","43.66K","-0.60%"
"04/01/2022","3.360","3.500","3.500","3.345","45.44K","-2.04%"
"03/31/2022","3.430","3.355","3.435","3.355","35.97K","0.73%"
"03/30/2022","3.405","3.550","3.550","3.395","68.39K","-2.30%"
"03/29/2022","3.485","3.265","3.485","3.265","75.23K","5.13%"
"03/28/2022","3.315","3.330","3.350","3.280","29.69K","1.38%"
"03/25/2022","3.270","3.310","3.370","3.265","38.85K","-1.65%"
"03/24/2022","3.325","3.330","3.345","3.320","1.85K","-0.30%"
"03/23/2022","3.335","3.430","3.440","3.335","35.29K","-1.33%"
"03/22/2022","3.380","3.345","3.440","3.345","22.11K","0.30%"
"03/21/2022","3.370","3.400","3.410","3.355","18.99K","0.60%"
"03/18/2022","3.350","3.485","3.485","3.290","32.61K","1.36%"
"03/17/2022","3.305","3.400","3.520","3.300","83.76K","-3.78%"
"03/16/2022","3.435","3.365","3.450","3.285","82.07K","5.05%"
"03/15/2022","3.270","3.205","3.280","3.200","39.51K","-0.30%"
"03/14/2022","3.280","3.340","3.360","3.220","57.00K","1.08%"
"03/11/2022","3.245","3.190","3.400","3.190","98.49K","0.93%"
"03/10/2022","3.215","3.180","3.250","3.170","59.25K","-1.08%"
"03/09/2022","3.250","3.150","3.320","3.150","119.11K","3.34%"
"03/08/2022","3.145","3.155","3.235","3.060","81.48K","0.00%"
"03/07/2022","3.145","3.065","3.205","2.940","164.08K","-3.23%"
"03/04/2022","3.250","3.450","3.455","3.220","86.95K","-8.19%"
"03/03/2022","3.540","3.700","3.705","3.530","40.07K","-3.67%"
"03/02/2022","3.675","3.565","3.795","3.565","138.86K","-1.21%"
"03/01/2022","3.720","3.480","3.775","3.480","252.18K","5.68%"
"02/28/2022","3.520","3.400","3.595","3.290","168.93K","2.62%"
"02/25/2022","3.430","3.365","3.430","3.240","101.59K","3.94%"
"02/24/2022","3.300","3.360","3.520","3.215","274.65K","-8.84%"
"02/23/2022","3.620","3.575","3.670","3.575","168.37K","1.69%"
"02/22/2022","3.560","3.350","3.575","3.350","120.41K","1.71%"
"02/21/2022","3.500","3.420","3.515","3.395","103.57K","2.04%"
"02/18/2022","3.430","3.420","3.435","3.360","71.23K","-1.44%"
"02/17/2022","3.480","3.455","3.490","3.370","80.93K","-0.57%"
"02/16/2022","3.500","3.510","3.540","3.455","32.34K","0.86%"
"02/15/2022","3.470","3.360","3.485","3.350","46.21K","2.21%"
"02/14/2022","3.395","3.475","3.475","3.290","68.28K","-4.23%"
"02/11/2022","3.545","3.480","3.550","3.420","71.01K","1.43%"
"02/10/2022","3.495","3.440","3.515","3.430","144.03K","1.90%"
"02/09/2022","3.430","3.345","3.430","3.320","159.65K","3.78%"
"02/08/2022","3.305","3.300","3.350","3.265","109.02K","0.76%"
"02/07/2022","3.280","3.290","3.295","3.255","23.32K","1.86%"
"02/04/2022","3.220","3.210","3.285","3.205","49.72K","0.00%"
"02/03/2022","3.220","3.210","3.250","3.200","26.88K","0.31%"
"02/02/2022","3.210","3.295","3.300","3.200","51.14K","-0.93%"
"02/01/2022","3.240","3.200","3.250","3.200","33.24K","1.57%"
"01/31/2022","3.190","3.195","3.200","3.125","34.95K","0.31%"
"01/28/2022","3.180","3.235","3.235","3.100","54.07K","-0.47%"
"01/27/2022","3.195","3.150","3.245","3.150","69.32K","0.16%"
"01/26/2022","3.190","3.140","3.230","3.140","38.31K","1.59%"
"01/25/2022","3.140","3.065","3.160","3.065","31.82K","1.78%"
"01/24/2022","3.085","3.120","3.140","3.065","76.28K","-2.53%"
"01/21/2022","3.165","3.160","3.200","3.120","55.78K","0.00%"
"01/20/2022","3.165","3.205","3.240","3.165","35.68K","-1.56%"
"01/19/2022","3.215","3.250","3.305","3.200","78.72K","-2.72%"
"01/18/2022","3.305","3.310","3.310","3.260","33.32K","-0.60%"
"01/17/2022","3.325","3.345","3.375","3.310","49.02K","0.15%"
"01/14/2022","3.320","3.290","3.320","3.255","57.75K","0.76%"
"01/13/2022","3.295","3.310","3.340","3.295","20.72K","-1.35%"
"01/12/2022","3.340","3.320","3.350","3.290","99.83K","1.52%"
"01/11/2022","3.290","3.320","3.320","3.280","45.73K","0.92%"
"01/10/2022","3.260","3.290","3.340","3.255","134.73K","0.15%"
"01/07/2022","3.255","3.295","3.295","3.210","34.33K","-0.31%"
"01/06/2022","3.265","3.260","3.300","3.215","25.48K","-0.15%"
"01/05/2022","3.270","3.280","3.280","3.210","39.36K","0.00%"
"01/04/2022","3.270","3.225","3.280","3.190","60.51K","3.32%"
"01/03/2022","3.165","3.150","3.185","3.100","69.89K","4.11%"
"12/30/2021","3.040","2.975","3.075","2.975","45.28K","1.33%"
"12/29/2021","3.000","3.095","3.140","2.995","98.32K","-2.28%"
"12/28/2021","3.070","3.055","3.100","3.045","50.35K","-0.65%"
"12/27/2021","3.090","3.150","3.150","3.080","48.33K","0.49%"
"12/23/2021","3.075","3.055","3.195","3.050","95.24K","-1.76%"
"12/22/2021","3.130","2.975","3.145","2.920","155.83K","4.33%"
"12/21/2021","3.000","2.850","3.020","2.850","69.68K","2.92%"
"12/20/2021","2.915","2.870","2.970","2.820","48.15K","-1.85%"
"12/17/2021","2.970","3.000","3.000","2.870","37.25K","1.54%"
"12/16/2021","2.925","2.910","2.965","2.910","34.19K","0.00%"
"12/15/2021","2.925","2.910","2.995","2.900","52.93K","-1.02%"
"12/14/2021","2.955","2.930","2.995","2.930","41.36K","0.68%"
"12/13/2021","2.935","3.020","3.040","2.935","48.93K","-5.32%"
"12/10/2021","3.100","3.025","3.100","2.965","74.15K","2.48%"
"12/09/2021","3.025","3.160","3.160","3.025","29.42K","-3.51%"
"12/08/2021","3.135","3.100","3.160","3.025","87.79K","1.13%"
"12/07/2021","3.100","3.080","3.100","3.035","57.56K","2.14%"
"12/06/2021","3.035","3.100","3.100","2.980","154.76K","-5.01%"
"12/03/2021","3.195","3.005","3.195","2.925","80.38K","8.31%"
"12/02/2021","2.950","2.955","3.040","2.950","39.00K","-4.68%"
"12/01/2021","3.095","2.910","3.095","2.895","72.49K","8.22%"
"11/30/2021","2.860","2.870","2.950","2.860","51.20K","-2.72%"
"11/29/2021","2.940","2.970","3.010","2.900","73.33K","0.68%"
"11/26/2021","2.920","3.015","3.015","2.910","119.40K","-5.19%"
"11/25/2021","3.080","3.015","3.110","3.015","24.36K","2.16%"
"11/24/2021","3.015","3.025","3.050","2.990","38.08K","-0.50%"
"11/23/2021","3.030","3.050","3.070","2.975","44.41K","1.68%"
"11/22/2021","2.980","3.000","3.075","2.960","59.65K","-1.97%"
"11/19/2021","3.040","3.195","3.195","2.960","254.57K","-3.80%"
"11/18/2021","3.160","3.240","3.240","3.130","59.57K","1.12%"
"11/17/2021","3.125","3.200","3.220","3.125","61.94K","-2.65%"
"11/16/2021","3.210","3.205","3.275","3.200","32.10K","-0.77%"
"11/15/2021","3.235","3.200","3.295","3.180","48.97K","-1.07%"
"11/12/2021","3.270","3.390","3.400","3.210","50.00K","-1.80%"
"11/11/2021","3.330","3.345","3.370","3.270","39.55K","-1.62%"
"11/10/2021","3.385","3.400","3.405","3.355","45.71K","-0.44%"
"11/09/2021","3.400","3.345","3.400","3.345","70.35K","2.56%"
"11/08/2021","3.315","3.380","3.380","3.275","71.31K","-1.04%"
"11/05/2021","3.350","3.140","3.350","3.130","210.55K","6.35%"
"11/04/2021","3.150","3.145","3.250","3.145","286.76K","-1.25%"
"11/03/2021","3.190","3.130","3.300","3.130","58.55K","0.47%"
"11/02/2021","3.175","3.185","3.195","3.105","52.28K","-0.31%"
"11/01/2021","3.185","3.090","3.185","3.090","29.66K","1.76%"
"10/29/2021","3.130","3.095","3.185","3.095","40.35K","1.79%"
"10/28/2021","3.075","3.120","3.130","3.040","102.99K","-0.16%"
"10/27/2021","3.080","3.200","3.200","3.035","185.61K","-4.50%"
"10/26/2021","3.225","3.240","3.245","3.185","17.49K","0.78%"
"10/25/2021","3.200","3.230","3.230","3.140","52.14K","0.00%"
"10/22/2021","3.200","3.365","3.365","3.150","131.65K","-4.62%"
"10/21/2021","3.355","3.350","3.370","3.340","31.40K","-0.89%"
"10/20/2021","3.385","3.320","3.400","3.310","87.28K","2.58%"
"10/19/2021","3.300","3.360","3.360","3.300","19.60K","-0.60%"
"10/18/2021","3.320","3.300","3.345","3.290","38.27K","0.15%"
"10/15/2021","3.315","3.310","3.340","3.270","55.43K","-0.30%"
"10/14/2021","3.325","3.380","3.380","3.315","44.18K","0.00%"
"10/13/2021","3.325","3.320","3.380","3.305","38.93K","-0.45%"
"10/12/2021","3.340","3.300","3.375","3.250","69.20K","0.75%"
"10/11/2021","3.315","3.320","3.345","3.290","35.05K","-1.04%"
"10/08/2021","3.350","3.395","3.395","3.345","47.24K","0.30%"
"10/07/2021","3.340","3.390","3.390","3.330","33.38K","-0.30%"
"10/06/2021","3.350","3.350","3.410","3.335","63.55K","-2.19%"
"10/05/2021","3.425","3.355","3.425","3.305","95.07K","2.09%"
"10/04/2021","3.355","3.370","3.460","3.340","72.54K","-1.32%"
"10/01/2021","3.400","3.335","3.420","3.275","144.91K","0.44%"
"09/30/2021","3.385","3.560","3.620","3.360","181.65K","-3.29%"
"09/29/2021","3.500","3.410","3.520","3.360","61.74K","1.74%"
"09/28/2021","3.440","3.330","3.490","3.315","272.85K","4.08%"
"09/27/2021","3.305","3.330","3.335","3.280","106.40K","1.23%"
"09/24/2021","3.265","3.295","3.320","3.260","40.16K","-0.76%"
"09/23/2021","3.290","3.250","3.320","3.250","63.64K","1.54%"
"09/22/2021","3.240","3.185","3.260","3.185","112.07K","2.53%"
"09/21/2021","3.160","3.205","3.260","3.130","570.33K","-3.51%"
"09/20/2021","3.275","3.300","3.370","3.200","190.88K","-3.96%"
"09/17/2021","3.410","3.380","3.490","3.370","60.44K","0.29%"
"09/16/2021","3.400","3.355","3.450","3.355","31.11K","0.44%"
"09/15/2021","3.385","3.455","3.520","3.335","38.09K","-2.17%"
"09/14/2021","3.460","3.480","3.540","3.460","38.34K","-1.00%"
"09/13/2021","3.495","3.455","3.540","3.450","22.13K","-0.43%"
"09/10/2021","3.510","3.550","3.580","3.495","16.39K","-0.28%"
"09/09/2021","3.520","3.545","3.550","3.480","31.46K","-0.56%"
"09/08/2021","3.540","3.530","3.665","3.505","43.46K","0.97%"
"09/07/2021","3.506","3.569","3.632","3.409","38.58K","-3.34%"
"09/06/2021","3.627","3.584","3.632","3.525","9.44K","0.13%"
"09/03/2021","3.622","3.622","3.642","3.496","23.70K","-0.27%"
"09/02/2021","3.632","3.622","3.632","3.622","6.42K","-0.13%"
"09/01/2021","3.637","3.579","3.651","3.579","10.85K","0.40%"
"08/31/2021","3.622","3.671","3.671","3.622","26.73K","-0.27%"
"08/30/2021","3.632","3.564","3.661","3.564","4.57K","0.00%"
"08/27/2021","3.632","3.525","3.661","3.525","68.02K","2.46%"
"08/26/2021","3.545","3.574","3.661","3.506","18.21K","-2.53%"
"08/25/2021","3.637","3.574","3.637","3.574","7.44K","0.00%"
"08/24/2021","3.637","3.535","3.651","3.535","12.33K","0.13%"
"08/23/2021","3.632","3.535","3.632","3.535","7.49K","2.74%"
"08/20/2021","3.535","3.506","3.540","3.487","13.73K","1.25%"
"08/19/2021","3.492","3.642","3.642","3.492","8.64K","-3.87%"
"08/18/2021","3.632","3.545","3.632","3.545","6.25K","1.08%"
"08/17/2021","3.593","3.593","3.603","3.564","5.90K","0.13%"
"08/16/2021","3.588","3.593","3.724","3.569","10.37K","-0.13%"
"08/13/2021","3.593","3.666","3.676","3.593","7.30K","-1.20%"
"08/12/2021","3.637","3.680","3.748","3.637","9.88K","-1.18%"
"08/11/2021","3.680","3.588","3.680","3.588","15.04K","2.56%"
"08/10/2021","3.588","3.680","3.680","3.588","12.93K","-1.20%"
"08/09/2021","3.632","3.564","3.632","3.564","14.45K","0.00%"
"08/06/2021","3.632","3.588","3.632","3.569","2.71K","0.81%"
"08/05/2021","3.603","3.593","3.632","3.525","20.69K","1.22%"
"08/04/2021","3.559","3.506","3.584","3.506","1.87K","0.41%"
"08/03/2021","3.545","3.506","3.613","3.506","9.85K","-0.95%"
"08/02/2021","3.579","3.579","3.622","3.545","7.37K","1.93%"
"07/30/2021","3.511","3.632","3.632","3.501","6.05K","-2.29%"
"07/29/2021","3.593","3.632","3.632","3.511","9.35K","-0.13%"
"07/28/2021","3.598","3.516","3.598","3.506","14.42K","2.91%"
"07/27/2021","3.496","3.559","3.559","3.487","22.00K","-2.43%"
"07/26/2021","3.584","3.506","3.661","3.506","22.55K","-1.73%"
"07/23/2021","3.646","3.632","3.729","3.511","60.61K","4.29%"
"07/22/2021","3.496","3.642","3.642","3.496","24.11K","-2.43%"
"07/21/2021","3.584","3.458","3.622","3.453","59.79K","6.02%"
"07/20/2021","3.380","3.361","3.433","3.361","24.17K","2.35%"
"07/19/2021","3.303","3.569","3.569","3.293","41.96K","-4.21%"
"07/16/2021","3.448","3.443","3.540","3.443","15.36K","0.14%"
"07/15/2021","3.443","3.550","3.584","3.443","44.35K","-3.66%"
"07/14/2021","3.574","3.579","3.579","3.535","12.66K","-0.14%"
"07/13/2021","3.579","3.458","3.613","3.438","45.92K","4.08%"
"07/12/2021","3.438","3.400","3.496","3.400","35.53K","-0.56%"
"07/09/2021","3.458","3.559","3.559","3.458","18.22K","-2.86%"
"07/08/2021","3.559","3.414","3.559","3.390","42.68K","3.81%"
"07/07/2021","3.429","3.525","3.584","3.419","37.84K","-1.94%"
"07/06/2021","3.496","3.603","3.617","3.496","28.59K","-1.77%"
"07/05/2021","3.559","3.496","3.603","3.492","24.00K","0.27%"
"07/02/2021","3.550","3.574","3.613","3.477","25.42K","0.27%"
"07/01/2021","3.540","3.511","3.579","3.443","71.64K","4.13%"
"06/30/2021","3.400","3.400","3.424","3.341","70.08K","0.29%"
"06/29/2021","3.390","3.540","3.584","3.390","102.97K","-3.85%"
"06/28/2021","3.525","3.680","3.680","3.496","55.94K","-3.83%"
"06/25/2021","3.666","3.690","3.724","3.632","185.24K","-0.39%"
"06/24/2021","3.680","3.627","3.734","3.627","17.94K","-1.17%"
"06/23/2021","3.724","3.671","3.743","3.627","36.07K","2.12%"
"06/22/2021","3.646","3.724","3.748","3.646","20.13K","-1.57%"
"06/21/2021","3.705","3.700","3.782","3.642","56.78K","-0.91%"
"06/18/2021","3.739","3.739","3.835","3.695","51.48K","-0.13%"
"06/17/2021","3.743","3.840","3.840","3.739","23.97K","-0.77%"
"06/16/2021","3.772","3.797","3.806","3.734","54.62K","-0.26%"
"06/15/2021","3.782","3.893","3.893","3.777","52.93K","-1.39%"
"06/14/2021","3.835","3.845","3.903","3.806","33.95K","-0.38%"
"06/11/2021","3.850","3.806","3.850","3.806","24.28K","0.25%"
"06/10/2021","3.840","3.879","3.879","3.801","35.73K","-1.00%"
"06/09/2021","3.879","3.864","3.937","3.864","73.22K","0.38%"
"06/08/2021","3.864","3.864","3.874","3.821","30.65K","1.01%"
"06/07/2021","3.826","3.864","3.893","3.821","17.75K","-2.23%"
"06/04/2021","3.913","3.821","3.913","3.821","24.00K","2.02%"
"06/03/2021","3.835","3.918","3.918","3.826","32.64K","-0.13%"
"06/02/2021","3.840","3.874","3.908","3.816","60.76K","0.00%"
"06/01/2021","3.840","3.874","3.874","3.811","21.50K","-0.63%"
"05/31/2021","3.864","3.855","3.879","3.806","30.64K","2.31%"
"05/28/2021","3.777","3.826","3.889","3.777","36.93K","-2.50%"
"05/27/2021","3.874","3.826","3.961","3.826","128.73K","0.00%"
"05/26/2021","3.874","3.893","3.893","3.777","50.38K","0.13%"
"05/25/2021","3.869","3.772","3.913","3.772","195.89K","3.23%"
"05/24/2021","3.748","3.835","3.835","3.729","39.82K","0.39%"
"05/21/2021","3.734","3.797","3.797","3.734","56.65K","-0.39%"
"05/20/2021","3.748","3.797","3.797","3.739","50.41K","-0.77%"
"05/19/2021","3.777","3.874","3.874","3.739","90.82K","-1.27%"
"05/18/2021","3.826","3.884","3.884","3.743","39.86K","-1.00%"
"05/17/2021","3.864","3.734","3.913","3.724","134.84K","3.10%"
"05/14/2021","3.748","3.632","3.787","3.603","101.30K","3.20%"
"05/13/2021","3.632","3.690","3.729","3.603","147.87K","-2.60%"
"05/12/2021","3.729","3.787","3.869","3.729","206.73K","-1.53%"
"05/11/2021","3.787","3.874","3.893","3.787","58.32K","-3.34%"
"05/10/2021","3.918","3.937","3.961","3.874","92.64K","1.38%"
"05/07/2021","3.864","3.845","3.864","3.719","75.58K","3.23%"
"05/06/2021","3.743","3.777","3.821","3.734","57.73K","-1.78%"
"05/05/2021","3.811","3.821","3.845","3.777","45.36K","0.90%"
"05/04/2021","3.777","3.874","4.068","3.753","167.49K","-1.27%"
"05/03/2021","3.826","3.797","3.889","3.690","110.06K","0.13%"
"04/30/2021","3.821","3.855","3.971","3.821","73.39K","-1.50%"
"04/29/2021","3.879","4.010","4.063","3.855","73.32K","-3.03%"
"04/28/2021","4.000","3.869","4.044","3.816","199.66K","4.03%"
"04/27/2021","3.845","3.806","3.855","3.695","154.92K","1.02%"
"04/26/2021","3.806","3.690","3.806","3.651","47.22K","2.34%"
"04/23/2021","3.719","3.748","3.748","3.646","29.89K","0.66%"
"04/22/2021","3.695","3.695","3.695","3.632","26.64K","0.00%"
"04/21/2021","3.695","3.637","3.739","3.574","111.78K","1.73%"
"04/20/2021","3.632","3.772","3.772","3.632","72.88K","-3.47%"
"04/19/2021","3.763","3.729","3.821","3.719","70.01K","1.30%"
"04/16/2021","3.714","3.671","3.719","3.608","80.95K","2.27%"
"04/15/2021","3.632","3.729","3.816","3.622","123.85K","-3.23%"
"04/14/2021","3.753","3.777","3.777","3.700","68.02K","0.65%"
"04/13/2021","3.729","3.719","3.864","3.705","67.81K","-3.75%"
"04/12/2021","3.874","3.729","3.874","3.680","48.40K","2.17%"
"04/09/2021","3.792","3.937","3.937","3.792","41.33K","-1.88%"
"04/08/2021","3.864","3.937","3.937","3.835","68.97K","-1.85%"
"04/07/2021","3.937","3.869","3.937","3.845","74.77K","3.17%"
"04/06/2021","3.816","3.724","3.864","3.724","54.22K","1.94%"
"04/01/2021","3.743","3.777","3.777","3.690","31.32K","1.71%"
"03/31/2021","3.680","3.680","3.806","3.651","108.69K","-2.56%"
"03/30/2021","3.777","3.729","3.801","3.705","81.89K","2.63%"
"03/29/2021","3.680","3.806","3.806","3.646","82.54K","2.70%"
"03/26/2021","3.584","3.680","3.685","3.584","51.07K","-2.12%"
"03/25/2021","3.661","3.845","3.845","3.584","90.24K","-3.32%"
"03/24/2021","3.787","3.540","3.850","3.501","137.53K","3.85%"
"03/23/2021","3.646","3.705","3.772","3.608","104.43K","-2.84%"
"03/22/2021","3.753","3.923","3.927","3.753","103.91K","-3.49%"
