"Date","Price","Open","High","Low","Change %"
"06/16/2006","4.799","4.799","4.799","4.799","-0.27%"
"06/15/2006","4.812","4.812","4.812","4.812","-1.39%"
"06/14/2006","4.880","4.880","4.880","4.880","-0.04%"
"06/13/2006","4.882","4.882","4.882","4.882","0.23%"
"06/12/2006","4.871","4.871","4.871","4.871","0.52%"
"06/09/2006","4.846","4.846","4.846","4.846","0.17%"
"06/08/2006","4.838","4.838","4.838","4.838","0.00%"
"06/07/2006","4.838","4.838","4.838","4.838","0.50%"
"06/06/2006","4.814","4.814","4.814","4.814","0.44%"
"06/05/2006","4.793","4.793","4.793","4.793","-0.02%"
"06/02/2006","4.794","4.794","4.794","4.794","-0.48%"
"06/01/2006","4.817","4.817","4.817","4.817","0.31%"
"05/31/2006","4.802","4.802","4.802","4.802","0.08%"
"05/30/2006","4.798","4.798","4.798","4.798","-0.33%"
"05/26/2006","4.814","4.814","4.814","4.814","0.17%"
"05/25/2006","4.806","4.806","4.806","4.806","-0.23%"
"05/24/2006","4.817","4.817","4.817","4.817","0.38%"
"05/23/2006","4.799","4.799","4.799","4.799","0.23%"
"05/22/2006","4.788","4.788","4.788","4.788","-0.46%"
"05/19/2006","4.810","4.810","4.810","4.810","0.19%"
"05/18/2006","4.801","4.801","4.801","4.801","-0.33%"
"05/17/2006","4.817","4.817","4.817","4.817","-0.54%"
"05/16/2006","4.843","4.843","4.843","4.843","0.92%"
"05/15/2006","4.799","4.799","4.799","4.799","0.42%"
"05/12/2006","4.779","4.779","4.779","4.779","-0.56%"
"05/11/2006","4.806","4.806","4.806","4.806","-0.99%"
"05/10/2006","4.854","4.854","4.854","4.854","0.00%"
"05/09/2006","4.854","4.854","4.854","4.854","1.15%"
"05/08/2006","4.799","4.799","4.799","4.799","0.42%"
"05/05/2006","4.779","4.779","4.779","4.779","-0.15%"
"05/04/2006","4.786","4.786","4.786","4.786","-0.23%"
"05/03/2006","4.797","4.797","4.797","4.797","0.50%"
"05/02/2006","4.773","4.773","4.773","4.773","0.44%"
"05/01/2006","4.752","4.752","4.752","4.752","-0.13%"
"04/28/2006","4.758","4.758","4.758","4.758","-0.25%"
"04/27/2006","4.770","4.770","4.770","4.770","0.21%"
"04/26/2006","4.760","4.760","4.760","4.760","0.32%"
"04/25/2006","4.745","4.745","4.745","4.745","0.40%"
"04/24/2006","4.726","4.726","4.726","4.726","0.42%"
"04/21/2006","4.706","4.706","4.706","4.706","0.19%"
"04/20/2006","4.697","4.697","4.697","4.697","-0.13%"
"04/19/2006","4.703","4.703","4.703","4.703","0.28%"
"04/18/2006","4.690","4.690","4.690","4.690","0.24%"
"04/17/2006","4.679","4.679","4.679","4.679","0.09%"
"04/13/2006","4.675","4.675","4.675","4.675","-0.04%"
"04/12/2006","4.677","4.677","4.677","4.677","0.00%"
"04/11/2006","4.677","4.677","4.677","4.677","0.17%"
"04/10/2006","4.669","4.669","4.669","4.669","0.21%"
"04/07/2006","4.659","4.659","4.659","4.659","0.06%"
"04/06/2006","4.656","4.656","4.656","4.656","0.00%"
"04/05/2006","4.656","4.656","4.656","4.656","0.11%"
"04/04/2006","4.651","4.651","4.651","4.651","1.17%"
"04/03/2006","4.597","4.597","4.597","4.597","0.11%"
"03/31/2006","4.592","4.592","4.592","4.592","-0.04%"
"03/30/2006","4.594","4.594","4.594","4.594","-0.11%"
"03/29/2006","4.599","4.599","4.599","4.599","-0.35%"
"03/28/2006","4.615","4.615","4.615","4.615","0.28%"
"03/27/2006","4.602","4.602","4.602","4.602","-0.56%"
"03/24/2006","4.628","4.628","4.628","4.628","-0.60%"
"03/23/2006","4.656","4.656","4.656","4.656","-0.45%"
"03/22/2006","4.677","4.677","4.677","4.677","0.56%"
"03/21/2006","4.651","4.651","4.651","4.651","0.74%"
"03/20/2006","4.617","4.617","4.617","4.617","0.44%"
"03/17/2006","4.597","4.597","4.597","4.597","0.20%"
"03/16/2006","4.588","4.588","4.588","4.588","0.20%"
"03/15/2006","4.579","4.579","4.579","4.579","0.11%"
"03/14/2006","4.574","4.574","4.574","4.574","-0.26%"
"03/13/2006","4.586","4.586","4.586","4.586","0.33%"
"03/10/2006","4.571","4.571","4.571","4.571","0.31%"
"03/09/2006","4.557","4.557","4.557","4.557","-0.37%"
"03/08/2006","4.574","4.574","4.574","4.574","-0.33%"
"03/07/2006","4.589","4.589","4.589","4.589","0.64%"
"03/06/2006","4.560","4.560","4.560","4.560","-0.70%"
"03/03/2006","4.592","4.592","4.592","4.592","-0.04%"
"03/02/2006","4.594","4.594","4.594","4.594","0.00%"
"03/01/2006","4.594","4.594","4.594","4.594","-0.17%"
"02/28/2006","4.602","4.602","4.602","4.602","0.35%"
"02/27/2006","4.586","4.586","4.586","4.586","0.22%"
"02/24/2006","4.576","4.576","4.576","4.576","0.42%"
"02/23/2006","4.557","4.557","4.557","4.557","-0.02%"
"02/22/2006","4.558","4.558","4.558","4.558","0.53%"
"02/21/2006","4.534","4.534","4.534","4.534","0.11%"
"02/17/2006","4.529","4.529","4.529","4.529","-0.04%"
"02/16/2006","4.531","4.531","4.531","4.531","-0.13%"
"02/15/2006","4.537","4.537","4.537","4.537","-0.11%"
"02/14/2006","4.542","4.542","4.542","4.542","0.40%"
"02/13/2006","4.524","4.524","4.524","4.524","0.56%"
"02/10/2006","4.499","4.499","4.499","4.499","0.20%"
"02/09/2006","4.490","4.490","4.490","4.490","0.11%"
"02/08/2006","4.485","4.485","4.485","4.485","0.45%"
"02/07/2006","4.465","4.465","4.465","4.465","0.43%"
"02/06/2006","4.446","4.446","4.446","4.446","-0.13%"
"02/03/2006","4.452","4.452","4.452","4.452","-0.04%"
"02/02/2006","4.454","4.454","4.454","4.454","0.11%"
"02/01/2006","4.449","4.449","4.449","4.449","-0.11%"
"01/31/2006","4.454","4.454","4.454","4.454","0.41%"
"01/30/2006","4.436","4.436","4.436","4.436","0.34%"
"01/27/2006","4.421","4.421","4.421","4.421","0.20%"
"01/26/2006","4.412","4.412","4.412","4.412","0.34%"
"01/25/2006","4.397","4.397","4.397","4.397","1.13%"
"01/24/2006","4.348","4.348","4.348","4.348","0.35%"
"01/23/2006","4.333","4.333","4.333","4.333","-0.12%"
"01/20/2006","4.338","4.338","4.338","4.338","0.21%"
"01/19/2006","4.329","4.329","4.329","4.329","0.16%"
"01/18/2006","4.322","4.322","4.322","4.322","0.14%"
"01/17/2006","4.316","4.316","4.316","4.316","0.47%"
"01/13/2006","4.296","4.296","4.296","4.296","0.19%"
"01/12/2006","4.288","4.288","4.288","4.288","0.12%"
"01/11/2006","4.283","4.283","4.283","4.283","1.64%"
"01/10/2006","4.214","4.214","4.214","4.214","0.38%"
"01/09/2006","4.198","4.198","4.198","4.198","0.24%"
"01/06/2006","4.188","4.188","4.188","4.188","0.46%"
"01/05/2006","4.169","4.169","4.169","4.169","1.31%"
"01/04/2006","4.115","4.115","4.115","4.115","1.16%"
"01/03/2006","4.068","4.068","4.068","4.068","1.78%"
"12/30/2005","3.997","3.997","3.997","3.997","1.94%"
"12/29/2005","3.921","3.921","3.921","3.921","-0.41%"
"12/28/2005","3.937","3.937","3.937","3.937","-0.71%"
"12/27/2005","3.965","3.965","3.965","3.965","-0.40%"
"12/23/2005","3.981","3.981","3.981","3.981","0.61%"
"12/22/2005","3.957","3.957","3.957","3.957","-0.28%"
"12/21/2005","3.968","3.968","3.968","3.968","0.13%"
"12/20/2005","3.963","3.963","3.963","3.963","1.25%"
"12/19/2005","3.914","3.914","3.914","3.914","0.13%"
"12/16/2005","3.909","3.909","3.909","3.909","1.43%"
"12/15/2005","3.854","3.854","3.854","3.854","-0.67%"
"12/14/2005","3.880","3.880","3.880","3.880","-0.39%"
"12/13/2005","3.895","3.895","3.895","3.895","-2.04%"
"12/05/2005","3.976","3.976","3.976","3.976","0.25%"
"12/02/2005","3.966","3.966","3.966","3.966","0.76%"
"12/01/2005","3.936","3.936","3.936","3.936","-0.03%"
"11/30/2005","3.937","3.937","3.937","3.937","0.33%"
"11/29/2005","3.924","3.924","3.924","3.924","0.26%"
"11/28/2005","3.914","3.914","3.914","3.914","-0.53%"
"11/25/2005","3.935","3.935","3.935","3.935","0.64%"
"11/23/2005","3.910","3.910","3.910","3.910","0.51%"
"11/22/2005","3.890","3.890","3.890","3.890","-1.92%"
"11/21/2005","3.966","3.966","3.966","3.966","-0.78%"
"11/18/2005","3.997","3.997","3.997","3.997","0.23%"
"11/17/2005","3.988","3.988","3.988","3.988","-0.15%"
"11/16/2005","3.994","3.994","3.994","3.994","0.45%"
"11/15/2005","3.976","3.976","3.976","3.976","0.66%"
"11/14/2005","3.950","3.950","3.950","3.950","-0.15%"
"11/11/2005","3.956","3.956","3.956","3.956","0.28%"
"11/10/2005","3.945","3.945","3.945","3.945","-0.05%"
"11/09/2005","3.947","3.947","3.947","3.947","0.84%"
"11/08/2005","3.914","3.914","3.914","3.914","0.13%"
"11/07/2005","3.909","3.909","3.909","3.909","-0.41%"
"11/04/2005","3.925","3.925","3.925","3.925","0.38%"
"11/03/2005","3.910","3.910","3.910","3.910","-0.15%"
"11/02/2005","3.916","3.916","3.916","3.916","0.72%"
"11/01/2005","3.888","3.888","3.888","3.888","0.54%"
"10/31/2005","3.867","3.867","3.867","3.867","-0.28%"
"10/28/2005","3.878","3.878","3.878","3.878","0.10%"
"10/27/2005","3.874","3.874","3.874","3.874","-0.28%"
"10/26/2005","3.885","3.885","3.885","3.885","0.99%"
"10/25/2005","3.847","3.847","3.847","3.847","-0.29%"
"10/24/2005","3.858","3.858","3.858","3.858","0.10%"
"10/21/2005","3.854","3.854","3.854","3.854","0.13%"
"10/20/2005","3.849","3.849","3.849","3.849","0.68%"
"10/19/2005","3.823","3.823","3.823","3.823","-0.39%"
"10/18/2005","3.838","3.838","3.838","3.838","1.83%"
"10/17/2005","3.769","3.769","3.769","3.769","1.10%"
"10/14/2005","3.728","3.728","3.728","3.728","0.78%"
"10/13/2005","3.699","3.699","3.699","3.699","1.48%"
"10/12/2005","3.645","3.645","3.645","3.645","1.14%"
"10/11/2005","3.604","3.604","3.604","3.604","-0.44%"
"10/10/2005","3.620","3.620","3.620","3.620","2.35%"
"10/07/2005","3.537","3.537","3.537","3.537","-0.34%"
"10/06/2005","3.549","3.549","3.549","3.549","0.14%"
"10/05/2005","3.544","3.544","3.544","3.544","-0.53%"
"10/04/2005","3.563","3.563","3.563","3.563","1.02%"
"10/03/2005","3.527","3.527","3.527","3.527","0.26%"
"09/30/2005","3.518","3.518","3.518","3.518","2.24%"
"09/29/2005","3.441","3.441","3.441","3.441","0.00%"
"09/28/2005","3.441","3.441","3.441","3.441","-0.89%"
"09/27/2005","3.472","3.472","3.472","3.472","0.20%"
"09/26/2005","3.465","3.465","3.465","3.465","0.43%"
"09/23/2005","3.450","3.450","3.450","3.450","2.74%"
"09/22/2005","3.358","3.358","3.358","3.358","-0.18%"
"09/21/2005","3.364","3.364","3.364","3.364","-4.62%"
"09/20/2005","3.527","3.527","3.527","3.527","1.32%"
"09/19/2005","3.481","3.481","3.481","3.481","1.52%"
"09/16/2005","3.429","3.429","3.429","3.429","1.48%"
"09/15/2005","3.379","3.379","3.379","3.379","-0.62%"
"09/14/2005","3.400","3.400","3.400","3.400","-1.79%"
"09/13/2005","3.462","3.462","3.462","3.462","-0.23%"
"09/12/2005","3.470","3.470","3.470","3.470","0.58%"
"09/09/2005","3.450","3.450","3.450","3.450","-0.03%"
"09/08/2005","3.451","3.451","3.451","3.451","0.29%"
"09/07/2005","3.441","3.441","3.441","3.441","-0.23%"
"09/06/2005","3.449","3.449","3.449","3.449","1.20%"
"09/02/2005","3.408","3.408","3.408","3.408","-0.20%"
"09/01/2005","3.415","3.415","3.415","3.415","-2.51%"
"08/31/2005","3.503","3.503","3.503","3.503","-1.43%"
"08/30/2005","3.554","3.554","3.554","3.554","0.62%"
"08/29/2005","3.532","3.532","3.532","3.532","0.71%"
"08/26/2005","3.507","3.507","3.507","3.507","0.57%"
"08/25/2005","3.487","3.487","3.487","3.487","-0.17%"
"08/24/2005","3.493","3.493","3.493","3.493","-0.37%"
"08/23/2005","3.506","3.506","3.506","3.506","0.43%"
"08/22/2005","3.491","3.491","3.491","3.491","0.75%"
"08/19/2005","3.465","3.465","3.465","3.465","-0.03%"
"08/18/2005","3.466","3.466","3.466","3.466","-1.06%"
"08/17/2005","3.503","3.503","3.503","3.503","0.20%"
"08/16/2005","3.496","3.496","3.496","3.496","0.43%"
"08/15/2005","3.481","3.481","3.481","3.481","-0.14%"
"08/12/2005","3.486","3.486","3.486","3.486","2.86%"
"08/11/2005","3.389","3.389","3.389","3.389","0.15%"
"08/10/2005","3.384","3.384","3.384","3.384","-3.34%"
"08/09/2005","3.501","3.501","3.501","3.501","0.14%"
"08/08/2005","3.496","3.496","3.496","3.496","1.19%"
"08/05/2005","3.455","3.455","3.455","3.455","0.41%"
"08/04/2005","3.441","3.441","3.441","3.441","0.00%"
"08/03/2005","3.441","3.441","3.441","3.441","0.50%"
"08/02/2005","3.424","3.424","3.424","3.424","0.91%"
"08/01/2005","3.393","3.393","3.393","3.393","0.12%"
"07/29/2005","3.389","3.389","3.389","3.389","0.92%"
"07/28/2005","3.358","3.358","3.358","3.358","-0.77%"
"07/27/2005","3.384","3.384","3.384","3.384","-0.41%"
"07/26/2005","3.398","3.398","3.398","3.398","1.07%"
"07/25/2005","3.362","3.362","3.362","3.362","0.75%"
"07/22/2005","3.337","3.337","3.337","3.337","1.40%"
"07/21/2005","3.291","3.291","3.291","3.291","-0.03%"
"07/20/2005","3.292","3.292","3.292","3.292","0.70%"
"07/19/2005","3.269","3.269","3.269","3.269","0.93%"
"07/18/2005","3.239","3.239","3.239","3.239","0.97%"
"07/15/2005","3.208","3.208","3.208","3.208","0.12%"
"07/14/2005","3.204","3.204","3.204","3.204","0.31%"
"07/13/2005","3.194","3.194","3.194","3.194","1.04%"
"07/12/2005","3.161","3.161","3.161","3.161","0.32%"
"07/11/2005","3.151","3.151","3.151","3.151","0.48%"
"07/08/2005","3.136","3.136","3.136","3.136","1.49%"
"07/07/2005","3.090","3.090","3.090","3.090","-2.25%"
"07/06/2005","3.161","3.161","3.161","3.161","0.32%"
"07/05/2005","3.151","3.151","3.151","3.151","1.32%"
"07/01/2005","3.110","3.110","3.110","3.110","0.29%"
"06/30/2005","3.101","3.101","3.101","3.101","-0.48%"
"06/29/2005","3.116","3.116","3.116","3.116","0.19%"
"06/28/2005","3.110","3.110","3.110","3.110","1.34%"
"06/27/2005","3.069","3.069","3.069","3.069","0.49%"
"06/24/2005","3.054","3.054","3.054","3.054","1.36%"
"06/23/2005","3.013","3.013","3.013","3.013","0.17%"
"06/22/2005","3.008","3.008","3.008","3.008","0.74%"
"06/21/2005","2.986","2.986","2.986","2.986","0.67%"
"06/20/2005","2.966","2.966","2.966","2.966","0.68%"
"06/17/2005","2.946","2.946","2.946","2.946","0.17%"
"06/16/2005","2.941","2.941","2.941","2.941","-1.41%"
"06/15/2005","2.983","2.983","2.983","2.983","-0.10%"
"06/14/2005","2.986","2.986","2.986","2.986","0.00%"
"06/13/2005","2.986","2.986","2.986","2.986","0.34%"
"06/10/2005","2.976","2.976","2.976","2.976","-0.03%"
"06/09/2005","2.977","2.977","2.977","2.977","-1.03%"
"06/08/2005","3.008","3.008","3.008","3.008","0.33%"
"06/07/2005","2.998","2.998","2.998","2.998","0.57%"
"06/06/2005","2.981","2.981","2.981","2.981","0.68%"
"06/03/2005","2.961","2.961","2.961","2.961","-0.03%"
"06/02/2005","2.962","2.962","2.962","2.962","0.75%"
"06/01/2005","2.940","2.940","2.940","2.940","0.34%"
"05/31/2005","2.930","2.930","2.930","2.930","0.34%"
"05/27/2005","2.920","2.920","2.920","2.920","0.17%"
"05/26/2005","2.915","2.915","2.915","2.915","-0.38%"
"05/25/2005","2.926","2.926","2.926","2.926","0.58%"
"05/24/2005","2.909","2.909","2.909","2.909","1.04%"
"05/23/2005","2.879","2.879","2.879","2.879","0.91%"
"05/20/2005","2.853","2.853","2.853","2.853","0.14%"
"05/19/2005","2.849","2.849","2.849","2.849","0.35%"
"05/18/2005","2.839","2.839","2.839","2.839","1.90%"
"05/17/2005","2.786","2.786","2.786","2.786","0.72%"
"05/16/2005","2.766","2.766","2.766","2.766","-1.11%"
"05/13/2005","2.797","2.797","2.797","2.797","-2.00%"
"05/12/2005","2.854","2.854","2.854","2.854","0.35%"
"05/11/2005","2.844","2.844","2.844","2.844","-0.66%"
"05/10/2005","2.863","2.863","2.863","2.863","0.70%"
"05/09/2005","2.843","2.843","2.843","2.843","2.05%"
"05/06/2005","2.786","2.786","2.786","2.786","0.51%"
"05/05/2005","2.772","2.772","2.772","2.772","-2.15%"
"05/04/2005","2.833","2.833","2.833","2.833","-1.77%"
"05/03/2005","2.884","2.884","2.884","2.884","0.56%"
"05/02/2005","2.868","2.868","2.868","2.868","-0.03%"
"04/29/2005","2.869","2.869","2.869","2.869","0.70%"
"04/28/2005","2.849","2.849","2.849","2.849","-0.52%"
"04/27/2005","2.864","2.864","2.864","2.864","-1.07%"
"04/26/2005","2.895","2.895","2.895","2.895","0.56%"
"04/25/2005","2.879","2.879","2.879","2.879","0.56%"
"04/22/2005","2.863","2.863","2.863","2.863","0.88%"
"04/21/2005","2.838","2.838","2.838","2.838","-0.21%"
"04/20/2005","2.844","2.844","2.844","2.844","-1.76%"
"04/19/2005","2.895","2.895","2.895","2.895","4.89%"
"04/18/2005","2.760","2.760","2.760","2.760","0.36%"
"04/15/2005","2.750","2.750","2.750","2.750","-0.04%"
"04/14/2005","2.751","2.751","2.751","2.751","0.00%"
"04/13/2005","2.751","2.751","2.751","2.751","0.22%"
"04/12/2005","2.745","2.745","2.745","2.745","0.00%"
"04/11/2005","2.745","2.745","2.745","2.745","-0.18%"
"04/08/2005","2.750","2.750","2.750","2.750","0.15%"
"04/07/2005","2.746","2.746","2.746","2.746","0.18%"
"04/06/2005","2.741","2.741","2.741","2.741","-1.30%"
"04/05/2005","2.777","2.777","2.777","2.777","1.54%"
"04/04/2005","2.735","2.735","2.735","2.735","-1.12%"
"04/01/2005","2.766","2.766","2.766","2.766","0.00%"
"03/31/2005","2.766","2.766","2.766","2.766","-1.67%"
"03/30/2005","2.813","2.813","2.813","2.813","-0.18%"
"03/29/2005","2.818","2.818","2.818","2.818","0.21%"
"03/28/2005","2.812","2.812","2.812","2.812","0.00%"
"03/24/2005","2.812","2.812","2.812","2.812","-0.04%"
"03/23/2005","2.813","2.813","2.813","2.813","-0.14%"
"03/22/2005","2.817","2.817","2.817","2.817","1.11%"
"03/21/2005","2.786","2.786","2.786","2.786","0.36%"
"03/18/2005","2.776","2.776","2.776","2.776","0.36%"
"03/17/2005","2.766","2.766","2.766","2.766","-0.40%"
"03/16/2005","2.777","2.777","2.777","2.777","0.00%"
"03/15/2005","2.777","2.777","2.777","2.777","1.35%"
"03/14/2005","2.740","2.740","2.740","2.740","0.18%"
"03/11/2005","2.735","2.735","2.735","2.735","0.18%"
"03/10/2005","2.730","2.730","2.730","2.730","-0.40%"
"03/09/2005","2.741","2.741","2.741","2.741","0.00%"
"03/08/2005","2.741","2.741","2.741","2.741","0.62%"
"03/07/2005","2.724","2.724","2.724","2.724","-0.58%"
"03/04/2005","2.740","2.740","2.740","2.740","0.55%"
"03/03/2005","2.725","2.725","2.725","2.725","0.37%"
"03/02/2005","2.715","2.715","2.715","2.715","-0.95%"
"03/01/2005","2.741","2.741","2.741","2.741","0.62%"
"02/28/2005","2.724","2.724","2.724","2.724","1.91%"
"02/25/2005","2.673","2.673","2.673","2.673","0.15%"
"02/24/2005","2.669","2.669","2.669","2.669","1.79%"
"02/23/2005","2.622","2.622","2.622","2.622","0.81%"
"02/22/2005","2.601","2.601","2.601","2.601","1.21%"
"02/18/2005","2.570","2.570","2.570","2.570","-0.04%"
"02/17/2005","2.571","2.571","2.571","2.571","0.00%"
"02/16/2005","2.571","2.571","2.571","2.571","0.00%"
"02/15/2005","2.571","2.571","2.571","2.571","2.06%"
"02/14/2005","2.519","2.519","2.519","2.519","0.20%"
"02/11/2005","2.514","2.514","2.514","2.514","0.16%"
"02/10/2005","2.510","2.510","2.510","2.510","0.00%"
"02/09/2005","2.510","2.510","2.510","2.510","-0.20%"
"02/08/2005","2.515","2.515","2.515","2.515","1.90%"
"02/07/2005","2.468","2.468","2.468","2.468","0.00%"
"02/04/2005","2.468","2.468","2.468","2.468","-0.24%"
"02/03/2005","2.474","2.474","2.474","2.474","-0.80%"
"02/02/2005","2.494","2.494","2.494","2.494","-0.24%"
"02/01/2005","2.500","2.500","2.500","2.500","2.17%"
"01/31/2005","2.447","2.447","2.447","2.447","0.62%"
"01/28/2005","2.432","2.432","2.432","2.432","1.04%"
"01/27/2005","2.407","2.407","2.407","2.407","0.21%"
"01/26/2005","2.402","2.402","2.402","2.402","2.21%"
"01/25/2005","2.350","2.350","2.350","2.350","1.34%"
"01/24/2005","2.319","2.319","2.319","2.319","-0.90%"
"01/21/2005","2.340","2.340","2.340","2.340","-0.21%"
"01/20/2005","2.345","2.345","2.345","2.345","-0.89%"
"01/19/2005","2.366","2.366","2.366","2.366","1.11%"
"01/18/2005","2.340","2.340","2.340","2.340","0.00%"
"01/14/2005","2.340","2.340","2.340","2.340","0.86%"
"01/13/2005","2.320","2.320","2.320","2.320","0.00%"
"01/12/2005","2.320","2.320","2.320","2.320","-0.85%"
"01/11/2005","2.340","2.340","2.340","2.340","1.34%"
"01/10/2005","2.309","2.309","2.309","2.309","0.43%"
"01/07/2005","2.299","2.299","2.299","2.299","0.00%"
"01/06/2005","2.299","2.299","2.299","2.299","-0.48%"
"01/05/2005","2.310","2.310","2.310","2.310","-0.22%"
"01/04/2005","2.315","2.315","2.315","2.315","4.94%"
"01/03/2005","2.206","2.206","2.206","2.206","-0.05%"
"12/31/2004","2.207","2.207","2.207","2.207","0.46%"
"12/30/2004","2.197","2.197","2.197","2.197","-0.68%"
"12/29/2004","2.212","2.212","2.212","2.212","-1.60%"
"12/28/2004","2.248","2.248","2.248","2.248","3.07%"
"12/27/2004","2.181","2.181","2.181","2.181","0.00%"
"12/23/2004","2.181","2.181","2.181","2.181","-0.05%"
"12/22/2004","2.182","2.182","2.182","2.182","-0.91%"
"12/21/2004","2.202","2.202","2.202","2.202","0.73%"
"12/20/2004","2.186","2.186","2.186","2.186","0.23%"
"12/17/2004","2.181","2.181","2.181","2.181","0.00%"
"12/16/2004","2.181","2.181","2.181","2.181","-0.95%"
"12/15/2004","2.202","2.202","2.202","2.202","-0.45%"
"12/14/2004","2.212","2.212","2.212","2.212","-0.23%"
"12/13/2004","2.217","2.217","2.217","2.217","-0.45%"
"12/10/2004","2.227","2.227","2.227","2.227","-0.04%"
"12/09/2004","2.228","2.228","2.228","2.228","-0.45%"
"12/08/2004","2.238","2.238","2.238","2.238","0.00%"
"12/07/2004","2.238","2.238","2.238","2.238","1.45%"
"12/06/2004","2.206","2.206","2.206","2.206","0.91%"
"12/03/2004","2.186","2.186","2.186","2.186","-0.95%"
"12/02/2004","2.207","2.207","2.207","2.207","0.00%"
"12/01/2004","2.207","2.207","2.207","2.207","-0.23%"
"11/30/2004","2.212","2.212","2.212","2.212","1.19%"
"11/29/2004","2.186","2.186","2.186","2.186","0.92%"
"11/26/2004","2.166","2.166","2.166","2.166","0.00%"
"11/24/2004","2.166","2.166","2.166","2.166","0.00%"
"11/23/2004","2.166","2.166","2.166","2.166","1.69%"
"11/22/2004","2.130","2.130","2.130","2.130","0.47%"
"11/19/2004","2.120","2.120","2.120","2.120","-0.70%"
"11/18/2004","2.135","2.135","2.135","2.135","1.18%"
"11/17/2004","2.110","2.110","2.110","2.110","0.00%"
"11/16/2004","2.110","2.110","2.110","2.110","2.03%"
"11/15/2004","2.068","2.068","2.068","2.068","0.49%"
"11/12/2004","2.058","2.058","2.058","2.058","-4.06%"
"11/11/2004","2.145","2.145","2.145","2.145","4.48%"
"11/10/2004","2.053","2.053","2.053","2.053","-0.77%"
"11/09/2004","2.069","2.069","2.069","2.069","2.58%"
"11/08/2004","2.017","2.017","2.017","2.017","2.59%"
"11/05/2004","1.966","1.966","1.966","1.966","1.29%"
"11/04/2004","1.941","1.941","1.941","1.941","0.00%"
"11/03/2004","1.941","1.941","1.941","1.941","0.57%"
"11/02/2004","1.930","1.930","1.930","1.930","2.17%"
"11/01/2004","1.889","1.889","1.889","1.889","-0.26%"
"10/29/2004","1.894","1.894","1.894","1.894","-0.05%"
"10/28/2004","1.895","1.895","1.895","1.895","0.00%"
"10/27/2004","1.895","1.895","1.895","1.895","1.39%"
"10/26/2004","1.869","1.869","1.869","1.869","3.43%"
"10/25/2004","1.807","1.807","1.807","1.807","-1.15%"
"10/22/2004","1.828","1.828","1.828","1.828","1.11%"
"10/21/2004","1.808","1.808","1.808","1.808","0.56%"
"10/20/2004","1.798","1.798","1.798","1.798","0.00%"
"10/19/2004","1.798","1.798","1.798","1.798","3.57%"
"10/18/2004","1.736","1.736","1.736","1.736","0.93%"
"10/15/2004","1.720","1.720","1.720","1.720","0.53%"
"10/14/2004","1.711","1.711","1.711","1.711","0.35%"
"10/13/2004","1.705","1.705","1.705","1.705","2.16%"
"10/12/2004","1.669","1.669","1.669","1.669","-0.30%"
"10/11/2004","1.674","1.674","1.674","1.674","0.00%"
"10/08/2004","1.674","1.674","1.674","1.674","-0.65%"
"10/07/2004","1.685","1.685","1.685","1.685","-0.30%"
"10/06/2004","1.690","1.690","1.690","1.690","-0.29%"
"10/05/2004","1.695","1.695","1.695","1.695","1.25%"
"10/04/2004","1.674","1.674","1.674","1.674","-0.36%"
"10/01/2004","1.680","1.680","1.680","1.680","-0.88%"
"09/30/2004","1.695","1.695","1.695","1.695","0.00%"
"09/29/2004","1.695","1.695","1.695","1.695","-0.94%"
"09/28/2004","1.711","1.711","1.711","1.711","0.06%"
"09/27/2004","1.710","1.710","1.710","1.710","0.00%"
"09/24/2004","1.710","1.710","1.710","1.710","0.88%"
"09/23/2004","1.695","1.695","1.695","1.695","0.30%"
"09/22/2004","1.690","1.690","1.690","1.690","-1.23%"
"09/21/2004","1.711","1.711","1.711","1.711","1.24%"
"09/20/2004","1.690","1.690","1.690","1.690","1.87%"
"09/17/2004","1.659","1.659","1.659","1.659","0.00%"
"09/16/2004","1.659","1.659","1.659","1.659","1.22%"
"09/15/2004","1.639","1.639","1.639","1.639","-0.30%"
"09/14/2004","1.644","1.644","1.644","1.644","0.31%"
"09/13/2004","1.639","1.639","1.639","1.639","0.31%"
"09/10/2004","1.634","1.634","1.634","1.634","0.31%"
"09/09/2004","1.629","1.629","1.629","1.629","-0.61%"
"09/08/2004","1.639","1.639","1.639","1.639","1.30%"
"09/07/2004","1.618","1.618","1.618","1.618","3.25%"
"09/03/2004","1.567","1.567","1.567","1.567","-0.38%"
"09/02/2004","1.573","1.573","1.573","1.573","0.38%"
"09/01/2004","1.567","1.567","1.567","1.567","-1.01%"
"08/31/2004","1.583","1.583","1.583","1.583","2.33%"
"08/30/2004","1.547","1.547","1.547","1.547","0.65%"
"08/27/2004","1.537","1.537","1.537","1.537","0.33%"
"08/26/2004","1.532","1.532","1.532","1.532","0.00%"
"08/25/2004","1.532","1.532","1.532","1.532","1.39%"
"08/24/2004","1.511","1.511","1.511","1.511","2.86%"
"08/23/2004","1.469","1.469","1.469","1.469","0.00%"
"08/20/2004","1.469","1.469","1.469","1.469","-0.34%"
"08/19/2004","1.474","1.474","1.474","1.474","0.34%"
"08/18/2004","1.469","1.469","1.469","1.469","0.00%"
"08/17/2004","1.469","1.469","1.469","1.469","2.87%"
"08/16/2004","1.428","1.428","1.428","1.428","0.00%"
"08/13/2004","1.428","1.428","1.428","1.428","6.01%"
