"Date","Price","Open","High","Low","Vol.","Change %"
"05/03/2011","5.340","5.670","5.670","5.230","1.12M","-5.82%"
"05/02/2011","5.670","5.680","5.750","5.660","244.07K","-0.53%"
"04/29/2011","5.700","5.640","5.750","5.600","385.53K","1.42%"
"04/28/2011","5.620","5.680","5.680","5.550","518.94K","0.00%"
"04/27/2011","5.620","5.410","5.660","5.360","700.36K","4.46%"
"04/26/2011","5.380","5.450","5.790","5.320","897.46K","-1.28%"
"04/21/2011","5.450","5.110","5.510","5.110","816.79K","6.86%"
"04/20/2011","5.100","4.880","5.100","4.880","679.78K","4.08%"
"04/19/2011","4.900","4.830","4.940","4.760","179.46K","2.30%"
"04/18/2011","4.790","4.990","5.050","4.750","397.98K","-4.01%"
"04/15/2011","4.990","5.030","5.050","4.920","563.25K","-0.20%"
"04/14/2011","5.000","4.960","5.030","4.850","264.91K","1.42%"
"04/13/2011","4.930","4.980","4.980","4.910","222.19K","1.44%"
"04/12/2011","4.860","4.910","4.950","4.850","340.46K","-1.02%"
"04/11/2011","4.910","4.990","5.040","4.890","644.42K","-1.01%"
"04/08/2011","4.960","4.950","4.990","4.860","277.70K","2.06%"
"04/07/2011","4.860","4.830","4.880","4.830","554.25K","0.21%"
"04/06/2011","4.850","4.830","4.920","4.790","291.77K","0.83%"
"04/05/2011","4.810","4.950","4.950","4.770","397.84K","-2.83%"
"04/04/2011","4.950","4.850","4.970","4.800","484.65K","2.48%"
"04/01/2011","4.830","4.800","4.850","4.670","1.10M","0.84%"
"03/31/2011","4.790","5.010","5.040","4.790","480.92K","-4.20%"
"03/30/2011","5.000","4.950","5.140","4.910","850.59K","2.46%"
"03/29/2011","4.880","4.850","4.920","4.810","235.76K","0.00%"
"03/28/2011","4.880","4.830","4.930","4.780","312.92K","2.74%"
"03/25/2011","4.750","4.890","4.920","4.750","268.09K","-1.86%"
"03/24/2011","4.840","4.920","4.970","4.830","543.93K","-2.62%"
"03/23/2011","4.970","4.790","5.000","4.750","528.29K","3.76%"
"03/22/2011","4.790","4.790","4.880","4.740","269.30K","-0.62%"
"03/21/2011","4.820","4.800","4.920","4.800","552.27K","1.26%"
"03/18/2011","4.760","4.680","4.820","4.630","705.38K","2.81%"
"03/17/2011","4.630","4.400","4.680","4.400","943.53K","4.75%"
"03/16/2011","4.420","4.350","4.440","4.300","523.76K","0.91%"
"03/15/2011","4.380","4.400","4.430","4.200","684.97K","-2.45%"
"03/14/2011","4.490","4.500","4.580","4.490","310.23K","-1.75%"
"03/11/2011","4.570","4.500","4.610","4.500","463.32K","-0.65%"
"03/10/2011","4.600","4.590","4.640","4.550","309.55K","-1.50%"
"03/09/2011","4.670","4.640","4.700","4.580","347.52K","1.74%"
"03/08/2011","4.590","4.620","4.670","4.520","466.77K","-0.65%"
"03/07/2011","4.620","4.630","4.700","4.570","422.68K","-1.70%"
"03/04/2011","4.700","4.750","4.930","4.680","800.90K","-1.05%"
"03/03/2011","4.750","4.630","4.760","4.630","504.72K","1.71%"
"03/02/2011","4.670","4.660","4.740","4.520","780.54K","1.97%"
"03/01/2011","4.580","4.440","4.610","4.400","836.48K","3.62%"
"02/28/2011","4.420","4.500","4.500","4.400","578.90K","-0.45%"
"02/25/2011","4.440","4.400","4.530","4.400","354.17K","0.91%"
"02/24/2011","4.400","4.410","4.460","4.370","366.01K","-0.23%"
"02/23/2011","4.410","4.410","4.560","4.380","1.40M","-0.45%"
"02/22/2011","4.430","4.510","4.530","4.280","1.49M","-2.85%"
"02/21/2011","4.560","4.790","4.790","4.560","593.52K","-4.00%"
"02/18/2011","4.750","4.440","4.760","4.420","1.54M","6.74%"
"02/17/2011","4.450","4.490","4.510","4.350","1.02M","0.00%"
"02/16/2011","4.450","4.640","4.640","4.430","711.68K","-2.63%"
"02/15/2011","4.570","4.540","4.630","4.520","500.41K","0.88%"
"02/14/2011","4.530","4.500","4.590","4.450","803.20K","0.89%"
"02/11/2011","4.490","4.620","4.720","4.460","824.56K","-4.06%"
"02/10/2011","4.680","4.710","4.740","4.580","802.53K","-2.09%"
"02/09/2011","4.780","4.700","4.800","4.570","596.07K","1.06%"
"02/08/2011","4.730","4.760","4.850","4.400","1.54M","-1.46%"
"02/07/2011","4.800","4.650","4.820","4.640","1.92M","3.90%"
"02/04/2011","4.620","4.550","4.620","4.540","825.32K","2.44%"
"02/03/2011","4.510","4.510","4.520","4.450","945.79K","-0.44%"
"02/02/2011","4.530","4.340","4.550","4.320","1.48M","5.10%"
"02/01/2011","4.310","4.380","4.380","4.250","423.82K","-0.23%"
"01/31/2011","4.320","4.320","4.340","4.080","1.19M","-0.23%"
"01/28/2011","4.330","4.120","4.420","4.120","1.20M","3.84%"
"01/27/2011","4.170","4.090","4.180","4.040","1.07M","2.21%"
"01/26/2011","4.080","4.180","4.220","4.050","1.03M","-2.16%"
"01/25/2011","4.170","4.120","4.220","4.080","1.57M","1.96%"
"01/24/2011","4.090","4.070","4.120","3.960","883.47K","2.00%"
"01/21/2011","4.010","3.850","4.170","3.790","2.11M","5.53%"
"01/20/2011","3.800","3.730","3.830","3.730","975.96K","1.33%"
"01/19/2011","3.750","3.840","3.890","3.730","699.86K","-1.32%"
"01/18/2011","3.800","3.830","3.960","3.780","1.29M","-1.30%"
"01/17/2011","3.850","3.620","3.880","3.620","1.60M","4.90%"
"01/14/2011","3.670","3.600","3.710","3.570","933.18K","1.94%"
"01/13/2011","3.600","3.600","3.650","3.560","652.11K","-0.55%"
"01/12/2011","3.620","3.360","3.650","3.360","1.10M","7.42%"
"01/11/2011","3.370","3.330","3.400","3.310","360.68K","1.81%"
"01/10/2011","3.310","3.370","3.410","3.310","443.66K","-3.22%"
"01/07/2011","3.420","3.370","3.450","3.310","389.80K","1.18%"
"01/06/2011","3.380","3.380","3.450","3.360","185.66K","0.00%"
"01/05/2011","3.380","3.460","3.470","3.370","255.69K","-2.87%"
"01/04/2011","3.480","3.440","3.480","3.350","470.97K","2.05%"
"01/03/2011","3.410","3.390","3.440","3.350","332.81K","0.29%"
"12/30/2010","3.400","3.450","3.530","3.270","1.24M","-1.45%"
"12/29/2010","3.450","3.360","3.460","3.320","466.14K","2.37%"
"12/28/2010","3.370","3.320","3.370","3.310","247.30K","1.81%"
"12/27/2010","3.310","3.230","3.310","3.200","323.17K","2.48%"
"12/23/2010","3.230","3.120","3.250","3.120","415.47K","2.22%"
"12/22/2010","3.160","3.200","3.220","3.140","523.04K","-0.94%"
"12/21/2010","3.190","3.140","3.190","3.140","221.40K","1.92%"
"12/20/2010","3.130","3.130","3.180","3.100","269.70K","0.00%"
"12/17/2010","3.130","3.200","3.210","3.100","292.41K","-1.57%"
"12/16/2010","3.180","3.220","3.280","3.160","295.16K","-1.24%"
"12/15/2010","3.220","3.250","3.250","3.170","219.87K","-1.23%"
"12/14/2010","3.260","3.270","3.270","3.220","374.39K","0.31%"
"12/13/2010","3.250","3.190","3.250","3.190","327.50K","2.20%"
"12/10/2010","3.180","3.180","3.220","3.120","387.81K","-0.93%"
"12/09/2010","3.210","3.260","3.290","3.150","534.14K","-0.62%"
"12/08/2010","3.230","3.180","3.260","3.180","212.99K","-0.62%"
"12/07/2010","3.250","3.320","3.330","3.210","411.83K","-2.40%"
"12/06/2010","3.330","3.200","3.330","3.200","485.65K","2.46%"
"12/03/2010","3.250","3.140","3.270","3.120","316.01K","1.88%"
"12/02/2010","3.190","3.150","3.230","3.060","971.80K","1.92%"
"12/01/2010","3.130","3.050","3.150","3.020","687.80K","3.64%"
"11/30/2010","3.020","3.090","3.090","2.960","678.91K","-1.31%"
"11/29/2010","3.060","3.130","3.220","3.040","598.12K","-1.92%"
"11/26/2010","3.120","3.190","3.280","3.120","646.49K","-4.00%"
"11/25/2010","3.250","3.270","3.310","3.200","217.19K","-1.22%"
"11/24/2010","3.290","3.250","3.370","3.170","1.53M","0.92%"
"11/23/2010","3.260","3.410","3.420","3.260","642.06K","-4.68%"
"11/22/2010","3.420","3.480","3.530","3.410","348.10K","-1.16%"
"11/19/2010","3.460","3.480","3.510","3.400","234.77K","-0.57%"
"11/18/2010","3.480","3.420","3.540","3.420","416.01K","1.75%"
"11/17/2010","3.420","3.400","3.480","3.370","360.25K","0.29%"
"11/16/2010","3.410","3.540","3.580","3.400","339.93K","-4.75%"
"11/15/2010","3.580","3.460","3.590","3.440","623.15K","3.77%"
"11/12/2010","3.450","3.450","3.520","3.340","309.64K","-0.86%"
"11/11/2010","3.480","3.520","3.640","3.420","745.79K","-2.25%"
"11/10/2010","3.560","3.610","3.650","3.530","396.29K","-3.00%"
"11/09/2010","3.670","3.510","3.670","3.500","563.88K","3.38%"
"11/08/2010","3.550","3.530","3.560","3.460","1.49M","-0.84%"
"11/05/2010","3.580","3.680","3.690","3.540","337.50K","-2.45%"
"11/04/2010","3.670","3.730","3.750","3.640","441.57K","-1.08%"
"11/03/2010","3.710","3.730","3.770","3.700","511.47K","-0.80%"
"11/02/2010","3.740","3.660","3.740","3.620","359.61K","0.81%"
"11/01/2010","3.710","3.770","3.840","3.500","434.63K","1.76%"
"10/29/2010","3.646","3.613","3.656","3.579","529.22K","0.66%"
"10/28/2010","3.622","3.574","3.622","3.574","518.96K","0.25%"
"10/27/2010","3.613","3.671","3.680","3.545","975.35K","-1.71%"
"10/26/2010","3.676","3.603","3.680","3.564","1.23M","2.45%"
"10/25/2010","3.588","3.535","3.627","3.506","1.06M","2.63%"
"10/22/2010","3.496","3.419","3.516","3.390","462.16K","2.70%"
"10/21/2010","3.404","3.438","3.438","3.400","370.29K","-0.15%"
"10/20/2010","3.409","3.351","3.433","3.351","346.36K","0.86%"
"10/19/2010","3.380","3.492","3.516","3.361","576.20K","-2.37%"
"10/18/2010","3.462","3.433","3.521","3.395","869.34K","1.97%"
"10/15/2010","3.395","3.293","3.433","3.293","857.07K","3.70%"
"10/14/2010","3.274","3.274","3.303","3.249","412.32K","0.46%"
"10/13/2010","3.259","3.230","3.269","3.230","244.16K","1.05%"
"10/12/2010","3.225","3.186","3.235","3.153","316.56K","0.59%"
"10/11/2010","3.206","3.249","3.254","3.191","269.56K","0.00%"
"10/08/2010","3.206","3.283","3.288","3.182","627.35K","-2.20%"
"10/07/2010","3.278","3.196","3.293","3.177","970.35K","1.49%"
"10/06/2010","3.230","3.153","3.230","3.148","648.29K","2.77%"
"10/05/2010","3.143","3.211","3.216","3.123","1.01M","-1.97%"
"10/04/2010","3.206","3.235","3.264","3.167","489.82K","-0.43%"
"10/01/2010","3.220","3.259","3.288","3.186","649.42K","0.12%"
"09/30/2010","3.216","3.128","3.254","3.128","722.45K","0.78%"
"09/29/2010","3.191","3.274","3.293","3.172","646.84K","-2.54%"
"09/28/2010","3.274","3.235","3.293","3.119","669.58K","0.89%"
"09/27/2010","3.245","3.293","3.327","3.216","574.86K","-1.16%"
"09/24/2010","3.283","3.128","3.322","3.119","951.88K","3.66%"
"09/23/2010","3.167","3.041","3.206","2.983","1.29M","4.31%"
"09/22/2010","3.036","2.906","3.041","2.857","665.74K","3.13%"
"09/21/2010","2.944","2.877","2.964","2.852","270.67K","2.51%"
"09/20/2010","2.872","2.847","2.877","2.818","166.45K","0.88%"
"09/17/2010","2.847","2.964","2.973","2.770","417.01K","-3.29%"
"09/16/2010","2.944","2.954","2.993","2.939","217.00K","-1.47%"
"09/15/2010","2.988","2.983","3.002","2.939","127.79K","-0.47%"
"09/14/2010","3.002","2.954","3.046","2.949","637.50K","1.62%"
"09/13/2010","2.954","2.935","2.954","2.896","161.27K","1.34%"
"09/10/2010","2.915","2.964","2.983","2.891","363.10K","-1.65%"
"09/09/2010","2.964","2.935","3.002","2.935","375.43K","0.34%"
"09/08/2010","2.954","2.857","2.973","2.857","614.73K","2.18%"
"09/07/2010","2.891","2.886","2.910","2.862","241.03K","-1.16%"
"09/06/2010","2.925","2.954","2.954","2.891","184.53K","0.83%"
"09/03/2010","2.901","2.877","2.949","2.852","283.98K","1.01%"
"09/02/2010","2.872","2.857","2.886","2.828","333.49K","1.20%"
"09/01/2010","2.838","2.741","2.901","2.717","516.64K","3.54%"
"08/31/2010","2.741","2.668","2.741","2.659","248.45K","-0.69%"
"08/30/2010","2.760","2.789","2.809","2.726","140.31K","0.00%"
"08/27/2010","2.760","2.702","2.760","2.644","204.26K","3.45%"
"08/26/2010","2.668","2.697","2.726","2.649","239.38K","0.91%"
"08/25/2010","2.644","2.576","2.731","2.576","483.92K","1.69%"
"08/24/2010","2.600","2.683","2.683","2.581","618.96K","-3.42%"
"08/23/2010","2.692","2.722","2.780","2.673","303.82K","-1.43%"
"08/20/2010","2.731","2.775","2.823","2.712","295.14K","-1.94%"
"08/19/2010","2.785","2.838","2.944","2.780","495.74K","-0.85%"
"08/18/2010","2.809","2.794","2.828","2.765","159.99K","1.04%"
"08/17/2010","2.780","2.770","2.799","2.746","260.88K","0.72%"
"08/16/2010","2.760","2.789","2.789","2.683","240.27K","0.69%"
"08/13/2010","2.741","2.765","2.799","2.702","296.82K","0.70%"
"08/12/2010","2.722","2.809","2.838","2.697","592.89K","-2.75%"
"08/11/2010","2.799","2.949","2.973","2.789","288.83K","-4.93%"
"08/10/2010","2.944","2.983","2.993","2.920","264.99K","-0.98%"
"08/09/2010","2.973","2.993","3.036","2.954","201.27K","-0.17%"
"08/06/2010","2.978","3.027","3.046","2.959","223.93K","-2.07%"
"08/05/2010","3.041","3.051","3.061","2.993","297.11K","0.46%"
"08/04/2010","3.027","3.065","3.065","2.954","341.03K","-0.46%"
"08/03/2010","3.041","3.036","3.099","3.022","488.38K","-0.94%"
"08/02/2010","3.070","3.012","3.070","2.988","416.43K","1.93%"
"07/30/2010","3.012","3.041","3.099","2.944","577.52K","-1.89%"
