date,A3TV,ABE,ABG.P,ABG.P_1,ABG,ACE,ACR,ACS,ACX,ACX_1,ACX_2,AENA,AGR,AGS,AGS_1,AGS_2,AGS_3,ALB,ALB_1,ALB_2,ALB_3,ALM,ALT,AMP,AMS,AMS_1,ANA,ANA_1,ANA_2,ANE,ARA,ARG,ASL,AUM,AZC,AZC_1,BBV,BBVA,BCH,BKIA,BKIA_1,BKT,BME,BTO,BTO_1,CABK,CAN,CAR,CEN,CEP,CEP_1,CIE,CIN,CLNX,COL,COL_1,CRF,CRI,CRI_1,CRI_2,CTE,CTF,CTG,CUB,DIA,DRC,EBA,EBRO,EBRO_1,ECR,ELE,ELE_1,ENC,ENC_1,ENG,EVA,EXT,FAD,FCC,FDR,FEC,FER,FOC,GAM,GAM_1,GAS,GES,GES_1,GPP,GRF,HHU,HHU_1,HID,HIS,IAG,IBE,IBLA,IBR,IDR,ITX,JAZ,LOG,LOR,MAP,MAP_1,MAP_2,MAS,MEL,MRL,MTS,MVC,MVC_1,NHH,NHH_1,NHH_2,NTGY,OHLA,PHM,PMD,POP,PRS,PRS_1,PRY,PUL,RAD,RED,REE,REE_1,REP,ROVI,SAB,SAN,SAN_1,SAR,SCH,SCYR,SCYR_1,SEV,SGC,SGRE,SLR,SOL,SYV,SYV_1,TAB,TEF,TEM,TL5,TPI,TPZ,TRE,TRR,TRR_1,TUB,UNF,UNI,URA,URB,VAL,VAL_1,VDR,VIS,VIS_1,VIS_2,VIS_3,ZEL,ZOT
1993-08-04,,,,,,,,,,1.1586,,,,,,,,,,3.2088,,,,,,,,,,,,,,,,,,,,,,0.1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7985,,,,,,,,,,,,,,,,,0.4023,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,2.7197,,,0.7395,,,,,,,,,,,,,,0.9354,,,,,,,,,,,,,,,,2.8762,,,,,0.4122
1993-08-05,,,,,,,,,,1.1539,,,,,,,,,,3.1645,,,,,,,,,,,,,,,,,,,,,,0.1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7604,,,,,,,,,,,,,,,,,0.3985,,,,,,,,0.3905,,,,,,,,,,,,,,,,,,,,,,,,,2.7586,,,0.7418,,,,,,,,,,,,,,0.9386,,,,,,,,,,,,,,,,2.8093,,,,,0.4097
1993-08-06,,,,,,,,,,1.1539,,,,,,,,,,3.2329,,,,,,,,,,,,,,,,,,,,,,0.1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7702,,,,,,,,,,,,,,,,,0.3957,,,,,,,,0.3881,,,,,,,,,,,,,,,,,,,,,,,,,2.7817,,,0.7404,,,,,,,,,,,,,,0.9452,,,,,,,,,,,,,,,,2.8928,,,,,0.4109
1993-08-09,,,,,,,,,,1.0929,,,,,,,,,,3.257,,,,,,,,,,,,,,,,,,,,,,0.1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7667,,,,,,,,,,,,,,,,,0.3954,,,,,,,,0.3881,,,,,,,,,,,,,,,,,,,,,,,,,2.7857,,,0.7404,,,,,,,,,,,,,,0.9386,,,,,,,,,,,,,,,,2.8846,,,,,0.4108
1993-08-10,,,,,,,,,,1.0929,,,,,,,,,,3.2773,,,,,,,,,,,,,,,,,,,,,,0.1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8142,,,,,,,,,,,,,,,,,0.4,,,,,,,,0.3881,,,,,,,,,,,,,,,,,,,,,,,,,2.805,,,0.7438,,,,,,,,,,,,,,0.9386,,,,,,,,,,,,,,,,2.8678,,,,,0.4129
1993-08-11,,,,,,,,,,1.1355,,,,,,,,,,3.274,,,,,,,,,,,,,,,,,,,,,,0.1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.877,,,,,,,,,,,,,,,,,0.4,,,,,,,,0.3972,,,,,,,,,,,,,,,,,,,,,,,,,2.805,,,0.7418,,,,,,,,,,,,,,0.9354,,,,,,,,,,,,,,,,2.8846,,,,,0.4204
1993-08-12,,,,,,,,,,1.1817,,,,,,,,,,3.3555,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8927,,,,,,,,,,,,,,,,,0.4014,,,,,,,,0.4083,,,,,,,,,,,,,,,,,,,,,,,,,2.8127,,,0.7511,,,,,,,,,,,,,,0.9485,,,,,,,,,,,,,,,,2.9517,,,,,0.4146
1993-08-13,,,,,,,,,,1.2025,,,,,,,,,,3.458,,,,,,,,,,,,,,,,,,,,,,0.1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2554,,,,,,,,,,,,,,,,,0.4052,,,,,,,,0.4106,,,,,,,,,,,,,,,,,,,,,,,,,2.8205,,,0.7511,,,,,,,,,,,,,,0.9452,,,,,,,,,,,,,,,,2.9602,,,,,0.4204
1993-08-16,,,,,,,,,,1.2025,,,,,,,,,,3.4515,,,,,,,,,,,,,,,,,,,,,,0.1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9781,,,,,,,,,,,,,,,,,0.4062,,,,,,,,0.4083,,,,,,,,,,,,,,,,,,,,,,,,,2.8165,,,0.7511,,,,,,,,,,,,,,0.9452,,,,,,,,,,,,,,,,2.9683,,,,,0.4146
1993-08-17,,,,,,,,,,1.2035,,,,,,,,,,3.5332,,,,,,,,,,,,,,,,,,,,,,0.1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5355,,,,,,,,,,,,,,,,,0.4095,,,,,,,,0.4068,,,,,,,,,,,,,,,,,,,,,,,,,2.8438,,,0.7553,,,,,,,,,,,,,,0.9879,,,,,,,,,,,,,,,,3.044,,,,,0.4307
1993-08-18,,,,,,,,,,1.201,,,,,,,,,,3.5467,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4979,,,,,,,,,,,,,,,,,0.4249,,,,,,,,0.4113,,,,,,,,,,,,,,,,,,,,,,,,,2.8827,,,0.7553,,,,,,,,,,,,,,1.0239,,,,,,,,,,,,,,,,3.1276,,,,,0.4421
1993-08-19,,,,,,,,,,1.1961,,,,,,,,,,3.5126,,,,,,,,,,,,,,,,,,,,,,0.1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4096,,,,,,,,,,,,,,,,,0.4324,,,,,,,,0.4083,,,,,,,,,,,,,,,,,,,,,,,,,2.9136,,,0.7633,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,3.0608,,,,,0.4421
1993-08-20,,,,,,,,,,1.1877,,,,,,,,,,3.492,,,,,,,,,,,,,,,,,,,,,,0.1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3435,,,,,,,,,,,,,,,,,0.4387,,,,,,,,0.4083,,,,,,,,,,,,,,,,,,,,,,,,,2.8983,,,0.77,,,,,,,,,,,,,,1.0534,,,,,,,,,,,,,,,,3.044,,,,,0.4452
1993-08-23,,,,,,,,,,1.1843,,,,,,,,,,3.3966,,,,,,,,,,,,,,,,,,,,,,0.1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3813,,,,,,,,,,,,,,,,,0.4324,,,,,,,,0.4009,,,,,,,,,,,,,,,,,,,,,,,,,2.9136,,,0.7693,,,,,,,,,,,,,,1.0502,,,,,,,,,,,,,,,,3.044,,,,,0.4506
1993-08-24,,,,,,,,,,1.2025,,,,,,,,,,3.5126,,,,,,,,,,,,,,,,,,,,,,0.1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4318,,,,,,,,,,,,,,,,,0.4375,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,2.9331,,,0.7844,,,,,,,,,,,,,,1.0502,,,,,,,,,,,,,,,,3.1364,,,,,0.4561
1993-08-25,,,,,,,,,,1.201,,,,,,,,,,3.6149,,,,,,,,,,,,,,,,,,,,,,0.1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5454,,,,,,,,,,,,,,,,,0.4421,,,,,,,,0.4044,,,,,,,,,,,,,,,,,,,,,,,,,3.0144,,,0.7891,,,,,,,,,,,,,,1.0568,,,,,,,,,,,,,,,,3.1276,,,,,0.4706
1993-08-26,,,,,,,,,,1.1843,,,,,,,,,,3.6491,,,,,,,,,,,,,,,,,,,,,,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5454,,,,,,,,,,,,,,,,,0.4397,,,,,,,,0.3993,,,,,,,,,,,,,,,,,,,,,,,,,3.1268,,,0.8077,,,,,,,,,,,,,,1.0636,,,,,,,,,,,,,,,,3.1024,,,,,0.4759
1993-08-27,,,,,,,,,,1.1961,,,,,,,,,,3.5876,,,,,,,,,,,,,,,,,,,,,,0.1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5866,,,,,,,,,,,,,,,,,0.4434,,,,,,,,0.4157,,,,,,,,,,,,,,,,,,,,,,,,,3.1309,,,0.8048,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,3.0862,,,,,0.4951
1993-08-30,,,,,,,,,,1.2085,,,,,,,,,,3.6149,,,,,,,,,,,,,,,,,,,,,,0.1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7189,,,,,,,,,,,,,,,,,0.4414,,,,,,,,0.4165,,,,,,,,,,,,,,,,,,,,,,,,,3.1194,,,0.7968,,,,,,,,,,,,,,1.0764,,,,,,,,,,,,,,,,3.0525,,,,,0.505
1993-08-31,,,,,,,,,,1.2025,,,,,,,,,,3.6762,,,,,,,,,,,,,,,,,,,,,,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6649,,,,,,,,,,,,,,,,,0.4344,,,,,,,,0.4456,,,,,,,,,,,,,,,,,,,,,,,,,3.0105,,,0.7844,,,,,,,,,,,,,,1.0731,,,,,,,,,,,,,,,,2.9768,,,,,0.483
1993-09-01,,,,,,,,,,1.1961,,,,,,,,,,3.458,,,,,,,,,,,,,,,,,,,,,,0.1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4603,,,,,,,,,,,,,,,,,0.429,,,,,,,,0.4565,,,,,,,,,,,,,,,,,,,,,,,,,2.9331,,,0.7579,,,,,,,,,,,,,,1.0502,,,,,,,,,,,,,,,,2.9014,,,,,0.4759
1993-09-02,,,,,,,,,,1.1658,,,,,,,,,,3.4103,,,,,,,,,,,,,,,,,,,,,,0.1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4443,,,,,,,,,,,,,,,,,0.4372,,,,,,,,0.4721,,,,,,,,,,,,,,,,,,,,,,,,,2.9331,,,0.7683,,,,,,,,,,,,,,1.0636,,,,,,,,,,,,,,,,2.8762,,,,,0.4737
1993-09-03,,,,,,,,,,1.1539,,,,,,,,,,3.3829,,,,,,,,,,,,,,,,,,,,,,0.1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3497,,,,,,,,,,,,,,,,,0.4305,,,,,,,,0.4713,,,,,,,,,,,,,,,,,,,,,,,,,2.9099,,,0.7647,,,,,,,,,,,,,,1.0568,,,,,,,,,,,,,,,,2.9349,,,,,0.4777
1993-09-06,,,,,,,,,,1.155,,,,,,,,,,3.4103,,,,,,,,,,,,,,,,,,,,,,0.1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3184,,,,,,,,,,,,,,,,,0.4333,,,,,,,,0.4531,,,,,,,,,,,,,,,,,,,,,,,,,2.8748,,,0.7541,,,,,,,,,,,,,,1.0568,,,,,,,,,,,,,,,,3.0106,,,,,0.4777
1993-09-07,,,,,,,,,,1.161,,,,,,,,,,3.3829,,,,,,,,,,,,,,,,,,,,,,0.1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2616,,,,,,,,,,,,,,,,,0.4344,,,,,,,,0.4639,,,,,,,,,,,,,,,,,,,,,,,,,2.9175,,,0.7579,,,,,,,,,,,,,,1.0636,,,,,,,,,,,,,,,,2.9939,,,,,0.4983
1993-09-08,,,,,,,,,,1.1722,,,,,,,,,,3.4103,,,,,,,,,,,,,,,,,,,,,,0.1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.208,,,,,,,,,,,,,,,,,0.4365,,,,,,,,0.4625,,,,,,,,,,,,,,,,,,,,,,,,,2.9019,,,0.7579,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,2.9602,,,,,0.4988
1993-09-09,,,,,,,,,,1.155,,,,,,,,,,3.3761,,,,,,,,,,,,,,,,,,,,,,0.1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1231,,,,,,,,,,,,,,,,,0.4365,,,,,,,,0.467,,,,,,,,,,,,,,,,,,,,,,,,,2.8671,,,0.7566,,,,,,,,,,,,,,1.0502,,,,,,,,,,,,,,,,2.9266,,,,,0.4951
1993-09-10,,,,,,,,,,1.1515,,,,,,,,,,3.3829,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0033,,,,,,,,,,,,,,,,,0.4354,,,,,,,,0.4639,,,,,,,,,,,,,,,,,,,,,,,,,2.8127,,,0.752,,,,,,,,,,,,,,1.0207,,,,,,,,,,,,,,,,2.9266,,,,,0.4886
1993-09-13,,,,,,,,,,1.1369,,,,,,,,,,3.3421,,,,,,,,,,,,,,,,,,,,,,0.1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9309,,,,,,,,,,,,,,,,,0.4333,,,,,,,,0.4531,,,,,,,,,,,,,,,,,,,,,,,,,2.7741,,,0.7532,,,,,,,,,,,,,,1.0009,,,,,,,,,,,,,,,,2.8512,,,,,0.483
1993-09-14,,,,,,,,,,1.1658,,,,,,,,,,3.3421,,,,,,,,,,,,,,,,,,,,,,0.1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9875,,,,,,,,,,,,,,,,,0.4409,,,,,,,,0.458,,,,,,,,,,,,,,,,,,,,,,,,,2.8165,,,0.7553,,,,,,,,,,,,,,1.0174,,,,,,,,,,,,,,,,2.9014,,,,,0.4882
1993-09-15,,,,,,,,,,1.132,,,,,,,,,,3.2909,,,,,,,,,,,,,,,,,,,,,,0.1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.912,,,,,,,,,,,,,,,,,0.4324,,,,,,,,0.4558,,,,,,,,,,,,,,,,,,,,,,,,,2.7314,,,0.752,,,,,,,,,,,,,,0.9978,,,,,,,,,,,,,,,,2.9098,,,,,0.4814
1993-09-16,,,,,,,,,,1.1333,,,,,,,,,,3.3114,,,,,,,,,,,,,,,,,,,,,,0.1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9245,,,,,,,,,,,,,,,,,0.4324,,,,,,,,0.4521,,,,,,,,,,,,,,,,,,,,,,,,,2.7234,,,0.7579,,,,,,,,,,,,,,0.9879,,,,,,,,,,,,,,,,2.9349,,,,,0.4766
1993-09-17,,,,,,,,,,1.1429,,,,,,,,,,3.3421,,,,,,,,,,,,,,,,,,,,,,0.1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0442,,,,,,,,,,,,,,,,,0.4344,,,,,,,,0.459,,,,,,,,,,,,,,,,,,,,,,,,,2.7391,,,0.761,,,,,,,,,,,,,,0.9978,,,,,,,,,,,,,,,,2.9349,,,,,0.4766
1993-09-20,,,,,,,,,,1.1658,,,,,,,,,,3.373,,,,,,,,,,,,,,,,,,,,,,0.1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1231,,,,,,,,,,,,,,,,,0.4359,,,,,,,,0.4639,,,,,,,,,,,,,,,,,,,,,,,,,2.8283,,,0.7728,,,,,,,,,,,,,,1.011,,,,,,,,,,,,,,,,2.9517,,,,,0.4812
1993-09-21,,,,,,,,,,1.1658,,,,,,,,,,3.3283,,,,,,,,,,,,,,,,,,,,,,0.1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0534,,,,,,,,,,,,,,,,,0.4326,,,,,,,,0.4512,,,,,,,,,,,,,,,,,,,,,,,,,2.8358,,,0.77,,,,,,,,,,,,,,1.0045,,,,,,,,,,,,,,,,2.918,,,,,0.4831
1993-09-22,,,,,,,,,,1.1515,,,,,,,,,,3.274,,,,,,,,,,,,,,,,,,,,,,0.1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0033,,,,,,,,,,,,,,,,,0.4302,,,,,,,,0.438,,,,,,,,,,,,,,,,,,,,,,,,,2.7973,,,0.7657,,,,,,,,,,,,,,0.9946,,,,,,,,,,,,,,,,2.8426,,,,,0.4744
1993-09-23,,,,,,,,,,1.1419,,,,,,,,,,3.2606,,,,,,,,,,,,,,,,,,,,,,0.1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9401,,,,,,,,,,,,,,,,,0.4286,,,,,,,,0.4268,,,,,,,,,,,,,,,,,,,,,,,,,2.778,,,0.7579,,,,,,,,,,,,,,0.9913,,,,,,,,,,,,,,,,2.8678,,,,,0.4758
1993-09-24,,,,,,,,,,1.1419,,,,,,,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,0.1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9652,,,,,,,,,,,,,,,,,0.4252,,,,,,,,0.4231,,,,,,,,,,,,,,,,,,,,,,,,,2.7973,,,0.752,,,,,,,,,,,,,,0.9913,,,,,,,,,,,,,,,,2.8512,,,,,0.4711
1993-09-27,,,,,,,,,,1.1419,,,,,,,,,,3.2533,,,,,,,,,,,,,,,,,,,,,,0.1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0033,,,,,,,,,,,,,,,,,0.4302,,,,,,,,0.4344,,,,,,,,,,,,,,,,,,,,,,,,,2.8593,,,0.7599,,,,,,,,,,,,,,1.011,,,,,,,,,,,,,,,,2.8678,,,,,0.4727
1993-09-28,,,,,,,,,,1.0929,,,,,,,,,,3.325,,,,,,,,,,,,,,,,,,,,,,0.1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0662,,,,,,,,,,,,,,,,,0.4305,,,,,,,,0.4476,,,,,,,,,,,,,,,,,,,,,,,,,2.8904,,,0.7657,,,,,,,,,,,,,,1.0174,,,,,,,,,,,,,,,,2.8678,,,,,0.4776
1993-09-29,,,,,,,,,,1.1284,,,,,,,,,,3.3114,,,,,,,,,,,,,,,,,,,,,,0.1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0819,,,,,,,,,,,,,,,,,0.4295,,,,,,,,0.4456,,,,,,,,,,,,,,,,,,,,,,,,,2.9099,,,0.77,,,,,,,,,,,,,,1.0207,,,,,,,,,,,,,,,,2.8762,,,,,0.4791
1993-09-30,,,,,,,,,,1.0957,,,,,,,,,,3.3355,,,,,,,,,,,,,,,,,,,,,,0.1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0979,,,,,,,,,,,,,,,,,0.4302,,,,,,,,0.4505,,,,,,,,,,,,,,,,,,,,,,,,,2.9486,,,0.7728,,,,,,,,,,,,,,1.0272,,,,,,,,,,,,,,,,2.9266,,,,,0.478
1993-10-01,,,,,,,,,,1.1114,,,,,,,,,,3.284,,,,,,,,,,,,,,,,,,,,,,0.1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1292,,,,,,,,,,,,,,,,,0.4269,,,,,,,,0.4565,,,,,,,,,,,,,,,,,,,,,,,,,2.9755,,,0.77,,,,,,,,,,,,,,1.0307,,,,,,,,,,,,,,,,2.9433,,,,,0.4737
1993-10-04,,,,,,,,,,1.1039,,,,,,,,,,3.3421,,,,,,,,,,,,,,,,,,,,,,0.1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0946,,,,,,,,,,,,,,,,,0.4229,,,,,,,,0.4476,,,,,,,,,,,,,,,,,,,,,,,,,2.9564,,,0.7728,,,,,,,,,,,,,,1.0272,,,,,,,,,,,,,,,,2.8928,,,,,0.4678
1993-10-05,,,,,,,,,,1.1016,,,,,,,,,,3.3084,,,,,,,,,,,,,,,,,,,,,,0.1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1165,,,,,,,,,,,,,,,,,0.4305,,,,,,,,0.4521,,,,,,,,,,,,,,,,,,,,,,,,,2.9601,,,0.7797,,,,,,,,,,,,,,1.0406,,,,,,,,,,,,,,,,2.9349,,,,,0.4791
1993-10-06,,,,,,,,,,1.1031,,,,,,,,,,3.3283,,,,,,,,,,,,,,,,,,,,,,0.1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1924,,,,,,,,,,,,,,,,,0.4305,,,,,,,,0.4456,,,,,,,,,,,,,,,,,,,,,,,,,2.9641,,,0.7834,,,,,,,,,,,,,,1.0667,,,,,,,,,,,,,,,,2.9768,,,,,0.478
1993-10-07,,,,,,,,,,1.0929,,,,,,,,,,3.3283,,,,,,,,,,,,,,,,,,,,,,0.1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1449,,,,,,,,,,,,,,,,,0.4344,,,,,,,,0.4419,,,,,,,,,,,,,,,,,,,,,,,,,2.9447,,,0.7797,,,,,,,,,,,,,,1.0699,,,,,,,,,,,,,,,,3.0608,,,,,0.4711
1993-10-08,,,,,,,,,,1.0896,,,,,,,,,,3.3084,,,,,,,,,,,,,,,,,,,,,,0.1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2237,,,,,,,,,,,,,,,,,0.4426,,,,,,,,0.4484,,,,,,,,,,,,,,,,,,,,,,,,,2.9524,,,0.7856,,,,,,,,,,,,,,1.0798,,,,,,,,,,,,,,,,3.1364,,,,,0.4753
1993-10-11,,,,,,,,,,1.0884,,,,,,,,,,3.2671,,,,,,,,,,,,,,,,,,,,,,0.1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2711,,,,,,,,,,,,,,,,,0.4538,,,,,,,,0.4456,,,,,,,,,,,,,,,,,,,,,,,,,2.9794,,,0.7915,,,,,,,,,,,,,,1.0798,,,,,,,,,,,,,,,,3.1191,,,,,0.4758
1993-10-12,,,,,,,,,,1.0884,,,,,,,,,,3.2671,,,,,,,,,,,,,,,,,,,,,,0.1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2711,,,,,,,,,,,,,,,,,0.4538,,,,,,,,0.4456,,,,,,,,,,,,,,,,,,,,,,,,,2.9794,,,0.7915,,,,,,,,,,,,,,1.0798,,,,,,,,,,,,,,,,3.1191,,,,,0.4758
1993-10-13,,,,,,,,,,1.0969,,,,,,,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,0.1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3497,,,,,,,,,,,,,,,,,0.4615,,,,,,,,0.443,,,,,,,,,,,,,,,,,,,,,,,,,3.0105,,,0.7834,,,,,,,,,,,,,,1.0962,,,,,,,,,,,,,,,,3.0944,,,,,0.4791
1993-10-14,,,,,,,,,,1.0979,,,,,,,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,0.1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4035,,,,,,,,,,,,,,,,,0.4674,,,,,,,,0.4484,,,,,,,,,,,,,,,,,,,,,,,,,3.0144,,,0.7947,,,,,,,,,,,,,,1.106,,,,,,,,,,,,,,,,3.1446,,,,,0.478
1993-10-15,,,,,,,,,,1.0929,,,,,,,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,0.1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.476,,,,,,,,,,,,,,,,,0.4761,,,,,,,,0.4565,,,,,,,,,,,,,,,,,,,,,,,,,3.0066,,,0.7968,,,,,,,,,,,,,,1.1193,,,,,,,,,,,,,,,,3.2281,,,,,0.4853
1993-10-18,,,,,,,,,,1.0929,,,,,,,,,,3.2707,,,,,,,,,,,,,,,,,,,,,,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4918,,,,,,,,,,,,,,,,,0.4674,,,,,,,,0.4721,,,,,,,,,,,,,,,,,,,,,,,,,3.0338,,,0.7968,,,,,,,,,,,,,,1.1292,,,,,,,,,,,,,,,,3.304,,,,,0.4846
1993-10-19,,,,,,,,,,1.0918,,,,,,,,,,3.2806,,,,,,,,,,,,,,,,,,,,,,0.1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5041,,,,,,,,,,,,,,,,,0.4649,,,,,,,,0.4677,,,,,,,,,,,,,,,,,,,,,,,,,3.0338,,,0.7994,,,,,,,,,,,,,,1.1127,,,,,,,,,,,,,,,,3.2871,,,,,0.4893
1993-10-20,,,,,,,,,,1.0884,,,,,,,,,,3.3421,,,,,,,,,,,,,,,,,,,,,,0.1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5233,,,,,,,,,,,,,,,,,0.4698,,,,,,,,0.4648,,,,,,,,,,,,,,,,,,,,,,,,,3.0494,,,0.8028,,,,,,,,,,,,,,1.1258,,,,,,,,,,,,,,,,3.3543,,,,,0.4964
1993-10-21,,,,,,,,,,1.0929,,,,,,,,,,3.3625,,,,,,,,,,,,,,,,,,,,,,0.1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5072,,,,,,,,,,,,,,,,,0.4719,,,,,,,,0.4713,,,,,,,,,,,,,,,,,,,,,,,,,3.0765,,,0.8028,,,,,,,,,,,,,,1.1354,,,,,,,,,,,,,,,,3.4297,,,,,0.4991
1993-10-22,,,,,,,,,,1.0992,,,,,,,,,,3.3355,,,,,,,,,,,,,,,,,,,,,,0.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5233,,,,,,,,,,,,,,,,,0.4822,,,,,,,,0.4707,,,,,,,,,,,,,,,,,,,,,,,,,3.1541,,,0.8214,,,,,,,,,,,,,,1.1585,,,,,,,,,,,,,,,,3.4549,,,,,0.5054
1993-10-25,,,,,,,,,,1.0906,,,,,,,,,,3.3084,,,,,,,,,,,,,,,,,,,,,,0.1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5072,,,,,,,,,,,,,,,,,0.4852,,,,,,,,0.4713,,,,,,,,,,,,,,,,,,,,,,,,,3.1268,,,0.8237,,,,,,,,,,,,,,1.1519,,,,,,,,,,,,,,,,3.4129,,,,,0.5035
1993-10-26,,,,,,,,,,1.0992,,,,,,,,,,3.2671,,,,,,,,,,,,,,,,,,,,,,0.1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4162,,,,,,,,,,,,,,,,,0.4822,,,,,,,,0.4745,,,,,,,,,,,,,,,,,,,,,,,,,3.1038,,,0.8214,,,,,,,,,,,,,,1.1387,,,,,,,,,,,,,,,,3.4046,,,,,0.4997
1993-10-27,,,,,,,,,,1.0929,,,,,,,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,0.1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3686,,,,,,,,,,,,,,,,,0.4723,,,,,,,,0.4677,,,,,,,,,,,,,,,,,,,,,,,,,3.0535,,,0.8156,,,,,,,,,,,,,,1.1354,,,,,,,,,,,,,,,,3.3377,,,,,0.4897
