date,IAG,JAZ,IBR,TPZ,CUB,IBE,BKT,AUM,EBR,PHM,AEN,BTO,TRE,TEF,SCH,EXT,NHH,ALB,ROV,HHU,RAD,GPP,OHL,CEP,AMP,LOR,POP,ALM,ECR,EBA,GAS,HIS,MVC,REE,A3T,URB,AMS,SEV,VAL,SCY,GAM,EVA,TRR,CAB,RED,FDR,ACS,TAB,UNI,GRF,IBL,FER,PUL,REP,MEL,ELE,SAB,CRF,ANE,BBV,ACX,ANA,ACE,MAS,ARG,ALT,DRC,NTG,CLN,SYV,MAP,CAN,SAR,BCH,TEM,IDR,CTE,PRS,FOC,AZC,SOL,CEN,HID,SGR,ENC,SAN,UNF,SGC,PRY,CAR,LOG,PMD,MRL,FAD,TL5,VIS,CRI,ARA,BKI,BME,ITX,COL,CIN,ASL,ZEL,TUB,MTS,ZOT,DIA,ABE,AGR,VDR,GES,TPI,CIE,FCC,ENG,CTF,AGS,ABG,URA,SLR,CTG,ACR,FEC
1993-08-04,,,,,,0.4023,0.1402,,,,,,,0.9354,,,,3.2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7197,,,,,,,1.1586,,,,,,,,,,0.4,,,,,,,,,,,,,,,0.7395,,,,,,,,,,2.8762,,,,,,,,,,,,0.4122,,,,,,,,3.7985,,,,,,,,,
1993-08-05,,,,,,0.3985,0.1392,,,,,,,0.9386,,,,3.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7586,,,,,,,1.1539,,,,,,,,,,0.3905,,,,,,,,,,,,,,,0.7418,,,,,,,,,,2.8093,,,,,,,,,,,,0.4097,,,,,,,,3.7604,,,,,,,,,
1993-08-06,,,,,,0.3957,0.1388,,,,,,,0.9452,,,,3.2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7817,,,,,,,1.1539,,,,,,,,,,0.3881,,,,,,,,,,,,,,,0.7404,,,,,,,,,,2.8928,,,,,,,,,,,,0.4109,,,,,,,,3.7702,,,,,,,,,
1993-08-09,,,,,,0.3954,0.1377,,,,,,,0.9386,,,,3.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7857,,,,,,,1.0929,,,,,,,,,,0.3881,,,,,,,,,,,,,,,0.7404,,,,,,,,,,2.8846,,,,,,,,,,,,0.4108,,,,,,,,3.7667,,,,,,,,,
1993-08-10,,,,,,0.4,0.1388,,,,,,,0.9386,,,,3.2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.805,,,,,,,1.0929,,,,,,,,,,0.3881,,,,,,,,,,,,,,,0.7438,,,,,,,,,,2.8678,,,,,,,,,,,,0.4129,,,,,,,,3.8142,,,,,,,,,
1993-08-11,,,,,,0.4,0.1396,,,,,,,0.9354,,,,3.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.805,,,,,,,1.1355,,,,,,,,,,0.3972,,,,,,,,,,,,,,,0.7418,,,,,,,,,,2.8846,,,,,,,,,,,,0.4204,,,,,,,,3.877,,,,,,,,,
1993-08-12,,,,,,0.4014,0.143,,,,,,,0.9485,,,,3.3555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8127,,,,,,,1.1817,,,,,,,,,,0.4083,,,,,,,,,,,,,,,0.7511,,,,,,,,,,2.9517,,,,,,,,,,,,0.4146,,,,,,,,3.8927,,,,,,,,,
1993-08-13,,,,,,0.4052,0.1497,,,,,,,0.9452,,,,3.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8205,,,,,,,1.2025,,,,,,,,,,0.4106,,,,,,,,,,,,,,,0.7511,,,,,,,,,,2.9602,,,,,,,,,,,,0.4204,,,,,,,,4.2554,,,,,,,,,
1993-08-16,,,,,,0.4062,0.1487,,,,,,,0.9452,,,,3.4515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8165,,,,,,,1.2025,,,,,,,,,,0.4083,,,,,,,,,,,,,,,0.7511,,,,,,,,,,2.9683,,,,,,,,,,,,0.4146,,,,,,,,3.9781,,,,,,,,,
1993-08-17,,,,,,0.4095,0.1487,,,,,,,0.9879,,,,3.5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8438,,,,,,,1.2035,,,,,,,,,,0.4068,,,,,,,,,,,,,,,0.7553,,,,,,,,,,3.044,,,,,,,,,,,,0.4307,,,,,,,,4.5355,,,,,,,,,
1993-08-18,,,,,,0.4249,0.15,,,,,,,1.0239,,,,3.5467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8827,,,,,,,1.201,,,,,,,,,,0.4113,,,,,,,,,,,,,,,0.7553,,,,,,,,,,3.1276,,,,,,,,,,,,0.4421,,,,,,,,4.4979,,,,,,,,,
1993-08-19,,,,,,0.4324,0.1503,,,,,,,1.06,,,,3.5126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9136,,,,,,,1.1961,,,,,,,,,,0.4083,,,,,,,,,,,,,,,0.7633,,,,,,,,,,3.0608,,,,,,,,,,,,0.4421,,,,,,,,4.4096,,,,,,,,,
1993-08-20,,,,,,0.4387,0.1507,,,,,,,1.0534,,,,3.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8983,,,,,,,1.1877,,,,,,,,,,0.4083,,,,,,,,,,,,,,,0.77,,,,,,,,,,3.044,,,,,,,,,,,,0.4452,,,,,,,,4.3435,,,,,,,,,
1993-08-23,,,,,,0.4324,0.1502,,,,,,,1.0502,,,,3.3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9136,,,,,,,1.1843,,,,,,,,,,0.4009,,,,,,,,,,,,,,,0.7693,,,,,,,,,,3.044,,,,,,,,,,,,0.4506,,,,,,,,4.3813,,,,,,,,,
1993-08-24,,,,,,0.4375,0.1521,,,,,,,1.0502,,,,3.5126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9331,,,,,,,1.2025,,,,,,,,,,0.4,,,,,,,,,,,,,,,0.7844,,,,,,,,,,3.1364,,,,,,,,,,,,0.4561,,,,,,,,4.4318,,,,,,,,,
1993-08-25,,,,,,0.4421,0.1543,,,,,,,1.0568,,,,3.6149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0144,,,,,,,1.201,,,,,,,,,,0.4044,,,,,,,,,,,,,,,0.7891,,,,,,,,,,3.1276,,,,,,,,,,,,0.4706,,,,,,,,4.5454,,,,,,,,,
1993-08-26,,,,,,0.4397,0.161,,,,,,,1.0636,,,,3.6491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1268,,,,,,,1.1843,,,,,,,,,,0.3993,,,,,,,,,,,,,,,0.8077,,,,,,,,,,3.1024,,,,,,,,,,,,0.4759,,,,,,,,4.5454,,,,,,,,,
1993-08-27,,,,,,0.4434,0.1649,,,,,,,1.06,,,,3.5876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1309,,,,,,,1.1961,,,,,,,,,,0.4157,,,,,,,,,,,,,,,0.8048,,,,,,,,,,3.0862,,,,,,,,,,,,0.4951,,,,,,,,4.5866,,,,,,,,,
1993-08-30,,,,,,0.4414,0.1646,,,,,,,1.0764,,,,3.6149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1194,,,,,,,1.2085,,,,,,,,,,0.4165,,,,,,,,,,,,,,,0.7968,,,,,,,,,,3.0525,,,,,,,,,,,,0.505,,,,,,,,4.7189,,,,,,,,,
1993-08-31,,,,,,0.4344,0.166,,,,,,,1.0731,,,,3.6762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0105,,,,,,,1.2025,,,,,,,,,,0.4456,,,,,,,,,,,,,,,0.7844,,,,,,,,,,2.9768,,,,,,,,,,,,0.483,,,,,,,,4.6649,,,,,,,,,
1993-09-01,,,,,,0.429,0.1565,,,,,,,1.0502,,,,3.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9331,,,,,,,1.1961,,,,,,,,,,0.4565,,,,,,,,,,,,,,,0.7579,,,,,,,,,,2.9014,,,,,,,,,,,,0.4759,,,,,,,,4.4603,,,,,,,,,
1993-09-02,,,,,,0.4372,0.1521,,,,,,,1.0636,,,,3.4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9331,,,,,,,1.1658,,,,,,,,,,0.4721,,,,,,,,,,,,,,,0.7683,,,,,,,,,,2.8762,,,,,,,,,,,,0.4737,,,,,,,,4.4443,,,,,,,,,
1993-09-03,,,,,,0.4305,0.1507,,,,,,,1.0568,,,,3.3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9099,,,,,,,1.1539,,,,,,,,,,0.4713,,,,,,,,,,,,,,,0.7647,,,,,,,,,,2.9349,,,,,,,,,,,,0.4777,,,,,,,,4.3497,,,,,,,,,
1993-09-06,,,,,,0.4333,0.1495,,,,,,,1.0568,,,,3.4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8748,,,,,,,1.155,,,,,,,,,,0.4531,,,,,,,,,,,,,,,0.7541,,,,,,,,,,3.0106,,,,,,,,,,,,0.4777,,,,,,,,4.3184,,,,,,,,,
1993-09-07,,,,,,0.4344,0.1518,,,,,,,1.0636,,,,3.3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9175,,,,,,,1.161,,,,,,,,,,0.4639,,,,,,,,,,,,,,,0.7579,,,,,,,,,,2.9939,,,,,,,,,,,,0.4983,,,,,,,,4.2616,,,,,,,,,
1993-09-08,,,,,,0.4365,0.1509,,,,,,,1.06,,,,3.4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9019,,,,,,,1.1722,,,,,,,,,,0.4625,,,,,,,,,,,,,,,0.7579,,,,,,,,,,2.9602,,,,,,,,,,,,0.4988,,,,,,,,4.208,,,,,,,,,
1993-09-09,,,,,,0.4365,0.1497,,,,,,,1.0502,,,,3.3761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8671,,,,,,,1.155,,,,,,,,,,0.467,,,,,,,,,,,,,,,0.7566,,,,,,,,,,2.9266,,,,,,,,,,,,0.4951,,,,,,,,4.1231,,,,,,,,,
1993-09-10,,,,,,0.4354,0.15,,,,,,,1.0207,,,,3.3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8127,,,,,,,1.1515,,,,,,,,,,0.4639,,,,,,,,,,,,,,,0.752,,,,,,,,,,2.9266,,,,,,,,,,,,0.4886,,,,,,,,4.0033,,,,,,,,,
1993-09-13,,,,,,0.4333,0.1485,,,,,,,1.0009,,,,3.3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7741,,,,,,,1.1369,,,,,,,,,,0.4531,,,,,,,,,,,,,,,0.7532,,,,,,,,,,2.8512,,,,,,,,,,,,0.483,,,,,,,,3.9309,,,,,,,,,
1993-09-14,,,,,,0.4409,0.1502,,,,,,,1.0174,,,,3.3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8165,,,,,,,1.1658,,,,,,,,,,0.458,,,,,,,,,,,,,,,0.7553,,,,,,,,,,2.9014,,,,,,,,,,,,0.4882,,,,,,,,3.9875,,,,,,,,,
1993-09-15,,,,,,0.4324,0.1481,,,,,,,0.9978,,,,3.2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7314,,,,,,,1.132,,,,,,,,,,0.4558,,,,,,,,,,,,,,,0.752,,,,,,,,,,2.9098,,,,,,,,,,,,0.4814,,,,,,,,3.912,,,,,,,,,
1993-09-16,,,,,,0.4324,0.1495,,,,,,,0.9879,,,,3.3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7234,,,,,,,1.1333,,,,,,,,,,0.4521,,,,,,,,,,,,,,,0.7579,,,,,,,,,,2.9349,,,,,,,,,,,,0.4766,,,,,,,,3.9245,,,,,,,,,
1993-09-17,,,,,,0.4344,0.1502,,,,,,,0.9978,,,,3.3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7391,,,,,,,1.1429,,,,,,,,,,0.459,,,,,,,,,,,,,,,0.761,,,,,,,,,,2.9349,,,,,,,,,,,,0.4766,,,,,,,,4.0442,,,,,,,,,
1993-09-20,,,,,,0.4359,0.1552,,,,,,,1.011,,,,3.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8283,,,,,,,1.1658,,,,,,,,,,0.4639,,,,,,,,,,,,,,,0.7728,,,,,,,,,,2.9517,,,,,,,,,,,,0.4812,,,,,,,,4.1231,,,,,,,,,
1993-09-21,,,,,,0.4326,0.1532,,,,,,,1.0045,,,,3.3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8358,,,,,,,1.1658,,,,,,,,,,0.4512,,,,,,,,,,,,,,,0.77,,,,,,,,,,2.918,,,,,,,,,,,,0.4831,,,,,,,,4.0534,,,,,,,,,
1993-09-22,,,,,,0.4302,0.1515,,,,,,,0.9946,,,,3.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7973,,,,,,,1.1515,,,,,,,,,,0.438,,,,,,,,,,,,,,,0.7657,,,,,,,,,,2.8426,,,,,,,,,,,,0.4744,,,,,,,,4.0033,,,,,,,,,
1993-09-23,,,,,,0.4286,0.1501,,,,,,,0.9913,,,,3.2606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.778,,,,,,,1.1419,,,,,,,,,,0.4268,,,,,,,,,,,,,,,0.7579,,,,,,,,,,2.8678,,,,,,,,,,,,0.4758,,,,,,,,3.9401,,,,,,,,,
1993-09-24,,,,,,0.4252,0.1501,,,,,,,0.9913,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7973,,,,,,,1.1419,,,,,,,,,,0.4231,,,,,,,,,,,,,,,0.752,,,,,,,,,,2.8512,,,,,,,,,,,,0.4711,,,,,,,,3.9652,,,,,,,,,
1993-09-27,,,,,,0.4302,0.1523,,,,,,,1.011,,,,3.2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8593,,,,,,,1.1419,,,,,,,,,,0.4344,,,,,,,,,,,,,,,0.7599,,,,,,,,,,2.8678,,,,,,,,,,,,0.4727,,,,,,,,4.0033,,,,,,,,,
1993-09-28,,,,,,0.4305,0.1524,,,,,,,1.0174,,,,3.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8904,,,,,,,1.0929,,,,,,,,,,0.4476,,,,,,,,,,,,,,,0.7657,,,,,,,,,,2.8678,,,,,,,,,,,,0.4776,,,,,,,,4.0662,,,,,,,,,
1993-09-29,,,,,,0.4295,0.1533,,,,,,,1.0207,,,,3.3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9099,,,,,,,1.1284,,,,,,,,,,0.4456,,,,,,,,,,,,,,,0.77,,,,,,,,,,2.8762,,,,,,,,,,,,0.4791,,,,,,,,4.0819,,,,,,,,,
1993-09-30,,,,,,0.4302,0.1517,,,,,,,1.0272,,,,3.3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9486,,,,,,,1.0957,,,,,,,,,,0.4505,,,,,,,,,,,,,,,0.7728,,,,,,,,,,2.9266,,,,,,,,,,,,0.478,,,,,,,,4.0979,,,,,,,,,
1993-10-01,,,,,,0.4269,0.1521,,,,,,,1.0307,,,,3.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9755,,,,,,,1.1114,,,,,,,,,,0.4565,,,,,,,,,,,,,,,0.77,,,,,,,,,,2.9433,,,,,,,,,,,,0.4737,,,,,,,,4.1292,,,,,,,,,
1993-10-04,,,,,,0.4229,0.1528,,,,,,,1.0272,,,,3.3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9564,,,,,,,1.1039,,,,,,,,,,0.4476,,,,,,,,,,,,,,,0.7728,,,,,,,,,,2.8928,,,,,,,,,,,,0.4678,,,,,,,,4.0946,,,,,,,,,
1993-10-05,,,,,,0.4305,0.1533,,,,,,,1.0406,,,,3.3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9601,,,,,,,1.1016,,,,,,,,,,0.4521,,,,,,,,,,,,,,,0.7797,,,,,,,,,,2.9349,,,,,,,,,,,,0.4791,,,,,,,,4.1165,,,,,,,,,
1993-10-06,,,,,,0.4305,0.1541,,,,,,,1.0667,,,,3.3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9641,,,,,,,1.1031,,,,,,,,,,0.4456,,,,,,,,,,,,,,,0.7834,,,,,,,,,,2.9768,,,,,,,,,,,,0.478,,,,,,,,4.1924,,,,,,,,,
1993-10-07,,,,,,0.4344,0.1562,,,,,,,1.0699,,,,3.3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9447,,,,,,,1.0929,,,,,,,,,,0.4419,,,,,,,,,,,,,,,0.7797,,,,,,,,,,3.0608,,,,,,,,,,,,0.4711,,,,,,,,4.1449,,,,,,,,,
1993-10-08,,,,,,0.4426,0.1551,,,,,,,1.0798,,,,3.3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9524,,,,,,,1.0896,,,,,,,,,,0.4484,,,,,,,,,,,,,,,0.7856,,,,,,,,,,3.1364,,,,,,,,,,,,0.4753,,,,,,,,4.2237,,,,,,,,,
1993-10-11,,,,,,0.4538,0.1574,,,,,,,1.0798,,,,3.2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9794,,,,,,,1.0884,,,,,,,,,,0.4456,,,,,,,,,,,,,,,0.7915,,,,,,,,,,3.1191,,,,,,,,,,,,0.4758,,,,,,,,4.2711,,,,,,,,,
1993-10-12,,,,,,0.4538,0.1574,,,,,,,1.0798,,,,3.2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9794,,,,,,,1.0884,,,,,,,,,,0.4456,,,,,,,,,,,,,,,0.7915,,,,,,,,,,3.1191,,,,,,,,,,,,0.4758,,,,,,,,4.2711,,,,,,,,,
1993-10-13,,,,,,0.4615,0.1583,,,,,,,1.0962,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0105,,,,,,,1.0969,,,,,,,,,,0.443,,,,,,,,,,,,,,,0.7834,,,,,,,,,,3.0944,,,,,,,,,,,,0.4791,,,,,,,,4.3497,,,,,,,,,
1993-10-14,,,,,,0.4674,0.1598,,,,,,,1.106,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0144,,,,,,,1.0979,,,,,,,,,,0.4484,,,,,,,,,,,,,,,0.7947,,,,,,,,,,3.1446,,,,,,,,,,,,0.478,,,,,,,,4.4035,,,,,,,,,
1993-10-15,,,,,,0.4761,0.1627,,,,,,,1.1193,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0066,,,,,,,1.0929,,,,,,,,,,0.4565,,,,,,,,,,,,,,,0.7968,,,,,,,,,,3.2281,,,,,,,,,,,,0.4853,,,,,,,,4.476,,,,,,,,,
1993-10-18,,,,,,0.4674,0.164,,,,,,,1.1292,,,,3.2707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0338,,,,,,,1.0929,,,,,,,,,,0.4721,,,,,,,,,,,,,,,0.7968,,,,,,,,,,3.304,,,,,,,,,,,,0.4846,,,,,,,,4.4918,,,,,,,,,
1993-10-19,,,,,,0.4649,0.1632,,,,,,,1.1127,,,,3.2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0338,,,,,,,1.0918,,,,,,,,,,0.4677,,,,,,,,,,,,,,,0.7994,,,,,,,,,,3.2871,,,,,,,,,,,,0.4893,,,,,,,,4.5041,,,,,,,,,
1993-10-20,,,,,,0.4698,0.1672,,,,,,,1.1258,,,,3.3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0494,,,,,,,1.0884,,,,,,,,,,0.4648,,,,,,,,,,,,,,,0.8028,,,,,,,,,,3.3543,,,,,,,,,,,,0.4964,,,,,,,,4.5233,,,,,,,,,
1993-10-21,,,,,,0.4719,0.1713,,,,,,,1.1354,,,,3.3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0765,,,,,,,1.0929,,,,,,,,,,0.4713,,,,,,,,,,,,,,,0.8028,,,,,,,,,,3.4297,,,,,,,,,,,,0.4991,,,,,,,,4.5072,,,,,,,,,
1993-10-22,,,,,,0.4822,0.1754,,,,,,,1.1585,,,,3.3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1541,,,,,,,1.0992,,,,,,,,,,0.4707,,,,,,,,,,,,,,,0.8214,,,,,,,,,,3.4549,,,,,,,,,,,,0.5054,,,,,,,,4.5233,,,,,,,,,
1993-10-25,,,,,,0.4852,0.1735,,,,,,,1.1519,,,,3.3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1268,,,,,,,1.0906,,,,,,,,,,0.4713,,,,,,,,,,,,,,,0.8237,,,,,,,,,,3.4129,,,,,,,,,,,,0.5035,,,,,,,,4.5072,,,,,,,,,
1993-10-26,,,,,,0.4822,0.1739,,,,,,,1.1387,,,,3.2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1038,,,,,,,1.0992,,,,,,,,,,0.4745,,,,,,,,,,,,,,,0.8214,,,,,,,,,,3.4046,,,,,,,,,,,,0.4997,,,,,,,,4.4162,,,,,,,,,
1993-10-27,,,,,,0.4723,0.1728,,,,,,,1.1354,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0535,,,,,,,1.0929,,,,,,,,,,0.4677,,,,,,,,,,,,,,,0.8156,,,,,,,,,,3.3377,,,,,,,,,,,,0.4897,,,,,,,,4.3686,,,,,,,,,
1993-10-28,,,,,,0.477,0.1753,,,,,,,1.1489,,,,3.2292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1076,,,,,,,1.0992,,,,,,,,,,0.4735,,,,,,,,,,,,,,,0.8214,,,,,,,,,,3.4297,,,,,,,,,,,,0.4893,,,,,,,,4.4949,,,,,,,,,
1993-10-29,,,,,,0.4813,0.1752,,,,,,,1.1554,,,,3.2292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1309,,,,,,,1.105,,,,,,,,,,0.4616,,,,,,,,,,,,,,,0.8189,,,,,,,,,,3.3795,,,,,,,,,,,,0.4991,,,,,,,,4.4949,,,,,,,,,
1993-11-02,,,,,,0.4839,0.1737,,,,,,,1.1489,,,,3.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0997,,,,,,,1.1174,,,,,,,,,,0.4648,,,,,,,,,,,,,,,0.8185,,,,,,,,,,3.4213,,,,,,,,,,,,0.5021,,,,,,,,4.4443,,,,,,,,,
1993-11-03,,,,,,0.4839,0.1736,,,,,,,1.1554,,,,3.2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0997,,,,,,,1.1078,,,,,,,,,,0.4752,,,,,,,,,,,,,,,0.8185,,,,,,,,,,3.4968,,,,,,,,,,,,0.4997,,,,,,,,4.4888,,,,,,,,,
1993-11-04,,,,,,0.4774,0.1724,,,,,,,1.142,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0919,,,,,,,1.109,,,,,,,,,,0.4677,,,,,,,,,,,,,,,0.8203,,,,,,,,,,3.6396,,,,,,,,,,,,0.4929,,,,,,,,4.4257,,,,,,,,,
1993-11-05,,,,,,0.4693,0.1681,,,,,,,1.1127,,,,3.2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0221,,,,,,,1.0822,,,,,,,,,,0.4521,,,,,,,,,,,,,,,0.8072,,,,,,,,,,3.4885,,,,,,,,,,,,0.4834,,,,,,,,4.2554,,,,,,,,,
1993-11-08,,,,,,0.4693,0.1681,,,,,,,1.106,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0262,,,,,,,1.0929,,,,,,,,,,0.4551,,,,,,,,,,,,,,,0.8082,,,,,,,,,,3.4885,,,,,,,,,,,,0.4893,,,,,,,,4.3971,,,,,,,,,
1993-11-09,,,,,,0.4731,0.1681,,,,,,,1.1159,,,,3.2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0262,,,,,,,1.0929,,,,,,,,,,0.4573,,,,,,,,,,,,,,,0.8093,,,,,,,,,,3.5719,,,,,,,,,,,,0.4889,,,,,,,,4.3971,,,,,,,,,
1993-11-10,,,,,,0.4727,0.1669,,,,,,,1.1193,,,,3.1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,,,,,,1.1007,,,,,,,,,,0.4653,,,,,,,,,,,,,,,0.8045,,,,,,,,,,3.5219,,,,,,,,,,,,0.4853,,,,,,,,4.3371,,,,,,,,,
1993-11-11,,,,,,0.4659,0.1677,,,,,,,1.1092,,,,3.1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0725,,,,,,,1.0929,,,,,,,,,,0.4565,,,,,,,,,,,,,,,0.7991,,,,,,,,,,3.4885,,,,,,,,,,,,0.4889,,,,,,,,4.3121,,,,,,,,,
1993-11-12,,,,,,0.4601,0.1672,,,,,,,1.1028,,,,3.1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1389,,,,,,,1.0929,,,,,,,,,,0.4639,,,,,,,,,,,,,,,0.7965,,,,,,,,,,3.4968,,,,,,,,,,,,0.4889,,,,,,,,4.3813,,,,,,,,,
1993-11-15,,,,,,0.4626,0.1705,,,,,,,1.1127,,,,3.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1697,,,,,,,1.1125,,,,,,,,,,0.4677,,,,,,,,,,,,,,,0.7965,,,,,,,,,,3.4714,,,,,,,,,,,,0.4914,,,,,,,,4.3564,,,,,,,,,
1993-11-16,,,,,,0.4665,0.1713,,,,,,,1.1193,,,,3.0992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1774,,,,,,,1.1151,,,,,,,,,,0.4752,,,,,,,,,,,,,,,0.8093,,,,,,,,,,3.5134,,,,,,,,,,,,0.4951,,,,,,,,4.4096,,,,,,,,,
1993-11-17,,,,,,0.4761,0.1728,,,,,,,1.142,,,,3.1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2124,,,,,,,1.1114,,,,,,,,,,0.4752,,,,,,,,,,,,,,,0.8129,,,,,,,,,,3.5219,,,,,,,,,,,,0.5002,,,,,,,,4.476,,,,,,,,,
1993-11-18,,,,,,0.4723,0.1713,,,,,,,1.142,,,,3.1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2162,,,,,,,1.1125,,,,,,,,,,0.4625,,,,,,,,,,,,,,,0.8093,,,,,,,,,,3.5303,,,,,,,,,,,,0.5002,,,,,,,,4.3655,,,,,,,,,
1993-11-19,,,,,,0.4795,0.1681,,,,,,,1.1455,,,,3.1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1967,,,,,,,1.0992,,,,,,,,,,0.4639,,,,,,,,,,,,,,,0.8045,,,,,,,,,,3.4714,,,,,,,,,,,,0.4929,,,,,,,,4.3279,,,,,,,,,
