date,IAG,JAZ,IBR,TPZ,CUB,IBE,BKT,AUM,EBR,PHM,AEN,BTO,TRE,TEF,SCH,EXT,NHH,ALB,ROV,HHU,RAD,GPP,OHL,CEP,AMP,LOR,POP,ALM,ECR,EBA,GAS,HIS,MVC,REE,A3T,URB,AMS,SEV,VAL,SCY,GAM,EVA,TRR,CAB,RED,FDR,ACS,TAB,UNI,GRF,IBL,FER,PUL,REP,MEL,ELE,SAB,CRF,ANE,BBV,ACX,ANA,ACE,MAS,ARG,ALT,DRC,NTG,CLN,SYV,MAP,CAN,SAR,BCH,TEM,IDR,CTE,PRS,FOC,AZC,SOL,CEN,HID,SGR,ENC,SAN,UNF,SGC,PRY,CAR,LOG,PMD,MRL,FAD,TL5,VIS,CRI,ARA,BKI,BME,ITX,COL,CIN,ASL,ZEL,TUB,MTS,ZOT,DIA,ABE,AGR,VDR,GES,TPI,CIE,FCC,ENG,CTF,AGS,ABG,URA,SLR,CTG,ACR,FEC
2001-07-25,,,,,,1.7768,0.8077,,,,,,,5.4842,,,8.9873,18.2127,,,,,,,,,,,,,,,,1.2793,,,,,,,,,,,,,5.1175,,,,,,,8.7693,,,,,,5.8768,4.2858,25.4207,,,,,,,,,,,,,,6.3683,,148.8754,,,,,,,,,,,,,,,,,,,,,,,2.7955,,,,,,,,,,,,,,,10.7287,,,,,,,,,
2001-07-26,,,,,,1.7709,0.8273,,,,,,,5.6175,,,9.0514,17.9871,,,,,,,,,,,,,,,,1.2793,,,,,,,,,,,,,5.1946,,,,,,,8.855,,,,,,5.8812,4.2954,25.5057,,,,,,,,,,,,,,6.4638,,151.2338,,,,,,,,,,,,,,,,,,,,,,,2.7955,,,,,,,,,,,,,,,10.8188,,,,,,,,,
2001-07-27,,,,,,1.7589,0.8246,,,,,,,5.5676,,,9.1869,17.7615,,,,,,,,,,,,,,,,1.2945,,,,,,,,,,,,,5.2246,,,,,,,8.9121,,,,,,5.7774,4.3106,25.4814,,,,,,,,,,,,,,6.6958,,155.5084,,,,,,,,,,,,,,,,,,,,,,,2.7801,,,,,,,,,,,,,,,10.7872,,,,,,,,,
2001-07-30,,,,,,1.7949,0.8433,,,,,,,5.7675,,,9.2369,18.3802,,,,,,,,,,,,,,,,1.3067,,,,,,,,,,,,,5.2494,,,,,,,8.9361,,,,,,5.894,4.3585,26.0261,,,,,,,,,,,,,,6.7573,,162.1416,,,,,,,,,,,,,,,,,,,,,,,2.8078,,,,,,,,,,,,,,,10.9765,,,,,,,,,
2001-07-31,,,,,,1.7972,0.8284,,,,,,,5.7966,,,9.3081,18.2415,,,,,,,,,,,,,,,,1.2793,,,,,,,,,,,,,5.2669,,,,,,,9.0074,,,,,,6.0495,4.341,26.3288,,,,,,,,,,,,,,6.8256,,166.5636,,,,,,,,,,,,,,,,,,,,,,,2.8545,,,,,,,,,,,,,,,10.9449,,,,,,,,,
2001-08-01,,,,,,1.8068,0.8387,,,,,,,5.8883,,,9.4007,18.0597,,,,,,,,,,,,,,,,1.2822,,,,,,,,,,,,,5.235,,,,,,,9.0313,,,,,,6.1623,4.3833,25.9354,,,,,,,,,,,,,,6.7232,,176.292,,,,,,,,,,,,,,,,,,,,,,,2.873,,,,,,,,,,,,,,,10.8188,,,,,,,,,
2001-08-02,,,,,,1.8031,0.8499,,,,,,,5.9299,,,9.4933,18.5329,,,,,,,,,,,,,,,,1.2906,,,,,,,,,,,,,5.3368,,,,,,,8.9836,,,,,,6.1493,4.4302,26.1774,,,,,,,,,,,,,,6.7573,,182.4828,,,,,,,,,,,,,,,,,,,,,,,2.9273,,,,,,,,,,,,,,,10.8594,,,,,,,,,
2001-08-03,,,,,,1.784,0.8458,,,,,,,5.8922,,,9.5432,18.6929,,,,,,,,,,,,,,,,1.2919,,,,,,,,,,,,,5.4071,,,,,,,8.874,,,,,,6.0801,4.4644,26.4921,,,,,,,,,,,,,,6.7708,,182.7776,,,,,,,,,,,,,,,,,,,,,,,2.9788,,,,,,,,,,,,,,,11.0216,,,,,,,,,
2001-08-06,,,,,,1.7949,0.8499,,,,,,,5.909,,,9.479,18.8461,,,,,,,,,,,,,,,,1.2955,,,,,,,,,,,,,5.4333,,,,,,,8.8265,,,,,,6.2055,4.4781,26.5952,,,,,,,,,,,,,,6.8392,,181.5985,,,,,,,,,,,,,,,,,,,,,,,2.9803,,,,,,,,,,,,,,,11.0848,,,,,,,,,
2001-08-07,,,,,,1.8068,0.8387,,,,,,,5.8299,,,9.3651,18.715,,,,,,,,,,,,,,,,1.2982,,,,,,,,,,,,,5.4547,,,,,,,8.731,,,,,,6.1449,4.5124,26.365,,,,,,,,,,,,,,6.7369,,175.7025,,,,,,,,,,,,,,,,,,,,,,,2.982,,,,,,,,,,,,,,,11.1569,,,,,,,,,
2001-08-08,,,,,,1.8127,0.8393,,,,,,,5.6466,,,9.2582,18.5768,,,,,,,,,,,,,,,,1.2732,,,,,,,,,,,,,5.4652,,,,,,,8.6738,,,,,,6.0366,4.5113,26.6011,,,,,,,,,,,,,,6.689,,172.4597,,,,,,,,,,,,,,,,,,,,,,,2.9727,,,,,,,,,,,,,,,11.1341,,,,,,,,,
2001-08-09,,,,,,1.8031,0.8291,,,,,,,5.4633,,,9.1583,18.2272,,,,,,,,,,,,,,,,1.2683,,,,,,,,,,,,,5.486,,,,,,,8.531,,,,,,5.9155,4.4509,26.583,,,,,,,,,,,,,,6.6208,,174.9654,,,,,,,,,,,,,,,,,,,,,,,2.9432,,,,,,,,,,,,,,,11.1028,,,,,,,,,
2001-08-10,,,,,,1.8031,0.8208,,,,,,,5.2592,,,8.9802,18.4454,,,,,,,,,,,,,,,,1.2597,,,,,,,,,,,,,5.5301,,,,,,,8.5116,,,,,,5.8812,4.4302,26.6314,,,,,,,,,,,,,,6.491,,174.6706,,,,,,,,,,,,,,,,,,,,,,,2.9351,,,,,,,,,,,,,,,11.2695,,,,,,,,,
2001-08-13,,,,,,1.8068,0.8338,,,,,,,5.4592,,,9.1227,18.4895,,,,,,,,,,,,,,,,1.2709,,,,,,,,,,,,,5.5475,,,,,,,8.6215,,,,,,5.9113,4.4836,26.6314,,,,,,,,,,,,,,6.5664,,176.8817,,,,,,,,,,,,,,,,,,,,,,,2.9477,,,,,,,,,,,,,,,11.3145,,,,,,,,,
2001-08-14,,,,,,1.8343,0.8338,,,,,,,5.6133,,,9.2225,18.6349,,,,,,,,,,,,,,,,1.2696,,,,,,,,,,,,,5.5828,,,,,,,8.6024,,,,,,6.0973,4.4987,26.6314,,,,,,,,,,,,,,6.6412,,177.1763,,,,,,,,,,,,,,,,,,,,,,,2.9523,,,,,,,,,,,,,,,11.3145,,,,,,,,,
2001-08-16,,,,,,1.8058,0.8208,,,,,,,5.4592,,,9.1656,18.2784,,,,,,,,,,,,,,,,1.2608,,,,,,,,,,,,,5.4949,,,,,,,8.5785,,,,,,5.946,4.3957,26.4316,,,,,,,,,,,,,,6.7573,,171.87,,,,,,,,,,,,,,,,,,,,,,,2.9742,,,,,,,,,,,,,,,11.1341,,,,,,,,,
2001-08-17,,,,,,1.8127,0.8281,,,,,,,5.3511,,,9.1441,17.5576,,,,,,,,,,,,,,,,1.2574,,,,,,,,,,,,,5.4246,,,,,,,8.531,,,,,,5.7989,4.3613,26.2381,,,,,,,,,,,,,,6.7027,,168.0376,,,,,,,,,,,,,,,,,,,,,,,3.0581,,,,,,,,,,,,,,,11.1569,,,,,,,,,
2001-08-20,,,,,,1.8127,0.8338,,,,,,,5.3095,,,9.0872,17.7615,,,,,,,,,,,,,,,,1.2597,,,,,,,,,,,,,5.4442,,,,,,,8.5785,,,,,,5.7948,4.3544,26.5709,,,,,,,,,,,,,,6.7232,,166.5636,,,,,,,,,,,,,,,,,,,,,,,2.9679,,,,,,,,,,,,,,,11.2695,,,,,,,,,
2001-08-21,,,,,,1.8009,0.835,,,,,,,5.2635,,,9.0943,17.9798,,,,,,,,,,,,,,,,1.2623,,,,,,,,,,,,,5.4142,,,,,,,8.6977,,,,,,5.8378,4.3792,26.45,,,,,,,,,,,,,,6.7232,,167.5953,,,,,,,,,,,,,,,,,,,,,,,2.96,,,,,,,,,,,,,,,11.1974,,,,,,,,,
2001-08-22,,,,,,1.8189,0.8407,,,,,,,5.2969,,,9.0872,18.2855,,,,,,,,,,,,,,,,1.2831,,,,,,,,,,,,,5.4372,,,,,,,8.9121,,,,,,5.9763,4.3957,26.6314,,,,,,,,,,,,,,6.7914,,166.1214,,,,,,,,,,,,,,,,,,,,,,,2.9974,,,,,,,,,,,,,,,11.4047,,,,,,,,,
2001-08-23,,,,,,1.8163,0.8493,,,,,,,5.4134,,,9.2653,18.1766,,,,,,,,,,,,,,,,1.2906,,,,,,,,,,,,,5.4423,,,,,,,8.998,,,,,,6.0539,4.3473,26.6314,,,,,,,,,,,,,,6.4843,,169.0694,,,,,,,,,,,,,,,,,,,,,,,2.9974,,,,,,,,,,,,,,,11.6662,,,,,,,,,
2001-08-24,,,,,,1.8308,0.8604,,,,,,,5.5799,,,9.1798,18.4527,,,,,,,,,,,,,,,,1.2906,,,,,,,,,,,,,5.4423,,,,,,,9.041,,,,,,6.1403,4.3957,26.928,,,,,,,,,,,,,,6.3819,,173.9337,,,,,,,,,,,,,,,,,,,,,,,3.0286,,,,,,,,,,,,,,,11.6033,,,,,,,,,
2001-08-27,,,,,,1.8189,0.8499,,,,,,,5.5425,,,9.1798,18.0817,,,,,,,,,,,,,,,,1.2747,,,,,,,,,,,,,5.351,,,,,,,9.0074,,,,,,6.1666,4.3887,26.6314,,,,,,,,,,,,,,6.3204,,171.87,,,,,,,,,,,,,,,,,,,,,,,2.9989,,,,,,,,,,,,,,,11.4498,,,,,,,,,
2001-08-28,,,,,,1.8044,0.8445,,,,,,,5.3593,,,9.2511,17.9721,,,,,,,,,,,,,,,,1.2769,,,,,,,,,,,,,5.351,,,,,,,8.9121,,,,,,6.0539,4.423,26.6314,,,,,,,,,,,,,,6.2113,,168.9221,,,,,,,,,,,,,,,,,,,,,,,3.0256,,,,,,,,,,,,,,,11.5491,,,,,,,,,
2001-08-29,,,,,,1.8105,0.8517,,,,,,,5.4342,,,9.194,18.0887,,,,,,,,,,,,,,,,1.2847,,,,,,,,,,,,,5.3545,,,,,,,8.8645,,,,,,6.1189,4.4971,26.6677,,,,,,,,,,,,,,6.2249,,173.6388,,,,,,,,,,,,,,,,,,,,,,,2.9974,,,,,,,,,,,,,,,11.4273,,,,,,,,,
2001-08-30,,,,,,1.7793,0.831,,,,,,,5.2886,,,9.0943,17.6228,,,,,,,,,,,,,,,,1.2721,,,,,,,,,,,,,5.3193,,,,,,,8.7786,,,,,,5.9507,4.4108,26.4801,,,,,,,,,,,,,,6.218,,168.0376,,,,,,,,,,,,,,,,,,,,,,,2.9197,,,,,,,,,,,,,,,11.2695,,,,,,,,,
2001-08-31,,,,,,1.8044,0.8431,,,,,,,5.3218,,,9.1583,17.6086,,,,,,,,,,,,,,,,1.287,,,,,,,,,,,,,5.2983,,,,,,,8.8407,,,,,,6.1403,4.3274,26.934,,,,,,,,,,,,,,6.3068,,173.9337,,,,,,,,,,,,,,,,,,,,,,,2.9896,,,,,,,,,,,,,,,11.2246,,,,,,,,,
2001-09-03,,,,,,1.8058,0.837,,,,,,,5.1011,,,9.2511,17.2735,,,,,,,,,,,,,,,,1.2769,,,,,,,,,,,,,5.3193,,,,,,,8.7499,,,,,,5.9589,4.2996,26.6314,,,,,,,,,,,,,,6.1226,,168.0376,,,,,,,,,,,,,,,,,,,,,,,2.9414,,,,,,,,,,,,,,,11.328,,,,,,,,,
2001-09-04,,,,,,1.8127,0.8368,,,,,,,5.2886,,,9.194,17.4632,,,,,,,,,,,,,,,,1.2847,,,,,,,,,,,,,5.2526,,,,,,,8.8453,,,,,,6.0758,4.3134,26.0807,,,,,,,,,,,,,,6.1361,,164.205,,,,,,,,,,,,,,,,,,,,,,,2.9662,,,,,,,,,,,,,,,11.2922,,,,,,,,,
2001-09-05,,,,,,1.8224,0.8275,,,,,,,5.0804,,,8.9802,16.7422,,,,,,,,,,,,,,,,1.2769,,,,,,,,,,,,,5.2141,,,,,,,8.7074,,,,,,5.9244,4.2996,25.7236,,,,,,,,,,,,,,5.9723,,160.815,,,,,,,,,,,,,,,,,,,,,,,2.9351,,,,,,,,,,,,,,,11.2246,,,,,,,,,
2001-09-06,,,,,,1.8127,0.8174,,,,,,,4.789,,,8.6595,16.1599,,,,,,,,,,,,,,,,1.2721,,,,,,,,,,,,,5.1104,,,,,,,8.5929,,,,,,5.7732,4.3134,25.0579,,,,,,,,,,,,,,5.5423,,156.2454,,,,,,,,,,,,,,,,,,,,,,,2.8887,,,,,,,,,,,,,,,11.2695,,,,,,,,,
2001-09-07,,,,,,1.8429,0.7993,,,,,,,4.5221,,,8.3743,15.7958,,,,,,,,,,,,,,,,1.2623,,,,,,,,,,,,,4.9419,,,,,,,8.4354,,,,,,5.6216,4.2582,24.392,,,,,,,,,,,,,,5.4332,,145.7798,,,,,,,,,,,,,,,,,,,,,,,2.8746,,,,,,,,,,,,,,,10.8638,,,,,,,,,
2001-09-10,,,,,,1.8549,0.8022,,,,,,,4.6222,,,8.2676,15.723,,,,,,,,,,,,,,,,1.2559,,,,,,,,,,,,,4.7049,,,,,,,8.4021,,,,,,5.5742,4.341,24.398,,,,,,,,,,,,,,5.3581,,141.9476,,,,,,,,,,,,,,,,,,,,,,,2.8578,,,,,,,,,,,,,,,10.6611,,,,,,,,,
2001-09-11,,,,,,1.7961,0.7534,,,,,,,4.3514,,,6.8136,14.5585,,,,,,,,,,,,,,,,1.2163,,,,,,,,,,,,,4.547,,,,,,,8.7882,,,,,,5.3795,3.93,23.0,,,,,,,,,,,,,,4.9894,,137.0832,,,,,,,,,,,,,,,,,,,,,,,2.5626,,,,,,,,,,,,,,,9.782,,,,,,,,,
2001-09-12,,,,,,1.8068,0.7509,,,,,,,4.4973,,,6.4715,15.2865,,,,,,,,,,,,,,,,1.2163,,,,,,,,,,,,,4.6172,,,,,,,8.4307,,,,,,5.2717,4.0878,23.8411,,,,,,,,,,,,,,5.3922,,138.5572,,,,,,,,,,,,,,,,,,,,,,,2.6249,,,,,,,,,,,,,,,10.1875,,,,,,,,,
2001-09-13,,,,,,1.8258,0.7607,,,,,,,4.5389,,,6.3432,14.9955,,,,,,,,,,,,,,,,1.2163,,,,,,,,,,,,,4.8453,,,,,,,8.3784,,,,,,5.2237,3.9384,24.059,,,,,,,,,,,,,,5.5219,,135.6094,,,,,,,,,,,,,,,,,,,,,,,2.6324,,,,,,,,,,,,,,,10.368,,,,,,,,,
2001-09-14,,,,,,1.7532,0.7347,,,,,,,4.21,,,6.1295,14.2671,,,,,,,,,,,,,,,,1.1963,,,,,,,,,,,,,4.6522,,,,,,,8.1878,,,,,,4.8215,3.7419,23.2116,,,,,,,,,,,,,,5.3581,,129.7132,,,,,,,,,,,,,,,,,,,,,,,2.6324,,,,,,,,,,,,,,,10.1427,,,,,,,,,
2001-09-17,,,,,,1.7268,0.7317,,,,,,,4.5596,,,5.8728,14.7406,,,,,,,,,,,,,,,,1.1974,,,,,,,,,,,,,4.4328,,,,,,,8.1636,,,,,,4.9729,3.5712,22.8486,,,,,,,,,,,,,,5.7335,,121.7535,,,,,,,,,,,,,,,,,,,,,,,2.5938,,,,,,,,,,,,,,,9.8813,,,,,,,,,
2001-09-18,,,,,,1.7016,0.7143,,,,,,,4.6141,,,5.944,14.1218,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,4.3853,,,,,,,8.0449,,,,,,4.93,3.5756,22.5157,,,,,,,,,,,,,,5.6036,,114.9733,,,,,,,,,,,,,,,,,,,,,,,2.5626,,,,,,,,,,,,,,,9.692,,,,,,,,,
2001-09-19,,,,,,1.6821,0.6802,,,,,,,4.6183,,,6.0225,14.0854,,,,,,,,,,,,,,,,1.1727,,,,,,,,,,,,,4.3097,,,,,,,7.6014,,,,,,4.7052,3.511,22.546,,,,,,,,,,,,,,5.4809,,112.7621,,,,,,,,,,,,,,,,,,,,,,,2.5858,,,,,,,,,,,,,,,9.4124,,,,,,,,,
2001-09-20,,,,,,1.6812,0.6251,,,,,,,4.6222,,,5.816,13.6486,,,,,,,,,,,,,,,,1.1418,,,,,,,,,,,,,3.9817,,,,,,,7.2297,,,,,,4.4413,3.2625,22.1827,,,,,,,,,,,,,,5.2897,,103.4758,,,,,,,,,,,,,,,,,,,,,,,2.5997,,,,,,,,,,,,,,,9.0877,,,,,,,,,
2001-09-21,,,,,,1.6691,0.5724,,,,,,,4.685,,,5.7017,13.0446,,,,,,,,,,,,,,,,1.1332,,,,,,,,,,,,,3.7304,,,,,,,6.7962,,,,,,4.1083,3.297,22.3644,,,,,,,,,,,,,,5.3787,,95.8109,,,,,,,,,,,,,,,,,,,,,,,2.3761,,,,,,,,,,,,,,,9.0834,,,,,,,,,
2001-09-24,,,,,,1.6763,0.6012,,,,,,,4.9139,,,6.0153,13.3937,,,,,,,,,,,,,,,,1.1529,,,,,,,,,,,,,3.9658,,,,,,,7.0154,,,,,,4.5621,3.415,22.3946,,,,,,,,,,,,,,5.6311,,103.1809,,,,,,,,,,,,,,,,,,,,,,,2.6681,,,,,,,,,,,,,,,9.9171,,,,,,,,,
2001-09-25,,,,,,1.6752,0.6295,,,,,,,4.9095,,,6.1365,14.9592,,,,,,,,,,,,,,,,1.1778,,,,,,,,,,,,,4.3887,,,,,,,7.0726,,,,,,4.6705,3.5712,22.3946,,,,,,,,,,,,,,5.4742,,105.392,,,,,,,,,,,,,,,,,,,,,,,2.7924,,,,,,,,,,,,,,,9.7461,,,,,,,,,
2001-09-26,,,,,,1.6523,0.6469,,,,,,,4.9053,,,6.1295,14.704,,,,,,,,,,,,,,,,1.1705,,,,,,,,,,,,,4.3887,,,,,,,7.1296,,,,,,4.7355,3.6402,22.3341,,,,,,,,,,,,,,5.4536,,110.1088,,,,,,,,,,,,,,,,,,,,,,,2.9214,,,,,,,,,,,,,,,9.7188,,,,,,,,,
2001-09-27,,,,,,1.7112,0.6563,,,,,,,4.9429,,,6.1863,15.1409,,,,,,,,,,,,,,,,1.179,,,,,,,,,,,,,4.3624,,,,,,,7.373,,,,,,4.8432,3.5963,22.6971,,,,,,,,,,,,,,5.3239,,108.34,,,,,,,,,,,,,,,,,,,,,,,2.8035,,,,,,,,,,,,,,,9.7368,,,,,,,,,
2001-09-28,,,,,,1.789,0.6683,,,,,,,5.0556,,,6.8776,15.1409,,,,,,,,,,,,,,,,1.1753,,,,,,,,,,,,,4.6329,,,,,,,7.5301,,,,,,4.8867,3.7226,22.5521,,,,,,,,,,,,,,5.4604,,116.4472,,,,,,,,,,,,,,,,,,,,,,,2.873,,,,,,,,,,,,,,,9.6016,,,,,,,,,
2001-10-01,,,,,,1.7709,0.6614,,,,,,,4.9763,,,6.7709,15.3737,,,,,,,,,,,,,,,,1.1453,,,,,,,,,,,,,4.4942,,,,,,,7.3634,,,,,,4.7785,3.7828,23.0,,,,,,,,,,,,,,5.4126,,113.4991,,,,,,,,,,,,,,,,,,,,,,,2.8887,,,,,,,,,,,,,,,10.0524,,,,,,,,,
2001-10-02,,,,,,1.7818,0.6609,,,,,,,5.0178,,,6.7709,15.3737,,,,,,,,,,,,,,,,1.1914,,,,,,,,,,,,,4.554,,,,,,,7.5779,,,,,,4.895,3.9149,23.2843,,,,,,,,,,,,,,5.3787,,112.9093,,,,,,,,,,,,,,,,,,,,,,,2.8141,,,,,,,,,,,,,,,10.368,,,,,,,,,
2001-10-03,,,,,,1.7818,0.6603,,,,,,,4.9387,,,6.6924,15.2865,,,,,,,,,,,,,,,,1.179,,,,,,,,,,,,,4.4224,,,,,,,7.373,,,,,,4.8867,3.8737,23.4841,,,,,,,,,,,,,,5.4468,,110.2562,,,,,,,,,,,,,,,,,,,,,,,2.7179,,,,,,,,,,,,,,,10.1606,,,,,,,,,
2001-10-04,,,,,,1.783,0.6753,,,,,,,5.0595,,,6.7709,15.541,,,,,,,,,,,,,,,,1.1866,,,,,,,,,,,,,4.3712,,,,,,,7.5159,,,,,,5.1893,3.9835,23.5927,,,,,,,,,,,,,,5.6311,,120.132,,,,,,,,,,,,,,,,,,,,,,,2.7955,,,,,,,,,,,,,,,9.9622,,,,,,,,,
2001-10-05,,,,,,1.7517,0.6511,,,,,,,4.768,,,6.7709,15.3954,,,,,,,,,,,,,,,,1.1764,,,,,,,,,,,,,4.4592,,,,,,,7.0298,,,,,,4.93,4.1056,23.3328,,,,,,,,,,,,,,5.351,,114.2361,,,,,,,,,,,,,,,,,,,,,,,2.788,,,,,,,,,,,,,,,10.2779,,,,,,,,,
2001-10-08,,,,,,1.7759,0.6749,,,,,,,4.789,,,6.6354,15.4464,,,,,,,,,,,,,,,,1.1778,,,,,,,,,,,,,4.4416,,,,,,,7.2156,,,,,,4.8648,4.2056,23.6655,,,,,,,,,,,,,,5.4946,,120.132,,,,,,,,,,,,,,,,,,,,,,,2.7568,,,,,,,,,,,,,,,10.368,,,,,,,,,
2001-10-09,,,,,,1.7532,0.6648,,,,,,,4.9304,,,6.5927,15.2794,,,,,,,,,,,,,,,,1.1939,,,,,,,,,,,,,4.4328,,,,,,,7.1487,,,,,,4.9559,4.1363,23.3024,,,,,,,,,,,,,,5.5081,,118.0686,,,,,,,,,,,,,,,,,,,,,,,2.8621,,,,,,,,,,,,,,,10.2554,,,,,,,,,
2001-10-10,,,,,,1.7362,0.673,,,,,,,5.072,,,6.5927,15.4175,,,,,,,,,,,,,,,,1.1974,,,,,,,,,,,,,4.5117,,,,,,,7.5444,,,,,,5.2647,4.2682,23.4841,,,,,,,,,,,,,,5.7335,,130.3029,,,,,,,,,,,,,,,,,,,,,,,2.9041,,,,,,,,,,,,,,,10.368,,,,,,,,,
2001-10-11,,,,,,1.7171,0.6902,,,,,,,5.1178,,,6.8776,15.5994,,,,,,,,,,,,,,,,1.215,,,,,,,,,,,,,4.5644,,,,,,,7.492,,,,,,5.3645,4.1778,23.7564,,,,,,,,,,,,,,6.0747,,130.745,,,,,,,,,,,,,,,,,,,,,,,2.8887,,,,,,,,,,,,,,,10.4132,,,,,,,,,
2001-10-15,,,,,,1.7256,0.6774,,,,,,,5.2009,,,6.8849,15.4827,,,,,,,,,,,,,,,,1.2297,,,,,,,,,,,,,4.603,,,,,,,7.592,,,,,,5.2163,4.257,23.6413,,,,,,,,,,,,,,6.0747,,132.2191,,,,,,,,,,,,,,,,,,,,,,,2.8265,,,,,,,,,,,,,,,10.039,,,,,,,,,
2001-10-16,,,,,,1.7552,0.6837,,,,,,,5.2635,,,6.835,15.6504,,,,,,,,,,,,,,,,1.2287,,,,,,,,,,,,,4.6346,,,,,,,7.6014,,,,,,5.3949,4.3167,24.0286,,,,,,,,,,,,,,6.3887,,132.5139,,,,,,,,,,,,,,,,,,,,,,,2.8063,,,,,,,,,,,,,,,10.368,,,,,,,,,
2001-10-17,,,,,,1.7818,0.7177,,,,,,,5.5509,,,6.949,16.2327,,,,,,,,,,,,,,,,1.2411,,,,,,,,,,,,,4.6522,,,,,,,7.8687,,,,,,5.656,4.5112,24.1498,,,,,,,,,,,,,,6.3819,,136.1987,,,,,,,,,,,,,,,,,,,,,,,2.9477,,,,,,,,,,,,,,,10.2824,,,,,,,,,
2001-10-18,,,,,,1.766,0.7141,,,,,,,5.3718,,,7.0131,16.0143,,,,,,,,,,,,,,,,1.2474,,,,,,,,,,,,,4.7225,,,,,,,7.6014,,,,,,5.6213,4.4002,24.18,,,,,,,,,,,,,,6.2249,,131.482,,,,,,,,,,,,,,,,,,,,,,,2.9959,,,,,,,,,,,,,,,10.2327,,,,,,,,,
2001-10-19,,,,,,1.7949,0.7028,,,,,,,5.2259,,,6.9134,15.8322,,,,,,,,,,,,,,,,1.2348,,,,,,,,,,,,,4.5732,,,,,,,7.3441,,,,,,5.3732,4.4332,23.3024,,,,,,,,,,,,,,6.0338,,125.8808,,,,,,,,,,,,,,,,,,,,,,,2.9351,,,,,,,,,,,,,,,9.6469,,,,,,,,,
2001-10-22,,,,,,1.7949,0.7177,,,,,,,5.4134,,,7.0202,16.378,,,,,,,,,,,,,,,,1.2521,,,,,,,,,,,,,4.6964,,,,,,,7.5493,,,,,,5.5473,4.4696,23.7807,,,,,,,,,,,,,,6.0747,,132.3664,,,,,,,,,,,,,,,,,,,,,,,3.0144,,,,,,,,,,,,,,,9.6016,,,,,,,,,
2001-10-23,,,,,,1.8081,0.725,,,,,,,5.6009,,,7.1272,16.1599,,,,,,,,,,,,,,,,1.2448,,,,,,,,,,,,,4.7382,,,,,,,7.6825,,,,,,5.8041,4.4749,23.5084,,,,,,,,,,,,,,6.2454,,133.693,,,,,,,,,,,,,,,,,,,,,,,3.0208,,,,,,,,,,,,,,,9.7684,,,,,,,,,
2001-10-24,,,,,,1.7949,0.7321,,,,,,,5.8299,,,6.949,16.7351,,,,,,,,,,,,,,,,1.2435,,,,,,,,,,,,,4.5823,,,,,,,7.6252,,,,,,5.9082,4.5249,23.4234,,,,,,,,,,,,,,6.0133,,136.3463,,,,,,,,,,,,,,,,,,,,,,,3.0457,,,,,,,,,,,,,,,9.8224,,,,,,,,,
2001-10-25,,,,,,1.7699,0.7032,,,,,,,5.6635,,,7.0559,16.1599,,,,,,,,,,,,,,,,1.2534,,,,,,,,,,,,,4.4064,,,,,,,7.4731,,,,,,5.7082,4.5692,22.6912,,,,,,,,,,,,,,6.0133,,133.3984,,,,,,,,,,,,,,,,,,,,,,,3.0969,,,,,,,,,,,,,,,9.6693,,,,,,,,,
2001-10-26,,,,,,1.7472,0.7202,,,,,,,5.7592,,,7.1914,16.509,,,,,,,,,,,,,,,,1.2521,,,,,,,,,,,,,4.4538,,,,,,,7.754,,,,,,5.7431,4.5639,23.0,,,,,,,,,,,,,,5.7948,,140.0314,,,,,,,,,,,,,,,,,,,,,,,3.1838,,,,,,,,,,,,,,,9.8272,,,,,,,,,
2001-10-29,,,,,,1.7493,0.7141,,,,,,,5.5591,,,7.1985,16.1599,,,,,,,,,,,,,,,,1.2534,,,,,,,,,,,,,4.4764,,,,,,,7.6634,,,,,,5.5081,4.5527,23.0,,,,,,,,,,,,,,5.8222,,137.8202,,,,,,,,,,,,,,,,,,,,,,,3.106,,,,,,,,,,,,,,,9.7596,,,,,,,,,
2001-10-30,,,,,,1.7949,0.711,,,,,,,5.3095,,,7.1628,15.4319,,,,,,,,,,,,,,,,1.2411,,,,,,,,,,,,,4.5644,,,,,,,7.4968,,,,,,5.2995,4.5804,23.0,,,,,,,,,,,,,,5.6651,,129.7132,,,,,,,,,,,,,,,,,,,,,,,2.9989,,,,,,,,,,,,,,,10.368,,,,,,,,,
2001-10-31,,,,,,1.8272,0.725,,,,,,,5.5552,,,7.3339,16.1599,,,,,,,,,,,,,,,,1.2411,,,,,,,,,,,,,4.6964,,,,,,,7.673,,,,,,5.4081,4.8287,23.9016,,,,,,,,,,,,,,5.8017,,137.0832,,,,,,,,,,,,,,,,,,,,,,,3.2151,,,,,,,,,,,,,,,10.7964,,,,,,,,,
2001-11-01,,,,,,1.8331,0.7122,,,,,,,5.4552,,,7.234,16.1236,,,,,,,,,,,,,,,,1.2348,,,,,,,,,,,,,4.7015,,,,,,,7.5537,,,,,,5.4822,4.8443,23.9078,,,,,,,,,,,,,,5.8153,,139.8839,,,,,,,,3.066,,,,,,,,,,,,,,,3.0286,,,,,,,,,,,,,,,11.1341,,,,,,,,,
