date,A3TV,ABE,ABG.P_1,ABG,ACS,ACX_1,ACX_2,AENA,AGS,ALB_2,ALB_3,ALM,ALT,AMP,AMS_1,ANA_1,ANA_2,ANE,BBVA,BKIA,BKIA_1,BKT,BME,BTO_1,BTO_2,CABK,CIE,CIN,CLNX,COL,COL_1,CRI_2,DIA,DRC,EBRO,EBRO_1,ELE,ELE_1,ENC,ENC_1,ENG,FCC,FDR,FER,GAM,GAM_1,GRF,IAG,IBE,IBLA,IBR,IDR,ITX,JAZ,LOR,MAP,MAP_1,MAP_2,MAS,MEL,MRL,MTS,NHH,NHH_2,NTGY,OHLA,PHM,POP,PRS,PRS_1,PUL,RED,REE,REE_1,REP,ROVI,SAB,SAN,SAN_1,SCYR,SCYR_1,SCYR_2,SGC,SGRE,SLR,SOL,TEF,TEM,TL5,TRE,TUB,UNF,VIS,VIS_1,VIS_2,VIS_3,ZEL,benchmark
1993-08-16,,,,,,1.2025,,,,3.4515,,,,,,,,,0.7605,,,0.1487,,,,,,,,,,,,,,,,,,,,3.9781,,,,,,,0.4062,,,,,,,0.4083,,,,,,,,,,,,,,,,,,,2.8165,,,0.7511,,,,,,,,,0.9452,,,,,,2.9683,,,,,3113.896728515625
1993-08-17,,,,,,1.2035,,,,3.5332,,,,,,,,,0.7728,,,0.1487,,,,,,,,,,,,,,,,,,,,4.5355,,,,,,,0.4095,,,,,,,0.4068,,,,,,,,,,,,,,,,,,,2.8438,,,0.7553,,,,,,,,,0.9879,,,,,,3.044,,,,,3166.996826171875
1993-08-18,,,,,,1.201,,,,3.5467,,,,,,,,,0.7801,,,0.15,,,,,,,,,,,,,,,,,,,,4.4979,,,,,,,0.4249,,,,,,,0.4113,,,,,,,,,,,,,,,,,,,2.8827,,,0.7553,,,,,,,,,1.0239,,,,,,3.1276,,,,,3206.69677734375
1993-08-19,,,,,,1.1961,,,,3.5126,,,,,,,,,0.7811,,,0.1503,,,,,,,,,,,,,,,,,,,,4.4096,,,,,,,0.4324,,,,,,,0.4083,,,,,,,,,,,,,,,,,,,2.9136,,,0.7633,,,,,,,,,1.06,,,,,,3.0608,,,,,3231.19677734375
1993-08-20,,,,,,1.1877,,,,3.492,,,,,,,,,0.7825,,,0.1507,,,,,,,,,,,,,,,,,,,,4.3435,,,,,,,0.4387,,,,,,,0.4083,,,,,,,,,,,,,,,,,,,2.8983,,,0.77,,,,,,,,,1.0534,,,,,,3.044,,,,,3229.896728515625
1993-08-23,,,,,,1.1843,,,,3.3966,,,,,,,,,0.7801,,,0.1502,,,,,,,,,,,,,,,,,,,,4.3813,,,,,,,0.4324,,,,,,,0.4009,,,,,,,,,,,,,,,,,,,2.9136,,,0.7693,,,,,,,,,1.0502,,,,,,3.044,,,,,3219.796875
1993-08-24,,,,,,1.2025,,,,3.5126,,,,,,,,,0.7895,,,0.1521,,,,,,,,,,,,,,,,,,,,4.4318,,,,,,,0.4375,,,,,,,0.4,,,,,,,,,,,,,,,,,,,2.9331,,,0.7844,,,,,,,,,1.0502,,,,,,3.1364,,,,,3250.896728515625
1993-08-25,,,,,,1.201,,,,3.6149,,,,,,,,,0.7999,,,0.1543,,,,,,,,,,,,,,,,,,,,4.5454,,,,,,,0.4421,,,,,,,0.4044,,,,,,,,,,,,,,,,,,,3.0144,,,0.7891,,,,,,,,,1.0568,,,,,,3.1276,,,,,3300.696533203125
1993-08-26,,,,,,1.1843,,,,3.6491,,,,,,,,,0.8054,,,0.161,,,,,,,,,,,,,,,,,,,,4.5454,,,,,,,0.4397,,,,,,,0.3993,,,,,,,,,,,,,,,,,,,3.1268,,,0.8077,,,,,,,,,1.0636,,,,,,3.1024,,,,,3330.99658203125
1993-08-27,,,,,,1.1961,,,,3.5876,,,,,,,,,0.8194,,,0.1649,,,,,,,,,,,,,,,,,,,,4.5866,,,,,,,0.4434,,,,,,,0.4157,,,,,,,,,,,,,,,,,,,3.1309,,,0.8048,,,,,,,,,1.06,,,,,,3.0862,,,,,3363.396484375
1993-08-30,,,,,,1.2085,,,,3.6149,,,,,,,,,0.8172,,,0.1646,,,,,,,,,,,,,,,,,,,,4.7189,,,,,,,0.4414,,,,,,,0.4165,,,,,,,,,,,,,,,,,,,3.1194,,,0.7968,,,,,,,,,1.0764,,,,,,3.0525,,,,,3379.0966796875
1993-08-31,,,,,,1.2025,,,,3.6762,,,,,,,,,0.8107,,,0.166,,,,,,,,,,,,,,,,,,,,4.6649,,,,,,,0.4344,,,,,,,0.4456,,,,,,,,,,,,,,,,,,,3.0105,,,0.7844,,,,,,,,,1.0731,,,,,,2.9768,,,,,3360.196533203125
1993-09-01,,,,,,1.1961,,,,3.458,,,,,,,,,0.7964,,,0.1565,,,,,,,,,,,,,,,,,,,,4.4603,,,,,,,0.429,,,,,,,0.4565,,,,,,,,,,,,,,,,,,,2.9331,,,0.7579,,,,,,,,,1.0502,,,,,,2.9014,,,,,3264.396484375
1993-09-02,,,,,,1.1658,,,,3.4103,,,,,,,,,0.8078,,,0.1521,,,,,,,,,,,,,,,,,,,,4.4443,,,,,,,0.4372,,,,,,,0.4721,,,,,,,,,,,,,,,,,,,2.9331,,,0.7683,,,,,,,,,1.0636,,,,,,2.8762,,,,,3288.896484375
1993-09-03,,,,,,1.1539,,,,3.3829,,,,,,,,,0.8068,,,0.1507,,,,,,,,,,,,,,,,,,,,4.3497,,,,,,,0.4305,,,,,,,0.4713,,,,,,,,,,,,,,,,,,,2.9099,,,0.7647,,,,,,,,,1.0568,,,,,,2.9349,,,,,3269.296630859375
1993-09-06,,,,,,1.155,,,,3.4103,,,,,,,,,0.8042,,,0.1495,,,,,,,,,,,,,,,,,,,,4.3184,,,,,,,0.4333,,,,,,,0.4531,,,,,,,,,,,,,,,,,,,2.8748,,,0.7541,,,,,,,,,1.0568,,,,,,3.0106,,,,,3253.0966796875
1993-09-07,,,,,,1.161,,,,3.3829,,,,,,,,,0.8068,,,0.1518,,,,,,,,,,,,,,,,,,,,4.2616,,,,,,,0.4344,,,,,,,0.4639,,,,,,,,,,,,,,,,,,,2.9175,,,0.7579,,,,,,,,,1.0636,,,,,,2.9939,,,,,3271.896484375
1993-09-08,,,,,,1.1722,,,,3.4103,,,,,,,,,0.8068,,,0.1509,,,,,,,,,,,,,,,,,,,,4.208,,,,,,,0.4365,,,,,,,0.4625,,,,,,,,,,,,,,,,,,,2.9019,,,0.7579,,,,,,,,,1.06,,,,,,2.9602,,,,,3261.99658203125
1993-09-09,,,,,,1.155,,,,3.3761,,,,,,,,,0.8008,,,0.1497,,,,,,,,,,,,,,,,,,,,4.1231,,,,,,,0.4365,,,,,,,0.467,,,,,,,,,,,,,,,,,,,2.8671,,,0.7566,,,,,,,,,1.0502,,,,,,2.9266,,,,,3232.096923828125
1993-09-10,,,,,,1.1515,,,,3.3829,,,,,,,,,0.7904,,,0.15,,,,,,,,,,,,,,,,,,,,4.0033,,,,,,,0.4354,,,,,,,0.4639,,,,,,,,,,,,,,,,,,,2.8127,,,0.752,,,,,,,,,1.0207,,,,,,2.9266,,,,,3183.19677734375
1993-09-13,,,,,,1.1369,,,,3.3421,,,,,,,,,0.7859,,,0.1485,,,,,,,,,,,,,,,,,,,,3.9309,,,,,,,0.4333,,,,,,,0.4531,,,,,,,,,,,,,,,,,,,2.7741,,,0.7532,,,,,,,,,1.0009,,,,,,2.8512,,,,,3137.896728515625
1993-09-14,,,,,,1.1658,,,,3.3421,,,,,,,,,0.7904,,,0.1502,,,,,,,,,,,,,,,,,,,,3.9875,,,,,,,0.4409,,,,,,,0.458,,,,,,,,,,,,,,,,,,,2.8165,,,0.7553,,,,,,,,,1.0174,,,,,,2.9014,,,,,3181.496826171875
1993-09-15,,,,,,1.132,,,,3.2909,,,,,,,,,0.7801,,,0.1481,,,,,,,,,,,,,,,,,,,,3.912,,,,,,,0.4324,,,,,,,0.4558,,,,,,,,,,,,,,,,,,,2.7314,,,0.752,,,,,,,,,0.9978,,,,,,2.9098,,,,,3117.69677734375
1993-09-16,,,,,,1.1333,,,,3.3114,,,,,,,,,0.7792,,,0.1495,,,,,,,,,,,,,,,,,,,,3.9245,,,,,,,0.4324,,,,,,,0.4521,,,,,,,,,,,,,,,,,,,2.7234,,,0.7579,,,,,,,,,0.9879,,,,,,2.9349,,,,,3120.596923828125
1993-09-17,,,,,,1.1429,,,,3.3421,,,,,,,,,0.7919,,,0.1502,,,,,,,,,,,,,,,,,,,,4.0442,,,,,,,0.4344,,,,,,,0.459,,,,,,,,,,,,,,,,,,,2.7391,,,0.761,,,,,,,,,0.9978,,,,,,2.9349,,,,,3139.19677734375
1993-09-20,,,,,,1.1658,,,,3.373,,,,,,,,,0.8107,,,0.1552,,,,,,,,,,,,,,,,,,,,4.1231,,,,,,,0.4359,,,,,,,0.4639,,,,,,,,,,,,,,,,,,,2.8283,,,0.7728,,,,,,,,,1.011,,,,,,2.9517,,,,,3187.496826171875
1993-09-21,,,,,,1.1658,,,,3.3283,,,,,,,,,0.8087,,,0.1532,,,,,,,,,,,,,,,,,,,,4.0534,,,,,,,0.4326,,,,,,,0.4512,,,,,,,,,,,,,,,,,,,2.8358,,,0.77,,,,,,,,,1.0045,,,,,,2.918,,,,,3170.096923828125
1993-09-22,,,,,,1.1515,,,,3.274,,,,,,,,,0.7964,,,0.1515,,,,,,,,,,,,,,,,,,,,4.0033,,,,,,,0.4302,,,,,,,0.438,,,,,,,,,,,,,,,,,,,2.7973,,,0.7657,,,,,,,,,0.9946,,,,,,2.8426,,,,,3130.996826171875
1993-09-23,,,,,,1.1419,,,,3.2606,,,,,,,,,0.7986,,,0.1501,,,,,,,,,,,,,,,,,,,,3.9401,,,,,,,0.4286,,,,,,,0.4268,,,,,,,,,,,,,,,,,,,2.778,,,0.7579,,,,,,,,,0.9913,,,,,,2.8678,,,,,3112.19677734375
1993-09-24,,,,,,1.1419,,,,3.2396,,,,,,,,,0.7919,,,0.1501,,,,,,,,,,,,,,,,,,,,3.9652,,,,,,,0.4252,,,,,,,0.4231,,,,,,,,,,,,,,,,,,,2.7973,,,0.752,,,,,,,,,0.9913,,,,,,2.8512,,,,,3101.796875
1993-09-27,,,,,,1.1419,,,,3.2533,,,,,,,,,0.7999,,,0.1523,,,,,,,,,,,,,,,,,,,,4.0033,,,,,,,0.4302,,,,,,,0.4344,,,,,,,,,,,,,,,,,,,2.8593,,,0.7599,,,,,,,,,1.011,,,,,,2.8678,,,,,3147.396728515625
1993-09-28,,,,,,1.0929,,,,3.325,,,,,,,,,0.8008,,,0.1524,,,,,,,,,,,,,,,,,,,,4.0662,,,,,,,0.4305,,,,,,,0.4476,,,,,,,,,,,,,,,,,,,2.8904,,,0.7657,,,,,,,,,1.0174,,,,,,2.8678,,,,,3171.896728515625
1993-09-29,,,,,,1.1284,,,,3.3114,,,,,,,,,0.7919,,,0.1533,,,,,,,,,,,,,,,,,,,,4.0819,,,,,,,0.4295,,,,,,,0.4456,,,,,,,,,,,,,,,,,,,2.9099,,,0.77,,,,,,,,,1.0207,,,,,,2.8762,,,,,3171.496826171875
1993-09-30,,,,,,1.0957,,,,3.3355,,,,,,,,,0.7932,,,0.1517,,,,,,,,,,,,,,,,,,,,4.0979,,,,,,,0.4302,,,,,,,0.4505,,,,,,,,,,,,,,,,,,,2.9486,,,0.7728,,,,,,,,,1.0272,,,,,,2.9266,,,,,3177.296875
1993-10-01,,,,,,1.1114,,,,3.284,,,,,,,,,0.7948,,,0.1521,,,,,,,,,,,,,,,,,,,,4.1292,,,,,,,0.4269,,,,,,,0.4565,,,,,,,,,,,,,,,,,,,2.9755,,,0.77,,,,,,,,,1.0307,,,,,,2.9433,,,,,3180.296875
1993-10-04,,,,,,1.1039,,,,3.3421,,,,,,,,,0.7948,,,0.1528,,,,,,,,,,,,,,,,,,,,4.0946,,,,,,,0.4229,,,,,,,0.4476,,,,,,,,,,,,,,,,,,,2.9564,,,0.7728,,,,,,,,,1.0272,,,,,,2.8928,,,,,3167.596923828125
1993-10-05,,,,,,1.1016,,,,3.3084,,,,,,,,,0.8008,,,0.1533,,,,,,,,,,,,,,,,,,,,4.1165,,,,,,,0.4305,,,,,,,0.4521,,,,,,,,,,,,,,,,,,,2.9601,,,0.7797,,,,,,,,,1.0406,,,,,,2.9349,,,,,3210.396728515625
1993-10-06,,,,,,1.1031,,,,3.3283,,,,,,,,,0.8054,,,0.1541,,,,,,,,,,,,,,,,,,,,4.1924,,,,,,,0.4305,,,,,,,0.4456,,,,,,,,,,,,,,,,,,,2.9641,,,0.7834,,,,,,,,,1.0667,,,,,,2.9768,,,,,3242.496826171875
1993-10-07,,,,,,1.0929,,,,3.3283,,,,,,,,,0.7986,,,0.1562,,,,,,,,,,,,,,,,,,,,4.1449,,,,,,,0.4344,,,,,,,0.4419,,,,,,,,,,,,,,,,,,,2.9447,,,0.7797,,,,,,,,,1.0699,,,,,,3.0608,,,,,3237.69677734375
1993-10-08,,,,,,1.0896,,,,3.3084,,,,,,,,,0.8042,,,0.1551,,,,,,,,,,,,,,,,,,,,4.2237,,,,,,,0.4426,,,,,,,0.4484,,,,,,,,,,,,,,,,,,,2.9524,,,0.7856,,,,,,,,,1.0798,,,,,,3.1364,,,,,3259.696533203125
1993-10-11,,,,,,1.0884,,,,3.2671,,,,,,,,,0.8132,,,0.1574,,,,,,,,,,,,,,,,,,,,4.2711,,,,,,,0.4538,,,,,,,0.4456,,,,,,,,,,,,,,,,,,,2.9794,,,0.7915,,,,,,,,,1.0798,,,,,,3.1191,,,,,3285.196533203125
1993-10-12,,,,,,1.0884,,,,3.2671,,,,,,,,,0.8132,,,0.1574,,,,,,,,,,,,,,,,,,,,4.2711,,,,,,,0.4538,,,,,,,0.4456,,,,,,,,,,,,,,,,,,,2.9794,,,0.7915,,,,,,,,,1.0798,,,,,,3.1191,,,,,3285.196533203125
1993-10-13,,,,,,1.0969,,,,3.2396,,,,,,,,,0.8049,,,0.1583,,,,,,,,,,,,,,,,,,,,4.3497,,,,,,,0.4615,,,,,,,0.443,,,,,,,,,,,,,,,,,,,3.0105,,,0.7834,,,,,,,,,1.0962,,,,,,3.0944,,,,,3291.296630859375
1993-10-14,,,,,,1.0979,,,,3.2396,,,,,,,,,0.8065,,,0.1598,,,,,,,,,,,,,,,,,,,,4.4035,,,,,,,0.4674,,,,,,,0.4484,,,,,,,,,,,,,,,,,,,3.0144,,,0.7947,,,,,,,,,1.106,,,,,,3.1446,,,,,3316.896484375
1993-10-15,,,,,,1.0929,,,,3.2396,,,,,,,,,0.8101,,,0.1627,,,,,,,,,,,,,,,,,,,,4.476,,,,,,,0.4761,,,,,,,0.4565,,,,,,,,,,,,,,,,,,,3.0066,,,0.7968,,,,,,,,,1.1193,,,,,,3.2281,,,,,3339.196533203125
1993-10-18,,,,,,1.0929,,,,3.2707,,,,,,,,,0.8049,,,0.164,,,,,,,,,,,,,,,,,,,,4.4918,,,,,,,0.4674,,,,,,,0.4721,,,,,,,,,,,,,,,,,,,3.0338,,,0.7968,,,,,,,,,1.1292,,,,,,3.304,,,,,3355.99658203125
1993-10-19,,,,,,1.0918,,,,3.2806,,,,,,,,,0.8017,,,0.1632,,,,,,,,,,,,,,,,,,,,4.5041,,,,,,,0.4649,,,,,,,0.4677,,,,,,,,,,,,,,,,,,,3.0338,,,0.7994,,,,,,,,,1.1127,,,,,,3.2871,,,,,3352.396484375
1993-10-20,,,,,,1.0884,,,,3.3421,,,,,,,,,0.8017,,,0.1672,,,,,,,,,,,,,,,,,,,,4.5233,,,,,,,0.4698,,,,,,,0.4648,,,,,,,,,,,,,,,,,,,3.0494,,,0.8028,,,,,,,,,1.1258,,,,,,3.3543,,,,,3382.796630859375
1993-10-21,,,,,,1.0929,,,,3.3625,,,,,,,,,0.8039,,,0.1713,,,,,,,,,,,,,,,,,,,,4.5072,,,,,,,0.4719,,,,,,,0.4713,,,,,,,,,,,,,,,,,,,3.0765,,,0.8028,,,,,,,,,1.1354,,,,,,3.4297,,,,,3407.796630859375
1993-10-22,,,,,,1.0992,,,,3.3355,,,,,,,,,0.8167,,,0.1754,,,,,,,,,,,,,,,,,,,,4.5233,,,,,,,0.4822,,,,,,,0.4707,,,,,,,,,,,,,,,,,,,3.1541,,,0.8214,,,,,,,,,1.1585,,,,,,3.4549,,,,,3478.0966796875
1993-10-25,,,,,,1.0906,,,,3.3084,,,,,,,,,0.8167,,,0.1735,,,,,,,,,,,,,,,,,,,,4.5072,,,,,,,0.4852,,,,,,,0.4713,,,,,,,,,,,,,,,,,,,3.1268,,,0.8237,,,,,,,,,1.1519,,,,,,3.4129,,,,,3456.5966796875
1993-10-26,,,,,,1.0992,,,,3.2671,,,,,,,,,0.8123,,,0.1739,,,,,,,,,,,,,,,,,,,,4.4162,,,,,,,0.4822,,,,,,,0.4745,,,,,,,,,,,,,,,,,,,3.1038,,,0.8214,,,,,,,,,1.1387,,,,,,3.4046,,,,,3436.696533203125
1993-10-27,,,,,,1.0929,,,,3.2396,,,,,,,,,0.8005,,,0.1728,,,,,,,,,,,,,,,,,,,,4.3686,,,,,,,0.4723,,,,,,,0.4677,,,,,,,,,,,,,,,,,,,3.0535,,,0.8156,,,,,,,,,1.1354,,,,,,3.3377,,,,,3396.5966796875
1993-10-28,,,,,,1.0992,,,,3.2292,,,,,,,,,0.8065,,,0.1753,,,,,,,,,,,,,,,,,,,,4.4949,,,,,,,0.477,,,,,,,0.4735,,,,,,,,,,,,,,,,,,,3.1076,,,0.8214,,,,,,,,,1.1489,,,,,,3.4297,,,,,3429.296630859375
1993-10-29,,,,,,1.105,,,,3.2292,,,,,,,,,0.8065,,,0.1752,,,,,,,,,,,,,,,,,,,,4.4949,,,,,,,0.4813,,,,,,,0.4616,,,,,,,,,,,,,,,,,,,3.1309,,,0.8189,,,,,,,,,1.1554,,,,,,3.3795,,,,,3449.5966796875
1993-11-02,,,,,,1.1174,,,,3.274,,,,,,,,,0.8005,,,0.1737,,,,,,,,,,,,,,,,,,,,4.4443,,,,,,,0.4839,,,,,,,0.4648,,,,,,,,,,,,,,,,,,,3.0997,,,0.8185,,,,,,,,,1.1489,,,,,,3.4213,,,,,3436.796630859375
1993-11-03,,,,,,1.1078,,,,3.2533,,,,,,,,,0.7992,,,0.1736,,,,,,,,,,,,,,,,,,,,4.4888,,,,,,,0.4839,,,,,,,0.4752,,,,,,,,,,,,,,,,,,,3.0997,,,0.8185,,,,,,,,,1.1554,,,,,,3.4968,,,,,3450.49658203125
1993-11-04,,,,,,1.109,,,,3.2396,,,,,,,,,0.7983,,,0.1724,,,,,,,,,,,,,,,,,,,,4.4257,,,,,,,0.4774,,,,,,,0.4677,,,,,,,,,,,,,,,,,,,3.0919,,,0.8203,,,,,,,,,1.142,,,,,,3.6396,,,,,3427.99658203125
1993-11-05,,,,,,1.0822,,,,3.2466,,,,,,,,,0.7771,,,0.1681,,,,,,,,,,,,,,,,,,,,4.2554,,,,,,,0.4693,,,,,,,0.4521,,,,,,,,,,,,,,,,,,,3.0221,,,0.8072,,,,,,,,,1.1127,,,,,,3.4885,,,,,3348.196533203125
1993-11-08,,,,,,1.0929,,,,3.2396,,,,,,,,,0.7737,,,0.1681,,,,,,,,,,,,,,,,,,,,4.3971,,,,,,,0.4693,,,,,,,0.4551,,,,,,,,,,,,,,,,,,,3.0262,,,0.8082,,,,,,,,,1.106,,,,,,3.4885,,,,,3341.796630859375
1993-11-09,,,,,,1.0929,,,,3.2396,,,,,,,,,0.789,,,0.1681,,,,,,,,,,,,,,,,,,,,4.3971,,,,,,,0.4731,,,,,,,0.4573,,,,,,,,,,,,,,,,,,,3.0262,,,0.8093,,,,,,,,,1.1159,,,,,,3.5719,,,,,3364.296630859375
1993-11-10,,,,,,1.1007,,,,3.1991,,,,,,,,,0.7876,,,0.1669,,,,,,,,,,,,,,,,,,,,4.3371,,,,,,,0.4727,,,,,,,0.4653,,,,,,,,,,,,,,,,,,,3.03,,,0.8045,,,,,,,,,1.1193,,,,,,3.5219,,,,,3358.196533203125
1993-11-11,,,,,,1.0929,,,,3.1921,,,,,,,,,0.7983,,,0.1677,,,,,,,,,,,,,,,,,,,,4.3121,,,,,,,0.4659,,,,,,,0.4565,,,,,,,,,,,,,,,,,,,3.0725,,,0.7991,,,,,,,,,1.1092,,,,,,3.4885,,,,,3358.396484375
1993-11-12,,,,,,1.0929,,,,3.1814,,,,,,,,,0.7912,,,0.1672,,,,,,,,,,,,,,,,,,,,4.3813,,,,,,,0.4601,,,,,,,0.4639,,,,,,,,,,,,,,,,,,,3.1389,,,0.7965,,,,,,,,,1.1028,,,,,,3.4968,,,,,3354.196533203125
1993-11-15,,,,,,1.1125,,,,3.175,,,,,,,,,0.7863,,,0.1705,,,,,,,,,,,,,,,,,,,,4.3564,,,,,,,0.4626,,,,,,,0.4677,,,,,,,,,,,,,,,,,,,3.1697,,,0.7965,,,,,,,,,1.1127,,,,,,3.4714,,,,,3371.696533203125
1993-11-16,,,,,,1.1151,,,,3.0992,,,,,,,,,0.7912,,,0.1713,,,,,,,,,,,,,,,,,,,,4.4096,,,,,,,0.4665,,,,,,,0.4752,,,,,,,,,,,,,,,,,,,3.1774,,,0.8093,,,,,,,,,1.1193,,,,,,3.5134,,,,,3405.5966796875
1993-11-17,,,,,,1.1114,,,,3.1682,,,,,,,,,0.7912,,,0.1728,,,,,,,,,,,,,,,,,,,,4.476,,,,,,,0.4761,,,,,,,0.4752,,,,,,,,,,,,,,,,,,,3.2124,,,0.8129,,,,,,,,,1.142,,,,,,3.5219,,,,,3445.49658203125
1993-11-18,,,,,,1.1125,,,,3.1059,,,,,,,,,0.7816,,,0.1713,,,,,,,,,,,,,,,,,,,,4.3655,,,,,,,0.4723,,,,,,,0.4625,,,,,,,,,,,,,,,,,,,3.2162,,,0.8093,,,,,,,,,1.142,,,,,,3.5303,,,,,3435.696533203125
1993-11-19,,,,,,1.0992,,,,3.1302,,,,,,,,,0.7677,,,0.1681,,,,,,,,,,,,,,,,,,,,4.3279,,,,,,,0.4795,,,,,,,0.4639,,,,,,,,,,,,,,,,,,,3.1967,,,0.8045,,,,,,,,,1.1455,,,,,,3.4714,,,,,3415.796630859375
1993-11-22,,,,,,1.0896,,,,3.1198,,,,,,,,,0.7445,,,0.1672,,,,,,,,,,,,,,,,,,,,4.2932,,,,,,,0.4756,,,,,,,0.4565,,,,,,,,,,,,,,,,,,,3.1658,,,0.7941,,,,,,,,,1.1159,,,,,,3.4466,,,,,3356.5966796875
1993-11-23,,,,,,1.0929,,,,3.0166,,,,,,,,,0.7338,,,0.1653,,,,,,,,,,,,,,,,,,,,4.2869,,,,,,,0.4756,,,,,,,0.4573,,,,,,,,,,,,,,,,,,,3.1425,,,0.7791,,,,,,,,,1.0898,,,,,,3.4714,,,,,3327.0966796875
1993-11-24,,,,,,1.0798,,,,2.9995,,,,,,,,,0.7283,,,0.1634,,,,,,,,,,,,,,,,,,,,4.3026,,,,,,,0.4766,,,,,,,0.4551,,,,,,,,,,,,,,,,,,,3.065,,,0.7513,,,,,,,,,1.0731,,,,,,3.4213,,,,,3288.896484375
1993-11-25,,,,,,1.1007,,,,3.0301,,,,,,,,,0.7294,,,0.1638,,,,,,,,,,,,,,,,,,,,4.3026,,,,,,,0.4852,,,,,,,0.4596,,,,,,,,,,,,,,,,,,,3.0688,,,0.7548,,,,,,,,,1.0928,,,,,,3.4885,,,,,3320.196533203125
1993-11-26,,,,,,1.105,,,,3.0301,,,,,,,,,0.7272,,,0.1625,,,,,,,,,,,,,,,,,,,,4.3248,,,,,,,0.4972,,,,,,,0.4596,,,,,,,,,,,,,,,,,,,3.0882,,,0.7453,,,,,,,,,1.1028,,,,,,3.5892,,,,,3334.796630859375
1993-11-29,,,,,,1.105,,,,3.0025,,,,,,,,,0.7214,,,0.1618,,,,,,,,,,,,,,,,,,,,4.2869,,,,,,,0.4964,,,,,,,0.4558,,,,,,,,,,,,,,,,,,,3.0572,,,0.7231,,,,,,,,,1.106,,,,,,3.5972,,,,,3313.0966796875
1993-11-30,,,,,,1.0929,,,,2.9753,,,,,,,,,0.7117,,,0.1605,,,,,,,,,,,,,,,,,,,,4.334,,,,,,,0.4945,,,,,,,0.4531,,,,,,,,,,,,,,,,,,,3.0725,,,0.7104,,,,,,,,,1.1028,,,,,,3.5635,,,,,3280.0966796875
1993-12-01,,,,,,1.11,,,,3.0441,,,,,,,,,0.7233,,,0.1653,,,,,,,,,,,,,,,,,,,,4.3435,,,,,,,0.507,,,,,,,0.4558,,,,,,,,,,,,,,,,,,,3.1658,,,0.7431,,,,,,,,,1.1322,,,,,,3.7398,,,,,3348.49658203125
1993-12-02,,,,,,1.1174,,,,3.1059,,,,,,,,,0.7468,,,0.1664,,,,,,,,,,,,,,,,,,,,4.3184,,,,,,,0.5147,,,,,,,0.4531,,,,,,,,,,,,,,,,,,,3.2124,,,0.765,,,,,,,,,1.1387,,,,,,3.7318,,,,,3380.896484375
1993-12-03,,,,,,1.1151,,,,3.1129,,,,,,,,,0.7656,,,0.1713,,,,,,,,,,,,,,,,,,,,4.3813,,,,,,,0.5048,,,,,,,0.4531,,,,,,,,,,,,,,,,,,,3.3287,,,0.7842,,,,,,,,,1.142,,,,,,3.9075,,,,,3417.196533203125
1993-12-07,,,,,,1.1114,,,,3.154,,,,,,,,,0.7677,,,0.1705,,,,,,,,,,,,,,,,,,,,4.4128,,,,,,,0.5079,,,,,,,0.4484,,,,,,,,,,,,,,,,,,,3.3287,,,0.7842,,,,,,,,,1.1519,,,,,,3.8405,,,,,3422.0966796875
1993-12-09,,,,,,1.1419,,,,3.2645,,,,,,,,,0.7737,,,0.171,,,,,,,,,,,,,,,,,,,,4.4695,,,,,,,0.5174,,,,,,,0.4531,,,,,,,,,,,,,,,,,,,3.3247,,,0.7873,,,,,,,,,1.1784,,,,,,3.8824,,,,,3460.696533203125
1993-12-10,,,,,,1.1779,,,,3.3335,,,,,,,,,0.7631,,,0.1703,,,,,,,,,,,,,,,,,,,,4.4949,,,,,,,0.5103,,,,,,,0.4505,,,,,,,,,,,,,,,,,,,3.3132,,,0.7842,,,,,,,,,1.1816,,,,,,3.7821,,,,,3457.5966796875
1993-12-13,,,,,,1.1722,,,,3.3538,,,,,,,,,0.7515,,,0.1699,,,,,,,,,,,,,,,,,,,,4.5702,,,,,,,0.5079,,,,,,,0.4536,,,,,,,,,,,,,,,,,,,3.3053,,,0.7733,,,,,,,,,1.1882,,,,,,3.8237,,,,,3460.0966796875
1993-12-14,,,,,,1.161,,,,3.3127,,,,,,,,,0.7421,,,0.1686,,,,,,,,,,,,,,,,,,,,4.539,,,,,,,0.4994,,,,,,,0.458,,,,,,,,,,,,,,,,,,,3.255,,,0.7583,,,,,,,,,1.1715,,,,,,3.7483,,,,,3417.296630859375
1993-12-15,,,,,,1.1722,,,,3.2951,,,,,,,,,0.7314,,,0.1688,,,,,,,,,,,,,,,,,,,,4.539,,,,,,,0.5021,,,,,,,0.459,,,,,,,,,,,,,,,,,,,3.2124,,,0.757,,,,,,,,,1.1784,,,,,,3.7318,,,,,3416.99658203125
1993-12-16,,,,,,1.1817,,,,3.3022,,,,,,,,,0.741,,,0.1713,,,,,,,,,,,,,,,,,,,,4.6808,,,,,,,0.5133,,,,,,,0.4611,,,,,,,,,,,,,,,,,,,3.2085,,,0.7603,,,,,,,,,1.1847,,,,,,3.7902,,,,,3442.796630859375
1993-12-17,,,,,,1.1803,,,,3.2712,,,,,,,,,0.7421,,,0.1713,,,,,,,,,,,,,,,,,,,,4.7313,,,,,,,0.5251,,,,,,,0.4617,,,,,,,,,,,,,,,,,,,3.2472,,,0.765,,,,,,,,,1.1882,,,,,,3.7739,,,,,3453.49658203125
